Original,Character,Dialogue,Wordcount
"Siren: Oho... I didn't expect any of you to escape the effects of my magic... Greetings. I am Siren. I'm afraid your companions' souls now belong to me. Still, I'm feeling generous... I could be convinced to spare yours if you ran home quietly.",Siren,"Oho... I didn't expect any of you to escape the effects of my magic... Greetings. I am Siren. I'm afraid your companions' souls now belong to me. Still, I'm feeling generous... I could be convinced to spare yours if you ran home quietly.",43
"Galuf: You think I would abandon these kids? Fat chance, missy!",Galuf,"You think I would abandon these kids? Fat chance, missy!",10
Siren: Why would you risk your life for these people?,Siren,Why would you risk your life for these people?,9
Galuf: Because... They're my friends!,Galuf,Because... They're my friends!,4
Galuf: Don't be fooled by her trickery! Open your eyes!,Galuf,Don't be fooled by her trickery! Open your eyes!,9
Bartz: Galuf!,Bartz,Galuf!,1
Bartz: Uh-oh- here it comes!,Bartz,Uh-oh- here it comes!,4
Bartz: Galuf! You saved us... I owe you my life.,Bartz,Galuf! You saved us... I owe you my life.,9
"Galuf: Ehh, don't sweat it.",Galuf,"Ehh, don't sweat it.",4
"Bartz: Aww, you're blushing!",Bartz,"Aww, you're blushing!",3
Galuf: I'm doing nothing of the sort!,Galuf,I'm doing nothing of the sort!,6
"NPC: The kingdom of Walse is south of here, beyond the sea. They use a machine to amplify the power of the water crystal.",NPC,"The kingdom of Walse is south of here, beyond the sea. They use a machine to amplify the power of the water crystal.",23
Lenna: We must stop it! How can we get to Walse?,Lenna,We must stop it! How can we get to Walse?,10
"NPC: Walse is across the ocean. It's a quick trip by ship, but since the wind slowed, there aren't any ships sailing...",NPC,"Walse is across the ocean. It's a quick trip by ship, but since the wind slowed, there aren't any ships sailing...",21
"Galuf: Hrn... Haven't got Syldra, either...",Galuf,"Hrn... Haven't got Syldra, either...",5
Galuf: Faris I'm sorry.,Galuf,Faris— I'm sorry.,3
"Lenna: Bartz, have you any ideas?",Lenna,"Bartz, have you any ideas?",5
"Bartz: No ships, so we can't go by sea... So if we can't go by land or sea, then...",Bartz,"No ships, so we can't go by sea... So if we can't go by land or sea, then...",18
"NPC: My husband claims he saw a wind drake flying to North Mountain! Everyone says it's hogwashreally now, wind drakes? But then he got all nettled, and now he's having himself a sulk upstairs in the pub. I don't know what to do with him!",NPC,"My husband claims he saw a wind drake flying to North Mountain! Everyone says it's hogwash—really now, wind drakes? But then he got all nettled, and now he's having himself a sulk upstairs in the pub. I don't know what to do with him!",44
"NPC: I really saw it! Up at North Mountain, flyin' aroundit was a dragon, sure as I live!",NPC,"I really saw it! Up at North Mountain, flyin' around—it was a dragon, sure as I live!",17
Lenna: What kind of dragonwas it tamed? What did it looks like?,Lenna,What kind of dragon—was it tamed? What did it looks like?,11
"NPC: Uhh, looked dragonlike... It was wearin' some sort of armor, as I recall... Could've been a real live wind drake!",NPC,"Uhh, looked dragonlike... It was wearin' some sort of armor, as I recall... Could've been a real live wind drake!",20
Lenna: Hiryu! Fathe's wind drake is on North Mountain...?,Lenna,Hiryu! Fathe's wind drake is on North Mountain...?,8
Faris: What!? Why would it be there?,Faris,What!? Why would it be there?,6
Lenna: On North Mountain grows a plant called dragon grass. It is the only substance that can heal a wind drake's wounds... That means Hiryu must be hurt!,Lenna,On North Mountain grows a plant called dragon grass. It is the only substance that can heal a wind drake's wounds... That means Hiryu must be hurt!,27
"Galuf: Wind drake, huh? ...Say, Bartz. Since land and sea're out...",Galuf,"Wind drake, huh? ...Say, Bartz. Since land and sea're out...",10
Bartz: ...We should take to the air!,Bartz,...We should take to the air!,6
Lenna: We could ride to Walse on Hiryu!,Lenna,We could ride to Walse on Hiryu!,7
"Galuf: That's the ticket! Now, let's get moving to North Mountain!",Galuf,"That's the ticket! Now, let's get moving to North Mountain!",10
Lenna: Father's helmet!,Lenna,Father's helmet!,2
Bartz: Lenna!,Bartz,Lenna!,1
"Magissa: Ohohoho... I came here after that wind drake, but seems like I've caught something even more valuable.",Magissa,"Ohohoho... I came here after that wind drake, but seems like I've caught something even more valuable.",17
Bartz: Wait...you'd hunt a wind drake!?,Bartz,Wait...you'd hunt a wind drake!?,5
"Magissa: Of course. Their horns fetch quite a high price on the black market, ohohoho! And I see I've caught no less than the princess of Tycoon! Yes, you'll make a lovely souvenir for my husband.",Magissa,"Of course. Their horns fetch quite a high price on the black market, ohohoho! And I see I've caught no less than the princess of Tycoon! Yes, you'll make a lovely souvenir for my husband.",35
"Faris: Let her go, you addle-pated foul-complexioned scofflaw!",Faris,"Let her go, you addle-pated foul-complexioned scofflaw!",7
Bartz: Faris!,Bartz,Faris!,1
"Magissa: Oops, I guess he slipped. Pity.",Magissa,"Oops, I guess he slipped. Pity.",6
Magissa: What!?,Magissa,What!?,1
Bartz: Lenna! Hang on!,Bartz,Lenna! Hang on!,3
"Magissa: Ooh... Annoying little twerps, ruining my plans... Fine, it just means I'll have to crush all four of you!",Magissa,"Ooh... Annoying little twerps, ruining my plans... Fine, it just means I'll have to crush all four of you!",19
Magissa: Honey! Come here and take out the trash!,Magissa,Honey! Come here and take out the trash!,8
"Lenna: Faris, thank you!",Lenna,"Faris, thank you!",3
Lenna: Hiryu!,Lenna,Hiryu!,1
Faris: He's hurt pretty bad...,Faris,He's hurt pretty bad...,4
"Lenna: Hiryu... don't worry, I'll take care of you.",Lenna,"Hiryu... don't worry, I'll take care of you.",8
Faris: Lenna! WhatWhere're you going!?,Faris,Lenna! What—Where're you going!?,4
Lenna: Don't come any closer! I will be fine. Just...must reach the dragon grass...,Lenna,Don't come any closer! I will be fine. Just...must reach the dragon grass...,13
Lenna: Give the dragon grass to Hiryu...quickly...,Lenna,Give the dragon grass to Hiryu...quickly...,6
"Lenna: Please, get well...",Lenna,"Please, get well...",3
"Galuf: My stars and garters! You're out of your gourd, young ladythat was insanely reckless!",Galuf,"My stars and garters! You're out of your gourd, young lady—that was insanely reckless!",14
Lenna: Hiryu...thank you!,Lenna,Hiryu...thank you!,2
Galuf: Looks like you're both hale and hearty again! Let's saddle up!,Galuf,Looks like you're both hale and hearty again! Let's saddle up!,11
"Bartz: ...Actually, I, uh, I don't really like heights...",Bartz,"...Actually, I, uh, I don't really like heights...",8
Bartz: What's so funny!?,Bartz,What's so funny!?,3
"Galuf: Your face, kiddo! Anyway, get on!",Galuf,"Your face, kiddo! Anyway, get on!",6
King Walse: Princess Lenna! This is certainly a pleasant surprise!,King Walse,Princess Lenna! This is certainly a pleasant surprise!,8
Lenna: King Walse. You look well.,Lenna,King Walse. You look well.,5
"Lenna: I come with a request. Please, stop amplifying the power of the water crystal!",Lenna,"I come with a request. Please, stop amplifying the power of the water crystal!",14
King Walse: Ho ho ho... You must be joking. I could never do that! My people live comfortably thanks to the crystal's power.,King Walse,Ho ho ho... You must be joking. I could never do that! My people live comfortably thanks to the crystal's power.,21
"Lenna: King Walse, if left as it is, the crystal will shatter!",Lenna,"King Walse, if left as it is, the crystal will shatter!",11
"King Walse: Hmm... I have heard about the incident with the wind crystal... However... No evidence proves that the same thing will happen to the water crystal. Furthermore, I am certain that the people would be opposed to ceasing the crystal's amplification.",King Walse,"Hmm... I have heard about the incident with the wind crystal... However... No evidence proves that the same thing will happen to the water crystal. Furthermore, I am certain that the people would be opposed to ceasing the crystal's amplification.",40
"Bartz: Look, we don't have time to be arguing over this...",Bartz,"Look, we don't have time to be arguing over this...",10
Bartz: Holy moly! What's going on!?,Bartz,Holy moly! What's going on!?,5
NPC: It's an emergency! A meteorite fell near the Tower of Walse!,NPC,It's an emergency! A meteorite fell near the Tower of Walse!,11
King Walse: What!?,King Walse,What!?,1
King Walse: There is no time to lose. Assemble the guard! To the tower at once!,King Walse,There is no time to lose. Assemble the guard! To the tower at once!,14
"NPC: Yes, sire!",NPC,"Yes, sire!",2
King Walse: Pardon this interruption... I believe you understand the severity of the situation. We'll continue this later.,King Walse,Pardon this interruption... I believe you understand the severity of the situation. We'll continue this later.,16
King Walse: Move out!,King Walse,Move out!,2
King Walse: Garula's upstairs... Please...save the crystal...,King Walse,Garula's upstairs... Please...save the crystal...,5
"NPC: They're controlling you, aren't they! Well, I won't let you destroy the crystal!",NPC,"They're controlling you, aren't they! Well, I won't let you destroy the crystal!",13
Bartz: Uh-oh- here it comes!,Bartz,Uh-oh- here it comes!,4
Lenna: Look!,Lenna,Look!,1
Faris: The crystal...,Faris,The crystal...,2
Lenna: We're too late...,Lenna,We're too late...,3
NPC: Uhnnn...,NPC,Uhnnn...,1
NPC: Uhnnn... ...Lord Galuf!,NPC,Uhnnn... ...Lord Galuf!,3
Galuf: ...Me? You know who I am?,Galuf,...Me? You know who I am?,6
NPC: Lord Galuf... Couldn't protect it... For-forgive...,NPC,Lord Galuf... Couldn't protect it... For-forgive...,6
"Galuf: Hey- stay with me, man! Please, tell me who I am!",Galuf,"Hey- stay with me, man! Please, tell me who I am!",11
NPC: Fire crystal...protect...ngh...,NPC,Fire crystal...protect...ngh...,2
Faris: The crystal fragments are glowing...,Faris,The crystal fragments are glowing...,5
"Bartz: Are they gonna give us their power, too?",Bartz,"Are they gonna give us their power, too?",8
Bartz: What's going on!?,Bartz,What's going on!?,3
Faris: The towerit's sinking!,Faris,The tower—it's sinking!,3
Bartz: Aughhh!!!,Bartz,Aughhh!!!,1
Faris: Syldra!,Faris,Syldra!,1
Faris: Syldra! You're alive!,Faris,Syldra! You're alive!,3
Faris: Syldra!,Faris,Syldra!,1
Lenna: Syldra... You used the last of your strength to save us...,Lenna,Syldra... You used the last of your strength to save us...,11
"Faris: What are you saying? Syldra! You can't die, I won't let you!",Faris,"What are you saying? Syldra! You can't die, I won't let you!",12
Lenna: Syldra... Thank you...,Lenna,Syldra... Thank you...,3
Faris: ...Syldra...,Faris,...Syldra...,1
Lenna: Bartz!,Lenna,Bartz!,1
Galuf: Did he make it? Did he...warp?,Galuf,Did he make it? Did he...warp?,6
Lenna: We won't know until we try!,Lenna,We won't know until we try!,6
Galuf: This...this all looks really familiar... And that soldier in the tower knew me... Who am I?,Galuf,This...this all looks really familiar... And that soldier in the tower knew me... Who am I?,16
NPC (1): You there! Freeze!,NPC ,You there! Freeze!,3
NPC (2): There they are!,NPC ,There they are!,3
NPC (2): They're with the monsters! We saw you all crawl from the meteorite- don't try to deny it!,NPC ,They're with the monsters! We saw you all crawl from the meteorite- don't try to deny it!,17
"Cid: Oh, horsefeathers!",Cid,"Oh, horsefeathers!",2
"Cid: My great escape, and it's another cell! That's the last of my explosives, too... Nuts!",Cid,"My great escape, and it's another cell! That's the last of my explosives, too... Nuts!",15
"Cid: Oh, you kids think that's funny, do you?",Cid,"Oh, you kids think that's funny, do you?",8
Cid: Ehh...doesn't matter. The name's Cid.,Cid,Ehh...doesn't matter. The name's Cid.,5
Lenna: What? The same Professor Cid who made those terrible machines to amplify the crystals?,Lenna,What? The same Professor Cid who made those terrible machines to amplify the crystals?,14
Cid: ...,Cid,...,1
"Lenna: Forgive me, that was rude...",Lenna,"Forgive me, that was rude...",5
"Cid: No, you don't have to apologize. It's the truth, after all. I'm to blame for everything... It's been years... One day, I found an ancient tome in the Library of the Ancients. It said that thousands of years ago, the crystals held much more power than they do now. So, I studied the crystals at Tycoon, Walse, and Karnak, and build machines to enhance them... But I was wrong...increasing their power output only caused them to shatter... Oh, it's all my fault!",Cid,"No, you don't have to apologize. It's the truth, after all. I'm to blame for everything... It's been years... One day, I found an ancient tome in the Library of the Ancients. It said that thousands of years ago, the crystals held much more power than they do now. So, I studied the crystals at Tycoon, Walse, and Karnak, and build machines to enhance them... But I was wrong...increasing their power output only caused them to shatter... Oh, it's all my fault!",82
Bartz: But why are you locked up?,Bartz,But why are you locked up?,6
"Cid: I was too late to save the crystals in Tycoon and Walse... Figured I could at least save the one here in Karnak. But when I tried to switch off the machine, they threw me in here.",Cid,"I was too late to save the crystals in Tycoon and Walse... Figured I could at least save the one here in Karnak. But when I tried to switch off the machine, they threw me in here.",37
"Bartz: So, you're in the same boat as us...",Bartz,"So, you're in the same boat as us...",8
Cid: You're here to protect the crystal?,Cid,You're here to protect the crystal?,6
Bartz: Yup! They asked us to!,Bartz,Yup! They asked us to!,5
Cid: What!? A crystal shard... Who are you people!?,Cid,What!? A crystal shard... Who are you people!?,8
Chancellor: This is terrible! Oh no! Professor Cid!,Chancellor,This is terrible! Oh no! Professor Cid!,7
Cid: What's happened?,Cid,What's happened?,2
Chancellor: You were right all along... The crystal's cracked!,Chancellor,You were right all along... The crystal's cracked!,8
Cid: What!?,Cid,What!?,1
Chancellor: I turned off the amplifier but the crystal's power output has only increased...,Chancellor,I turned off the amplifier but the crystal's power output has only increased...,13
Cid: The fire-powered ship...,Cid,The fire-powered ship...,3
Chancellor: Yes? What about it?,Chancellor,Yes? What about it?,4
Cid: Most likely the fire-powered ship is what's leeching power from the crystal.,Cid,Most likely the fire-powered ship is what's leeching power from the crystal.,12
"Chancellor: Professor, please. We cannot do this alone. Please help us!",Chancellor,"Professor, please. We cannot do this alone. Please help us!",10
Cid: I need these kids' help as well.,Cid,I need these kids' help as well.,7
Chancellor: What? They were seen coming out of the meteorite. They're in cahoots with that werewolf!,Chancellor,What? They were seen coming out of the meteorite. They're in cahoots with that werewolf!,15
"Cid: If they can't help, I guess I can't either.",Cid,"If they can't help, I guess I can't either.",9
"Chancellor: ...All right, Professor.",Chancellor,"...All right, Professor.",3
"Cid: You're willing to help me, right?",Cid,"You're willing to help me, right?",6
Cid: I'll go ahead to the fire-powered ship. It's not exactly a safe place to be...you get ready and meet me there. I'll be waiting!,Cid,I'll go ahead to the fire-powered ship. It's not exactly a safe place to be...you get ready and meet me there. I'll be waiting!,24
Soldier: The werewolf!!!,Soldier,The werewolf!!!,2
Soldier: Don't let it in!,Soldier,Don't let it in!,4
"Soldier: We scared him off using some of Professor Cid's explosives... But he'll be back, you can count on it.",Soldier,"We scared him off using some of Professor Cid's explosives... But he'll be back, you can count on it.",19
Cid: Took you long enough! Just as I suspectedthe ship's engine is what's draining the crystal's power.,Cid,Took you long enough! Just as I suspected—the ship's engine is what's draining the crystal's power.,16
Bartz: The engine?,Bartz,The engine?,2
Cid: Yes... If the engine isn't stopped- and quickly- the fire crystal will shatter. Will you go?,Cid,Yes... If the engine isn't stopped- and quickly- the fire crystal will shatter. Will you go?,16
"Cid: You can get inside here...but it'll be tough going from here on. The ship's packed with monsters! Good luck, kids... We're counting on you.",Cid,"You can get inside here...but it'll be tough going from here on. The ship's packed with monsters! Good luck, kids... We're counting on you.",24
Lenna: Queen Karnak!,Lenna,Queen Karnak!,2
Bartz: What's going on?,Bartz,What's going on?,3
Queen Karnak: Infidels... You shall pay for interfering with my revival!,Queen Karnak,Infidels... You shall pay for interfering with my revival!,9
Bartz: Queen Karnak!,Bartz,Queen Karnak!,2
Queen Karnak: I...I was being controlled by something...an evil spirit... It desires to envelop everything in darkness...,Queen Karnak,I...I was being controlled by something...an evil spirit... It desires to envelop everything in darkness...,15
Bartz: Your highness...,Bartz,Your highness...,2
Queen Karnak: The crystals...it's not just the machines that are destroying them... Something evil is using their power to resurrect itself... Please...save the fire crystal. It's in the room just through that pipe...,Queen Karnak,The crystals...it's not just the machines that are destroying them... Something evil is using their power to resurrect itself... Please...save the fire crystal. It's in the room just through that pipe...,31
Lenna: The fire crystal!,Lenna,The fire crystal!,3
"Wolf: Thank goodness, it's still intact!",Wolf,"Thank goodness, it's still intact!",5
Wolf: Galuf!?,Wolf,Galuf!?,1
"Bartz: We won't let you touch the crystal, werewolf!",Bartz,"We won't let you touch the crystal, werewolf!",8
Wolf: Stand down. I am not your enemy!,Wolf,Stand down. I am not your enemy!,7
Bartz: I'm not so sure about that!,Bartz,I'm not so sure about that!,6
"Wolf: Galuf, say something! What's happened...is something wrong?",Wolf,"Galuf, say something! What's happened...is something wrong?",7
"Galuf: You know me? Ughhh... Can't remember a thing... Who in blazes am I, anyway...",Galuf,"You know me? Ughhh... Can't remember a thing... Who in blazes am I, anyway...",14
Wolf: You therewhat have you done!? Sending that much power through the crystal will smash it to smithereens!,Wolf,You there—what have you done!? Sending that much power through the crystal will smash it to smithereens!,17
NPC: And this makes three... One more and the seal is broken. Mwah-hahaha!,NPC,And this makes three... One more and the seal is broken. Mwah-hahaha!,12
Bartz: No good. The switch is broken!,Bartz,No good. The switch is broken!,6
Wolf: Galuf! I'll hold this backyou four must escape! Only one chance remains... Save the earth crystal!,Wolf,Galuf! I'll hold this back—you four must escape! Only one chance remains... Save the earth crystal!,16
"Wolf: Go! Once the crystal shatters, the whole room will go up in flames! Get out of here, and protect the last crystal with your lives!",Wolf,"Go! Once the crystal shatters, the whole room will go up in flames! Get out of here, and protect the last crystal with your lives!",25
Bartz: Werewolf!,Bartz,Werewolf!,1
Lenna: We have to help him!,Lenna,We have to help him!,5
Wolf: Galuf... You're our only hope...,Wolf,Galuf... You're our only hope...,5
Faris: The flames are dying...,Faris,The flames are dying...,4
Bartz: The fire crystal must've lost its power...,Bartz,The fire crystal must've lost its power...,7
Lenna: The crystal's shattered...,Lenna,The crystal's shattered...,3
Galuf: Where's the werewolf?,Galuf,Where's the werewolf?,3
Bartz: He probably got trapped in the fire...couldn't get out...,Bartz,He probably got trapped in the fire...couldn't get out...,9
Lenna: We have to hurry! The castle was held together by the power of the fire crystal!,Lenna,We have to hurry! The castle was held together by the power of the fire crystal!,16
"Bartz: Hold upso now that the crystal's gone, the castle's gonna blow!?",Bartz,"Hold up—so now that the crystal's gone, the castle's gonna blow!?",11
Lenna: Exactly! We've got no time to lose!,Lenna,Exactly! We've got no time to lose!,7
Sergeant: You better bring it!,Sergeant,You better bring it!,4
Bartz: This guy...,Bartz,This guy...,2
Lenna: He's no ordinary soldier!,Lenna,He's no ordinary soldier!,4
Galuf: Show us your true form!,Galuf,Show us your true form!,5
Sergeant: Hahahahaha! You wish to know my true identity? I am the famed bounty hunter... Iron Claw! MORPH!!!,Sergeant,Hahahahaha! You wish to know my true identity? I am the famed bounty hunter... Iron Claw! MORPH!!!,17
Bartz: Crystal shards...,Bartz,Crystal shards...,2
Lenna: Will you lend us your power as well?,Lenna,Will you lend us your power as well?,8
Cid: If only I'd never made that infernal machine... Everythingall of this is my fault! If it weren't for me...,Cid,If only I'd never made that infernal machine... Everything—all of this is my fault! If it weren't for me...,19
Bartz: Cid!,Bartz,Cid!,1
Lenna: Professor!,Lenna,Professor!,1
Faris: ...,Faris,...,1
Galuf: Must be tough for him...,Galuf,Must be tough for him...,5
Bartz: Cid!,Bartz,Cid!,1
Cid: Leave me alone! If only I hadn't made that infernal machine...,Cid,Leave me alone! If only I hadn't made that infernal machine...,11
"Lenna: Professor, it wasn't your fault...",Lenna,"Professor, it wasn't your fault...",5
"Cid: Please, just let me be!",Cid,"Please, just let me be!",5
Bookshelf: Bwah-ha-ha! None shall pass!,Bookshelf,Bwah-ha-ha! None shall pass!,4
"Ifrit: I am Ifrit... For many years I have existed, sealed within the pages of this book... Only those who can withstand my flames will be granted the privilege of summoning me.",Ifrit,"I am Ifrit... For many years I have existed, sealed within the pages of this book... Only those who can withstand my flames will be granted the privilege of summoning me.",31
Ifrit: ...Enough! You have proven your worth. I shall grant you the use of my powers.,Ifrit,...Enough! You have proven your worth. I shall grant you the use of my powers.,15
Bookshelf: Bwah-ha-ha! None shall pass!,Bookshelf,Bwah-ha-ha! None shall pass!,4
"Bookshelf: GahIfrit! S-sorry, sir!",Bookshelf,"Gah—Ifrit! S-sorry, sir!",3
Bartz: What's that?,Bartz,What's that?,2
Lenna: Mid?,Lenna,Mid?,1
Galuf: Stay on your toes! I have a bad feeling about this place.,Galuf,Stay on your toes! I have a bad feeling about this place.,12
"Byblos: Arrrgh! So, this is the end...but only for me. Very soon, the master's seal will be blown wide open!!!",Byblos,"Arrrgh! So, this is the end...but only for me. Very soon, the master's seal will be blown wide open!!!",19
Mid: Huh? I told you not to bother me when I'm reading!,Mid,Huh? I told you not to bother me when I'm reading!,11
Bartz: Don't tell me you were engrossed in that book the whole time!?,Bartz,Don't tell me you were engrossed in that book the whole time!?,12
"Mid: What whole time? Now that you mention it, I did hear some rustling behind me... Oh, was that you?",Mid,"What whole time? Now that you mention it, I did hear some rustling behind me... Oh, was that you?",19
Lenna: ...!?,Lenna,...!?,1
Galuf: You've gotta be kidding.,Galuf,You've gotta be kidding.,4
"Faris: A strange bird, this one...",Faris,"A strange bird, this one...",5
"Mid: Whatever...guess it's time to go back, huh? You guys coming too? I know a shortcut.",Mid,"Whatever...guess it's time to go back, huh? You guys coming too? I know a shortcut.",15
Scholar (1): Mid! There you are!,Scholar ,Mid! There you are!,4
NPC (2): Mid! You're all right!,NPC ,Mid! You're all right!,4
NPC (3): Thank you for finding Mid!,NPC ,Thank you for finding Mid!,5
NPC (4): Thank goodness you're back!,NPC ,Thank goodness you're back!,4
"Mid: Huh? You came to save me? I dunno what I needed to be saved from, but it was nice of you anyway. Oh yeah! Look at this!",Mid,"Huh? You came to save me? I dunno what I needed to be saved from, but it was nice of you anyway. Oh yeah! Look at this!",27
"Mid: I found the most amazing book! Check it out... I bet with this method, we could repower the fire-powered ship! I've gotta tell Grandpa Cid about it right away!",Mid,"I found the most amazing book! Check it out... I bet with this method, we could repower the fire-powered ship! I've gotta tell Grandpa Cid about it right away!",29
Bartz: Cid?,Bartz,Cid?,1
"Mid: Oh, you know of him? He's my grandfather. Grandpa is so awesome! When he's researching, he's unstoppablehe never gives up until he's found the solution!",Mid,"Oh, you know of him? He's my grandfather. Grandpa is so awesome! When he's researching, he's unstoppable—he never gives up until he's found the solution!",25
"Faris: Maybe that's how he was in the past, but now...",Faris,"Maybe that's how he was in the past, but now...",10
Mid: What're you talking about?,Mid,What're you talking about?,4
Faris: I'm just saying... He sure is acting like he's given up now...,Faris,I'm just saying... He sure is acting like he's given up now...,12
Mid: What!? He would never do that!,Mid,What!? He would never do that!,6
Lenna: WaitMid!,Lenna,Wait—Mid!,1
Bartz: Cid!,Bartz,Cid!,1
Cid: ...,Cid,...,1
Lenna: Mid isn't here?,Lenna,Mid isn't here?,3
"Faris: Come on, man. Pull yourself together!",Faris,"Come on, man. Pull yourself together!",6
Cid: Leave me alone... Don't waste your time on a worthless old lump like me.,Cid,Leave me alone... Don't waste your time on a worthless old lump like me.,14
Mid: Grandpa!,Mid,Grandpa!,1
Cid: Mid?,Cid,Mid?,1
"Cid: Ouch! Mid, stop that! What are you doing?",Cid,"Ouch! Mid, stop that! What are you doing?",8
"Mid: What am I doing? What are YOU doing, you silly old fool!? You never give up! Never!",Mid,"What am I doing? What are YOU doing, you silly old fool!? You never give up! Never!",17
Cid: Mid...,Cid,Mid...,1
"Mid: You always told me not to be afraid of failing... That if you messed up, you just had to start over and try again... What happened to that!?",Mid,"You always told me not to be afraid of failing... That if you messed up, you just had to start over and try again... What happened to that!?",28
Cid: Mid...,Cid,Mid...,1
Cid: Mid... ... Just try again... ... Mid! You're absolutely right!,Cid,Mid... ... Just try again... ... Mid! You're absolutely right!,10
Mid: Of course I am!,Mid,Of course I am!,4
Cid: It's not over. The earth crystal is still out there!,Cid,It's not over. The earth crystal is still out there!,10
"Bartz: Yeah, but where?",Bartz,"Yeah, but where?",3
Cid: That I don't know. But we've got to find it and protect it! And to do that...,Cid,That I don't know. But we've got to find it and protect it! And to do that...,17
"Mid: We'll need the fire-powered ship! I'm right, aren't I?",Mid,"We'll need the fire-powered ship! I'm right, aren't I?",9
Cid: Yes... We'll need the fire-powered ship moving again. But without the crystal...,Cid,Yes... We'll need the fire-powered ship moving again. But without the crystal...,12
"Mid: Way ahead of you, Grandpa. Just look at this!",Mid,"Way ahead of you, Grandpa. Just look at this!",9
"Cid: Ohh, where'd you dig this up? Hmm... Ahh, I see, like that... Nice work, Mid, this could do it! All right! Let's get to work!",Cid,"Ohh, where'd you dig this up? Hmm... Ahh, I see, like that... Nice work, Mid, this could do it! All right! Let's get to work!",25
Mid: Yeah!,Mid,Yeah!,1
"Mid: Move it, guys!",Mid,"Move it, guys!",3
"Cid: You'll have to excuse Mid, he's all fired up! We'll take care of the ship, so you kids just sit tight.",Cid,"You'll have to excuse Mid, he's all fired up! We'll take care of the ship, so you kids just sit tight.",21
"Bartz: Galuf, what's wrong?",Bartz,"Galuf, what's wrong?",3
Faris: Yes...you do look even stranger than usual.,Faris,Yes...you do look even stranger than usual.,7
"Lenna: Galuf, are you all right?",Lenna,"Galuf, are you all right?",5
Galuf: My head...,Galuf,My head...,2
Galuf: It was like I could almost remember...,Galuf,It was like I could almost remember...,7
Mid: Grandpa!,Mid,Grandpa!,1
Cid: Mid?,Cid,Mid?,1
Krile: Grandpa!,Krile,Grandpa!,1
Galuf: Krile!,Galuf,Krile!,1
"Cid: Ouch! Mid, stop that! What are you doing?",Cid,"Ouch! Mid, stop that! What are you doing?",8
"Mid: What am I doing? What are YOU doing, you silly old fool!? You never give up! Never!",Mid,"What am I doing? What are YOU doing, you silly old fool!? You never give up! Never!",17
"Galuf: Owww! Hey, knock it off!",Galuf,"Owww! Hey, knock it off!",5
Krile: Silly old fool!,Krile,Silly old fool!,3
Galuf: K... Kri... Krile...,Galuf,K... Kri... Krile...,3
Bartz: Galuf! What happened!?,Bartz,Galuf! What happened!?,3
Lenna: Did you remember something!?,Lenna,Did you remember something!?,4
Galuf: I'm...I'm not from this world!,Galuf,I'm...I'm not from this world!,5
Galuf: I warped here through a meteorite from another world. Because... The evil we'd sealed thirty years ago was beginning to reawaken... So I came to stop it...,Galuf,I warped here through a meteorite from another world. Because... The evil we'd sealed thirty years ago was beginning to reawaken... So I came to stop it...,27
Bartz: Evil is reawakening?,Bartz,Evil is reawakening?,3
"Galuf: That's right... Big, bad evil, toothe dark warlock, Exdeath!",Galuf,"That's right... Big, bad evil, too—the dark warlock, Exdeath!",9
???: No doubt about it! The power of the four crystals is gathered here!,???,No doubt about it! The power of the four crystals is gathered here!,13
???: Perfect! We'll use their power to seal Exdeath here!,???,Perfect! We'll use their power to seal Exdeath here!,9
"Galuf: To seal him, I came here once before, thirty years ago...",Galuf,"To seal him, I came here once before, thirty years ago...",11
"Lenna: So... If all four crystals are destroyed, then Exdeath's seal will be broken as well?",Lenna,"So... If all four crystals are destroyed, then Exdeath's seal will be broken as well?",15
Galuf: Right... Ughhh...my head...,Galuf,Right... Ughhh...my head...,3
Bartz: Galuf!,Bartz,Galuf!,1
Galuf: Still...still can't remember clearly...urg... We can't...allow Exdeath t'...be reborn...gkk...,Galuf,Still...still can't remember clearly...urg... We can't...allow Exdeath t'...be reborn...gkk...,9
Bartz: Galuf!!!,Bartz,Galuf!!!,1
Galuf: 'M...okay...,Galuf,M...okay...,1
Mid: Zzz...zzz...,Mid,Zzz...zzz...,1
"Cid: *yawn* ...Ahhh, slept like a top!",Cid,"*yawn* ...Ahhh, slept like a top!",6
"Mid: *yawn* ...Ahhh, slept like a top! Heheh, I sound like the old man! It's finished! We are so awesome!",Mid,"*yawn* ...Ahhh, slept like a top! Heheh, I sound like the old man! It's finished! We are so awesome!",19
"Cid: Presenting, a boat that will sail without any wind!",Cid,"Presenting, a boat that will sail without any wind!",9
Bartz: So we can use this ship to go find the earth crystal!,Bartz,So we can use this ship to go find the earth crystal!,12
Cid: Righto! We're counting on you. We'll return to the Library of the Ancients for now.,Cid,Righto! We're counting on you. We'll return to the Library of the Ancients for now.,15
Mid: We should be able to find some more clues there.,Mid,We should be able to find some more clues there.,10
"Cid: If you need anything, then just stop by!",Cid,"If you need anything, then just stop by!",8
Mid: Take care of yourselves!,Mid,Take care of yourselves!,4
Bartz: We're off!,Bartz,We're off!,2
NPC: Not again... It's another quake!,NPC,Not again... It's another quake!,5
"Bartz: What theCrap, the ship!",Bartz,"What the—Crap, the ship!",4
"Bartz: Oh no, the ship's sinking!",Bartz,"Oh no, the ship's sinking!",5
Galuf: What the heck is that?,Galuf,What the heck is that?,5
