Original,Character,Dialogue,Wordcount
ARVIS:I never said...that!,Arvis,I never said...that!,3
ELDER:Something like it.,Elder,Something like it.,3
BANON:Ha! He's right you know!,Banon,Ha! He's right you know!,5
BANON:Our blood will spill because of you.,Banon,Our blood will spill because of you.,7
BANON:Emperor Gestahl's racing to acquire Magitek power. He's set his sights on the Esper that was found here! The increased use of magitek power'll surely lead to global destruction...,Banon,Emperor Gestahl's racing to acquire Magitek power. He's set his sights on the Esper that was found here! The increased use of magitek power'll surely lead to global destruction...,29
ELDER:The War of the Magi...,Elder,The War of the Magi...,5
ELDER:People will never learn...,Elder,People will never learn...,4
EDGAR:Sabin! You're all right!,Edgar,Sabin! You're all right!,4
EDGAR:Who's with you?,Edgar,Who's with you?,3
"SABIN:Oh, this is...",Sabin,"Oh, this is...",3
"CYAN:I'm Cyan, retainer to the lord of Doma!",Cyan,"I'm Cyan, retainer to the lord of Doma!",8
SABIN:The people of Doma were wiped out by the Empire...,Sabin,The people of Doma were wiped out by the Empire...,10
CYAN:Kefka poisoned...everyone...,Cyan,Kefka poisoned...everyone...,2
ELDER:But...that was only because Doma was collaborating with the Returners! If we make that mistake...,Elder,But...that was only because Doma was collaborating with the Returners! If we make that mistake...,15
LOCKE:That's nonsense!!,Locke,That's nonsense!!,2
LOCKE:The Empire's poised to attack Narshe right now!,Locke,The Empire's poised to attack Narshe right now!,8
BANON:Locke. Where'd you hear that?,Banon,Locke. Where'd you hear that?,5
"LOCKE:Celes, here, was one of the Empire's generals...",Locke,"Celes, here, was one of the Empire's generals...",8
"CYAN:Grrr! I knew she seemed familiar. Sir Gau, out of my way!",Cyan,"Grrr! I knew she seemed familiar. Sir Gau, out of my way!",12
"CYAN:This's General Celes! She torched Maranda! She's an Imperial spy! Now, stand aside!",Cyan,"This's General Celes! She torched Maranda! She's an Imperial spy! Now, stand aside!",13
"LOCKE:WAIT! Celes has joined the Returners! She's fighting with us, now!",Locke,"WAIT! Celes has joined the Returners! She's fighting with us, now!",11
LOCKE:I promised I'd protect her. I WILL NOT back out on my word.,Locke,I promised I'd protect her. I WILL NOT back out on my word.,13
EDGAR:Locke... Are you still thinking about... that?,Edgar,Locke... Are you still thinking about... that?,7
TERRA:I was also an Imperial soldier.,Terra,I was also an Imperial soldier.,6
EDGAR:The Empire's evil. But not ALL of its citizens are!,Edgar,The Empire's evil. But not ALL of its citizens are!,10
"KEFKA:I don't care what you do here, JUST GET ME THAT ESPER!!",Kefka,"I don't care what you do here, JUST GET ME THAT ESPER!!",12
SOLDIER:Lord Kefka! There're civilians here...!,Soldier,Lord Kefka! There're civilians here...!,5
KEFKA:Exterminate everyone!,Kefka,Exterminate everyone!,2
SOLDIER:But Narshe is neutral...,Soldier,But Narshe is neutral...,4
KEFKA:Read my lips!! Dispose of any who oppose us! March!,Kefka,Read my lips!! Dispose of any who oppose us! March!,10
ELDER:We really have no choice. Let's make ready for war!,Elder,We really have no choice. Let's make ready for war!,10
BANON:They're after the Esper.,Banon,They're after the Esper.,4
ELDER:We moved it into the hills.,Elder,We moved it into the hills.,6
EDGAR:Then we're going up after it!,Edgar,Then we're going up after it!,6
EDGAR:Locke has a complicated past. I wouldn't go thinking he's fallen for you or something!,Edgar,Locke has a complicated past. I wouldn't go thinking he's fallen for you or something!,15
"CELES:I'm a soldier, not some love-starved twit!",Celes,"I'm a soldier, not some love-starved twit!",7
EDGAR:Cold as ice......,Edgar,Cold as ice......,3
"CELES:So, you were born with the power of magic!? Isn't it a lovely gift...",Celes,"So, you were born with the power of magic!? Isn't it a lovely gift...",14
"TERRA:You...can use magic, too?",Terra,"You...can use magic, too?",4
"CELES:When I was a baby I was artificially infused with magic, and raised as a Magitek Knight.",Celes,"When I was a baby I was artificially infused with magic, and raised as a Magitek Knight.",17
TERRA:Have you...loved anyone?,Terra,Have you...loved anyone?,3
CELES:??? What's that supposed to mean?!,Celes,??? What's that supposed to mean?!,6
CYAN:Don't think for a moment I trust you!,Cyan,Don't think for a moment I trust you!,8
"CELES:Fine. Use your own eyes, then decide.",Celes,"Fine. Use your own eyes, then decide.",7
BANON:They're coming!,Banon,They're coming!,2
"KEFKA:Oho!! It's General Celes, the traitor! How delightful! This'll be fun!",Kefka,"Oho!! It's General Celes, the traitor! How delightful! This'll be fun!",11
KEFKA:Go!! Get those vile insects!,Kefka,Go!! Get those vile insects!,5
KEFKA:Don't think you won! I'll be back!,Kefka,Don't think you won! I'll be back!,7
KEFKA:Aack!! I won't forget this!,Kefka,Aack!! I won't forget this!,5
EDGAR:Where's the Esper?,Edgar,Where's the Esper?,3
LOCKE:Is it okay?,Locke,Is it okay?,3
EDGAR:That was a close call!,Edgar,That was a close call!,5
CYAN:Can it still be alive?,Cyan,Can it still be alive?,5
LOCKE:Terra!! What is it!?,Locke,Terra!! What is it!?,4
SABIN:Terra 'n the Esper...,Sabin,Terra 'n the Esper...,4
EDGAR:There's...some kinda reaction!,Edgar,There's...some kinda reaction!,3
TERRA:Huh? W......what's going on......? What!? What am I feeling?! Please......tell me! Who am I? WHO?!,Terra,Huh? W......what's going on......? What!? What am I feeling?! Please......tell me! Who am I? WHO?!,15
CELES:An Esper......I can actually feel its mind......,Celes,An Esper......I can actually feel its mind......,7
EDGAR:Terra......Step away from the Esper......,Edgar,Terra......Step away from the Esper......,5
CELES:You're awake?,Celes,You're awake?,2
LOCKE:... Where's Terra?!,Locke,... Where's Terra?!,3
"CELES:She changed into a...something, and...took off. She looked like...",Celes,"She changed into a...something, and...took off. She looked like...",9
CELES:She looked like... an Esper...,Celes,She looked like... an Esper...,5
EDGAR:Locke! You okay?,Edgar,Locke! You okay?,3
"EDGAR:Something happened to Terra... There seems to be some connection between Espers and her... Anyway, we need to find her. Witnesses saw her screaming across the sky to the west.",Edgar,"Something happened to Terra... There seems to be some connection between Espers and her... Anyway, we need to find her. Witnesses saw her screaming across the sky to the west.",30
LOCKE:Let's go! I promised her I'd...,Locke,Let's go! I promised her I'd...,6
"EDGAR:Think, people! The Empire still wants that Esper.",Edgar,"Think, people! The Empire still wants that Esper.",8
"SABIN:Banon needs our help, too...",Sabin,"Banon needs our help, too...",5
CYAN:A former Imperial soldier... But we've no choice. We must help her!,Cyan,A former Imperial soldier... But we've no choice. We must help her!,12
EDGAR:Let's split up. Those who aren't searching for Terra will stay and guard Narshe. Figaro Castle can shuttle us to the western province. Then we'll make for Kohlingen or Jidoor.,Edgar,Let's split up. Those who aren't searching for Terra will stay and guard Narshe. Figaro Castle can shuttle us to the western province. Then we'll make for Kohlingen or Jidoor.,30
"RAMUH:She's scared, you know.",Ramuh,"She's scared, you know.",4
RAMUH:This girl is your friend?,Ramuh,This girl is your friend?,5
RAMUH:You call her Terra... ...Terra?? How odd...,Ramuh,You call her Terra... ...Terra?? How odd...,7
"RAMUH:She is undamaged. But I fear she can't understand you. As for me, I am Ramuh. The Esper, Ramuh.",Ramuh,"She is undamaged. But I fear she can't understand you. As for me, I am Ramuh. The Esper, Ramuh.",19
"RAMUH:That doesn't mean we don't live here, too. Espers take a variety of forms. Sometimes we live here, taking the shape of humans. You have nothing to fear from us.",Ramuh,"That doesn't mean we don't live here, too. Espers take a variety of forms. Sometimes we live here, taking the shape of humans. You have nothing to fear from us.",30
RAMUH:Humans and Espers can't survive together.,Ramuh,Humans and Espers can't survive together.,6
"RAMUH:No, that was no fairy tale. That was true. We started out as friends. Then along came the War of the Magi...",Ramuh,"No, that was no fairy tale. That was true. We started out as friends. Then along came the War of the Magi...",22
"RAMUH:It took place...long ago. Espers fought humans who were infused with magical power extracted from Espers... Fearing our magical powers would once again become a target, we fashioned a new realm, and moved there.",Ramuh,"It took place...long ago. Espers fought humans who were infused with magical power extracted from Espers... Fearing our magical powers would once again become a target, we fashioned a new realm, and moved there.",34
"RAMUH:Even as we speak, many of my kind are trapped in the Empire's Magitek Research Facility, being... ...drained of their powers... I fled here to avoid a similar fate.",Ramuh,"Even as we speak, many of my kind are trapped in the Empire's Magitek Research Facility, being... ...drained of their powers... I fled here to avoid a similar fate.",29
"RAMUH:That's right, relax.",Ramuh,"That's right, relax.",3
RAMUH:I sensed that Terra was in trouble. My magic...summoned her here.,Ramuh,I sensed that Terra was in trouble. My magic...summoned her here.,11
"RAMUH:No, she's actually quite different.",Ramuh,"No, she's actually quite different.",5
RAMUH:Her very existence strikes fear into her own heart.,Ramuh,Her very existence strikes fear into her own heart.,9
"RAMUH:When she accepts this aspect of herself, I think she'll be all right.",Ramuh,"When she accepts this aspect of herself, I think she'll be all right.",13
RAMUH:Then free those of my kind imprisoned in Gestahl's Magitek Research Facility. One of them can surely help her.,Ramuh,Then free those of my kind imprisoned in Gestahl's Magitek Research Facility. One of them can surely help her.,19
"RAMUH:Like a coward, I escaped leaving the others there. It'll be the end of them...",Ramuh,"Like a coward, I escaped leaving the others there. It'll be the end of them...",15
RAMUH:Gestahl's methods are incorrect. You can't drain a live Esper of all its power. It is only when we are reduced to Magicite that our abilities can be transferred in total...,Ramuh,Gestahl's methods are incorrect. You can't drain a live Esper of all its power. It is only when we are reduced to Magicite that our abilities can be transferred in total...,31
"RAMUH:When we transform into Magicite, our power can be relocated.",Ramuh,"When we transform into Magicite, our power can be relocated.",10
RAMUH:That's what's left of us when we...pass away.,Ramuh,That's what's left of us when we...pass away.,8
"RAMUH:These are my comrades who fell while escaping the Empire. And I will give you my power, as well...",Ramuh,"These are my comrades who fell while escaping the Empire. And I will give you my power, as well...",19
EDGAR:Let's talk on the way!,Edgar,Let's talk on the way!,5
EDGAR:The Empire's trying to drain magic from Espers...,Edgar,The Empire's trying to drain magic from Espers...,8
SABIN:This can't be true... Celes...?,Sabin,This can't be true... Celes...?,5
CELES:I don't remember because I was asleep when they...augmented me. But I've heard rumors to that effect.,Celes,I don't remember because I was asleep when they...augmented me. But I've heard rumors to that effect.,17
CYAN:Then we're going in...,Cyan,Then we're going in...,4
EDGAR:We'd best split into 2 groups. We still need to beef up our defenses in Narshe.,Edgar,We'd best split into 2 groups. We still need to beef up our defenses in Narshe.,16
CELES:I'll go to the Empire. I know it well...,Celes,I'll go to the Empire. I know it well...,9
SABIN:But alone...?,Sabin,But alone...?,2
"LOCKE:Don't worry, I'll go with her.",Locke,"Don't worry, I'll go with her.",6
CYAN:You need a hand?,Cyan,You need a hand?,4
LOCKE:Please wait for us in Narshe. We'll find our way back safely.,Locke,Please wait for us in Narshe. We'll find our way back safely.,12
CELES:So...how we gonna get there? The Empire's on the continent to the south. No boats go there...,Celes,So...how we gonna get there? The Empire's on the continent to the south. No boats go there...,17
"LOCKE:The people of Jidoor, a town to the south, can probably help us.",Locke,"The people of Jidoor, a town to the south, can probably help us.",13
CELES:Why are you coming with me?,Celes,Why are you coming with me?,6
"LOCKE:Well... There're bound to be treasures there. And besides, I've always wanted an inside look at the Empire!",Locke,"Well... There're bound to be treasures there. And besides, I've always wanted an inside look at the Empire!",18
CELES:Are you talking to me?,Celes,Are you talking to me?,5
"IMPRESARIO:Sorry...my mistake. Wow, you could pass for Maria in a heartbeat! Hoo boy, now I really am in trouble...",Impresario,"Sorry...my mistake. Wow, you could pass for Maria in a heartbeat! Hoo boy, now I really am in trouble...",19
MASTER:He's the director of the operas here. Everyone just calls him [Impresario.] He's been in a tizzy ever since that letter arrived.,Master,He's the director of the operas here. Everyone just calls him [Impresario.] He's been in a tizzy ever since that letter arrived.,22
"LOCKE:Who's this ""Wandering...""? what's-his-name?",Locke,"Who's this ""Wandering...""? what's-his-name?",4
"MASTER:You born on a farm, son?",Master,"You born on a farm, son?",6
"CELES:If we could get that airship, we'd make the Empire in no time.",Celes,"If we could get that airship, we'd make the Empire in no time.",13
LOCKE:Let's set up a meeting...with Setzer...,Locke,Let's set up a meeting...with Setzer...,6
IMPRESARIO:Ah! You again!,Impresario,Ah! You again!,3
LOCKE:I read that letter. Setzer's coming to steal her...,Locke,I read that letter. Setzer's coming to steal her...,9
IMPRESARIO:He'll probably appear right at the climax of Scene 1. He loves an entrance...,Impresario,He'll probably appear right at the climax of Scene 1. He loves an entrance...,14
LOCKE:Right! If we could only grab him then...!,Locke,Right! If we could only grab him then...!,8
"IMPRESARIO:Dear me, NO! You'll ruin the performance! I'll lose my job!",Impresario,"Dear me, NO! You'll ruin the performance! I'll lose my job!",11
CELES:Then you're history!,Celes,Then you're history!,3
IMPRESARIO:This is simply horrid! I want the performance to be a success! But I don't want Maria to be abducted...!,Impresario,This is simply horrid! I want the performance to be a success! But I don't want Maria to be abducted...!,20
LOCKE:We'll let him grab her...,Locke,We'll let him grab her...,5
"LOCKE:We'll use Celes as a decoy. After she's abducted, I'll follow 'em right to his airship!",Locke,"We'll use Celes as a decoy. After she's abducted, I'll follow 'em right to his airship!",16
IMPRESARIO:Are you mad?!! If something should happen to Maria...,Impresario,Are you mad?!! If something should happen to Maria...,9
LOCKE:That's why the decoy! We'll hide Maria somewhere safe!,Locke,That's why the decoy! We'll hide Maria somewhere safe!,9
IMPRESARIO:Come again?,Impresario,Come again?,2
"LOCKE:You said SHE looks like Maria, right?",Locke,"You said SHE looks like Maria, right?",7
CELES:Now just a minute...,Celes,Now just a minute...,4
LOCKE:Celes will be our Maria! She'll lead us to the airship!,Locke,Celes will be our Maria! She'll lead us to the airship!,11
"CELES:W...wait! I'm a GENERAL, not some opera floozy!",Celes,"W...wait! I'm a GENERAL, not some opera floozy!",8
"LOCKE:Not bad, Celes!",Locke,"Not bad, Celes!",3
"ULTROS:Mwa, ha, ha! I'll pretend to be Setzer and foil their little plan!",Ultros,"Mwa, ha, ha! I'll pretend to be Setzer and foil their little plan!",13
"LOCKE:Let's get ready! Celes, it's show time!",Locke,"Let's get ready! Celes, it's show time!",7
ULTROS:D'haaaaa! Come on! Read it...!,Ultros,D'haaaaa! Come on! Read it...!,5
LOCKE:Aye yai yai! Izzat...you!?,Locke,Aye yai yai! Izzat...you!?,4
CELES:Locke. Why did you help me escape back there?,Celes,Locke. Why did you help me escape back there?,9
LOCKE:I...once abandoned someone when she needed me...,Locke,I...once abandoned someone when she needed me...,7
"CELES:Somewhere inside you were saving...her, weren't you...?",Celes,"Somewhere inside you were saving...her, weren't you...?",7
LOCKE:That ribbon suits you.,Locke,That ribbon suits you.,4
CELES:On with the show! This is a big scene in which Maria senses that something's happened to Draco!,Celes,On with the show! This is a big scene in which Maria senses that something's happened to Draco!,18
LOCKE:You'd better check the score one last time.,Locke,You'd better check the score one last time.,8
"DRACO:Come, Maria! Follow my lead...",Draco,"Come, Maria! Follow my lead...",5
"DRACO:Ha, ha, ha...",Draco,"Ha, ha, ha...",3
CHANCELLOR:Prince Ralse is looking for a dance partner. Leave the past behind! Our kingdom is adopting the spirit of the East...!,Chancellor,Prince Ralse is looking for a dance partner. Leave the past behind! Our kingdom is adopting the spirit of the East...!,21
"LOCKE:Well done, Celes.",Locke,"Well done, Celes.",3
LOCKE:Uh oh...Better tell the Impresario!,Locke,Uh oh...Better tell the Impresario!,5
IMPRESARIO:But how might he disrupt the opera? ...With that?!,Impresario,But how might he disrupt the opera? ...With that?!,9
ULTROS:Mwa ha ha! Let's see if Maria can shrug THIS off!,Ultros,Mwa ha ha! Let's see if Maria can shrug THIS off!,11
ULTROS:N'ghaaa! This is heavier than I thought! It'll take me 5 minutes to drop it!,Ultros,N'ghaaa! This is heavier than I thought! It'll take me 5 minutes to drop it!,15
LOCKE:We haven't a second to lose!,Locke,We haven't a second to lose!,6
IMPRESARIO:Talk to the man in the room to the far right! He'll help you get up there!,Impresario,Talk to the man in the room to the far right! He'll help you get up there!,17
LOCKE:It's as good as done!,Locke,It's as good as done!,5
STAGE MASTER:The Impresario asked me to have you press the far right switch.,Stage Master,The Impresario asked me to have you press the far right switch.,12
ULTROS:Phew! Rats!,Ultros,Phew! Rats!,2
"IMPRESARIO:Disaster! If the two heroes are flattened, the opera's over! Then who'll win the girl?!",Impresario,"Disaster! If the two heroes are flattened, the opera's over! Then who'll win the girl?!",15
LOCKE:Neither Draco nor Ralse will save Celes!,Locke,Neither Draco nor Ralse will save Celes!,7
"LOCKE:I, Locke, the world's premier adventurer, will save her!",Locke,"I, Locke, the world's premier adventurer, will save her!",9
IMPRESARIO:Aya... What awful acting!,Impresario,Aya... What awful acting!,4
ULTROS:Silence! You are in the presence of octopus royalty! A lowborn thug like you could never defeat me!,Ultros,Silence! You are in the presence of octopus royalty! A lowborn thug like you could never defeat me!,18
IMPRESARIO:Hmm... Might as well make the most of this. MUSIC!!,Impresario,Hmm... Might as well make the most of this. MUSIC!!,10
"SETZER:I'm a man of my word, music man!",Setzer,"I'm a man of my word, music man!",8
CELES:That's HIM...?!,Celes,That's HIM...?!,2
"IMPRESARIO:What a reversal! Thinking she's Locke's new queen, Maria is instead nabbed by Setzer! What fate lies in store for her? Stay tuned for Part 2!",Impresario,"What a reversal! Thinking she's Locke's new queen, Maria is instead nabbed by Setzer! What fate lies in store for her? Stay tuned for Part 2!",26
SETZER:I'll deal with you in a minute!,Setzer,I'll deal with you in a minute!,7
LOCKE:What a performance!,Locke,What a performance!,3
CELES:Enough already!,Celes,Enough already!,2
LOCKE:But this is the tough one! Part 2 begins now!,Locke,But this is the tough one! Part 2 begins now!,10
LOCKE:... Where's Setzer?,Locke,... Where's Setzer?,3
CELES:He's coming.,Celes,He's coming.,2
SETZER:W...who're YOU? You're not Maria!,Setzer,W...who're YOU? You're not Maria!,5
"CELES:Setzer, we need your help. We have to go to Vector. We need this ship to get there.",Celes,"Setzer, we need your help. We have to go to Vector. We need this ship to get there.",18
"SETZER:Look, if you're not Maria, I don't want you aboard.",Setzer,"Look, if you're not Maria, I don't want you aboard.",10
CELES:Wait! We were told your ship is the finest vessel in the world.,Celes,Wait! We were told your ship is the finest vessel in the world.,13
LOCKE:And that you were the world's most notorious gambler...,Locke,And that you were the world's most notorious gambler...,9
SETZER:Come here.,Setzer,Come here.,2
SETZER:Don't misunderstand me. I'm still not sure if I'm going to help you.,Setzer,Don't misunderstand me. I'm still not sure if I'm going to help you.,13
SETZER:Phew... The Empire's made me a rich man.,Setzer,Phew... The Empire's made me a rich man.,8
CELES:Stop thinking of yourself. Many towns and villages have been smashed by the Empire.,Celes,Stop thinking of yourself. Many towns and villages have been smashed by the Empire.,14
LOCKE:The Empire's also totally rotten! It's using magic to enslave the world.,Locke,The Empire's also totally rotten! It's using magic to enslave the world.,12
SETZER:The Empire ...evil...?,Setzer,The Empire ...evil...?,3
CELES:We all hate the Empire for the same reasons. That's why...,Celes,We all hate the Empire for the same reasons. That's why...,11
SETZER:You know...you're even more stunning than Maria.,Setzer,You know...you're even more stunning than Maria.,7
"SETZER:Enough! If you... If Celes becomes my wife, I'll help. Otherwise...",Setzer,"Enough! If you... If Celes becomes my wife, I'll help. Otherwise...",11
LOCKE:WHAT! Are you stupid!?,Locke,WHAT! Are you stupid!?,4
CELES:We haven't any choice.,Celes,We haven't any choice.,4
SETZER:Yes! It's settled!,Setzer,Yes! It's settled!,3
CELES:But I have conditions...,Celes,But I have conditions...,4
SETZER:Oho! Fine! I accept!,Setzer,Oho! Fine! I accept!,4
LOCKE:Listen to yourself! Celes...you can't become his wife! You just can't!,Locke,Listen to yourself! Celes...you can't become his wife! You just can't!,11
CYAN:That man uses people...,Cyan,That man uses people...,4
"CELES:I win! Now, honor your part of the bargain!",Celes,"I win! Now, honor your part of the bargain!",9
SETZER:How...unusual! A coin with identical sides...!,Setzer,How...unusual! A coin with identical sides...!,6
"CELES:I think you've been hustled, Mr. Gambler.",Celes,"I think you've been hustled, Mr. Gambler.",7
"SETZER:Ha! How low can you get?! I love it! All right, I'll help you. Nothing to lose but my life...",Setzer,"Ha! How low can you get?! I love it! All right, I'll help you. Nothing to lose but my life...",20
LOCKE:This unwieldy-looking ship really moves! Could it crash?,Locke,This unwieldy-looking ship really moves! Could it crash?,8
"SETZER:When things fall, they fall! It's all a matter of fate...",Setzer,"When things fall, they fall! It's all a matter of fate...",11
LOCKE:This ship's going to stick out like a sore thumb. Better land some distance away.,Locke,This ship's going to stick out like a sore thumb. Better land some distance away.,15
SETZER:Right. I'll wait on board in case of an emergency.,Setzer,Right. I'll wait on board in case of an emergency.,10
MAN:I...I'm gonna be sick!,Man,I...I'm gonna be sick!,4
SOLDIER:Get outta here!,Soldier,Get outta here!,3
MAN:Urghh... Gonna toss it all...,Man,Urghh... Gonna toss it all...,5
"KEFKA:I'm all-powerful! Hee, hee, haw! I'm collecting Espers! I'm extracting magic! And... ... ... I'll restore the...Statues!",Kefka,"I'm all-powerful! Hee, hee, haw! I'm collecting Espers! I'm extracting magic! And... ... ... I'll restore the...Statues!",17
KEFKA:You've been completely drained of your powers! Now you're useless to me!,Kefka,You've been completely drained of your powers! Now you're useless to me!,12
KEFKA:And you! Take a hike!,Kefka,And you! Take a hike!,5
"IFRIT:Hmmm...SHIVA:Well, Ramuh DID entrust them with his power.",Ifrit,"Hmmm... SHIVA Well, Ramuh DID entrust them with his power.",8
"IFRIT:Gestahl has grabbed our friends and is trying to drain them of their power. I, too, suffered my turn in one of the glass tubes...",Ifrit,"Gestahl has grabbed our friends and is trying to drain them of their power. I, too, suffered my turn in one of the glass tubes...",25
"SHIVA:They drained our powers, then threw us away to... We haven't long to live...",Shiva,"They drained our powers, then threw us away to... We haven't long to live...",14
"ESPER:You want to help me... But... I haven't long to live. Just as Ifrit did before me, I'll give to you my power...",Esper,"You want to help me... But... I haven't long to live. Just as Ifrit did before me, I'll give to you my power...",23
CID:What are you doing there?,Cid,What are you doing there?,5
CID:W...what's this!?,Cid,W...what's this!?,2
CID:So...Esper magical power can only truly be transferred when one of them passes away...,Cid,So...Esper magical power can only truly be transferred when one of them passes away...,14
CELES:Professor Cid.CID:General Celes! And who might these dubious characters be? Your troops?,Celes,Professor Cid. CID General Celes! And who might these dubious characters be? Your troops?,12
"CELES:No... You see, ...",Celes,"No... You see, ...",4
"CID:Can it be true that you came here as a spy, seeking to cause an uprising?!",Cid,"Can it be true that you came here as a spy, seeking to cause an uprising?!",16
LOCKE:!? Celes...?,Locke,!? Celes...?,2
"KEFKA:So that's it! Magicite... Cid, you miserable blockhead! Now...",Kefka,"So that's it! Magicite... Cid, you miserable blockhead! Now...",9
KEFKA:General Celes!! The game's over. Bring me those Magicite shards!,Kefka,General Celes!! The game's over. Bring me those Magicite shards!,10
LOCKE:Celes! You...deceived me?!,Locke,Celes! You...deceived me?!,3
CELES:Of course not! Have a little faith!,Celes,Of course not! Have a little faith!,7
"KEFKA:G'hee, hee, hee! She has tricked you all! Celes, that's so...YOU!",Kefka,"G'hee, hee, hee! She has tricked you all! Celes, that's so...YOU!",11
CELES:Locke... Please believe me...,Celes,Locke... Please believe me...,4
LOCKE:I... ... ...,Locke,I... ... ...,3
KEFKA:Exterminate all of them!,Kefka,Exterminate all of them!,4
CELES:Locke... Let me protect you for once... Maybe now... Now you'll believe me...,Celes,Locke... Let me protect you for once... Maybe now... Now you'll believe me...,13
KEFKA:Celes! W...what are you doing? Stop it!!!,Kefka,Celes! W...what are you doing? Stop it!!!,7
"CID:Ooh, ooh... What happened?",Cid,"Ooh, ooh... What happened?",4
CID:This is a disaster! Your fighting has caused the capsules to rupture! Their contents are spilling out!,Cid,This is a disaster! Your fighting has caused the capsules to rupture! Their contents are spilling out!,17
CID:Quick! Over here!,Cid,Quick! Over here!,3
CID:Kefka has used me... used the Empire. What have I done...?,Cid,Kefka has used me... used the Empire. What have I done...?,11
CID:The life-energy of those Espers...,Cid,The life-energy of those Espers...,5
CID:You've helped me come to a decision. I'm going to talk to the Emperor and have this stupid war stopped!,Cid,You've helped me come to a decision. I'm going to talk to the Emperor and have this stupid war stopped!,20
"CID:Celes... I've known her since she was a baby. I raised her as if she was my own daughter! But she was forced to become a Magitek Knight, and has done some awful things. If I could only talk to her... I'd apologize for the way her life has turned out.",Cid,"Celes... I've known her since she was a baby. I raised her as if she was my own daughter! But she was forced to become a Magitek Knight, and has done some awful things. If I could only talk to her... I'd apologize for the way her life has turned out.",51
CID:No! It's Kefka!,Cid,No! It's Kefka!,3
SETZER:I was starting to worry...,Setzer,I was starting to worry...,5
SETZER:? What's up with Celes?,Setzer,? What's up with Celes?,5
SETZER:We'll talk later. Let's get outta here!,Setzer,We'll talk later. Let's get outta here!,7
KEFKA:Crud! What a mess!!,Kefka,Crud! What a mess!!,4
KEFKA:I don't think so...! You won't get away!,Kefka,I don't think so...! You won't get away!,8
LOCKE:Let's not overstay our visit. We're outta here on the double!,Locke,Let's not overstay our visit. We're outta here on the double!,11
SETZER:Right. Speaking of which... Maybe we should be leaving.,Setzer,Right. Speaking of which... Maybe we should be leaving.,9
LOCKE:I'm worried about Terra. Let's return to Zozo.,Locke,I'm worried about Terra. Let's return to Zozo.,8
SETZER:Terra? Who's that?,Setzer,Terra? Who's that?,3
LOCKE:I'll explain on the way... ...about Terra...Espers...the Returners...,Locke,I'll explain on the way... ...about Terra...Espers...the Returners...,8
TERRA:I remember it all... I was raised in the Esper's world.,Terra,I remember it all... I was raised in the Esper's world.,11
"MADUIN:Listen well, and think clearly! What will you do?",Maduin,"Listen well, and think clearly! What will you do?",9
ELDER:Did I hear there was a human here?,Elder,Did I hear there was a human here?,8
MADUIN:Probably... ...wandered in here by mistake.,Maduin,Probably... ...wandered in here by mistake.,6
MADUIN:Did I awaken you?,Maduin,Did I awaken you?,4
GIRL:You're...an Esper? What's that pendant for?,Girl,You're...an Esper? What's that pendant for?,6
MADUIN:It's...yours now! It helps protect the Esper World.,Maduin,It's...yours now! It helps protect the Esper World.,8
"GIRL:Esper World... Boy, did I take the low road or what?",Girl,"Esper World... Boy, did I take the low road or what?",11
"MADUIN:The Esper folk are pretty upset, you being a human and all...",Maduin,"The Esper folk are pretty upset, you being a human and all...",12
GIRL:You the one who...saved me?,Girl,You the one who...saved me?,5
"ESPER:I am Maduin. I tired living in the human world... That world is filled with desire, greed and loathing. It's highly infectious...",Esper,"I am Maduin. I tired living in the human world... That world is filled with desire, greed and loathing. It's highly infectious...",22
MADUIN:Are humans and Espers truly...so different?,Maduin,Are humans and Espers truly...so different?,6
"MADONNA:So...I'm an example of the evil in this world, huh?",Madonna,"So...I'm an example of the evil in this world, huh?",10
"MADUIN:No, I mean...",Maduin,"No, I mean...",3
MADONNA:I'll return to my world tomorrow!,Madonna,I'll return to my world tomorrow!,6
MADUIN:You'll need a guide.,Maduin,You'll need a guide.,4
"YOUTH:What's wrong, Maduin?",Youth,"What's wrong, Maduin?",3
"MADUIN:If you don't want to return to your world, you may stay here.",Maduin,"If you don't want to return to your world, you may stay here.",13
MADONNA:But humans and Espers can never coexist...!,Madonna,But humans and Espers can never coexist...!,7
MADUIN:How do we know for sure unless we observe for ourselves? How do we know... unless we... observe for ourselves...?,Maduin,How do we know for sure unless we observe for ourselves? How do we know... unless we... observe for ourselves...?,20
MADUIN:We've given her a name...,Maduin,We've given her a name...,5
"MADUIN:It's Terra. Not bad, huh?",Maduin,"It's Terra. Not bad, huh?",5
"GESTAHL:Aha! We've finally found it! Those ancient writings told us of this world, and described the awesome magical properties of these beasts!",Gestahl,"Aha! We've finally found it! Those ancient writings told us of this world, and described the awesome magical properties of these beasts!",22
GESTAHL:Grab them! Riches to any man who captures an Esper! GO!,Gestahl,Grab them! Riches to any man who captures an Esper! GO!,11
ELDER:We've no choice... We must do what we've been avoiding...,Elder,We've no choice... We must do what we've been avoiding...,10
MADUIN:You mean... the magic barrier?,Maduin,You mean... the magic barrier?,5
ELDER:Here's the plan. We'll cause a tempest that'll sweep all the nasty creatures out of our realm. Then we'll seal the gate... I am the last of our kind able to cast this magical seal.,Elder,Here's the plan. We'll cause a tempest that'll sweep all the nasty creatures out of our realm. Then we'll seal the gate... I am the last of our kind able to cast this magical seal.,35
