Original,Character,Dialogue,Wordcount
"Lazard: Ha ha, I suppose you're right. Zack, I hope you'll continue to excel.",Lazard,"Ha ha, I suppose you're right. Zack, I hope you'll continue to excel.",13
"Angeal: Now, let's hurry. Sephiroth is waiting.",Angeal,"Now, let's hurry. Sephiroth is waiting.",6
Zack: Sephiroth!? The SOLDIER hero? Wow! I get to meet a hero!,Zack,Sephiroth!? The SOLDIER hero? Wow! I get to meet a hero!,11
Angeal: Zack! Come on!,Angeal,Zack! Come on!,3
Angeal: Take the director to a safe place.,Angeal,Take the director to a safe place.,7
Lazard: Then contact Sephiroth.,Lazard,Then contact Sephiroth.,3
"Angeal: Zack is more than enough. Now, go.",Angeal,"Zack is more than enough. Now, go.",7
"Zack: Follow me, Director.",Zack,"Follow me, Director.",3
"Infantryman: Thank goodness you're safe, Director Lazard.",Infantryman,"Thank goodness you're safe, Director Lazard.",6
"Lazard: I should be fine now, Zack. Go and assist Angeal!",Lazard,"I should be fine now, Zack. Go and assist Angeal!",10
"Zack: I know, I know!",Zack,"I know, I know!",4
"Zack: Okay, let's go!",Zack,"Okay, let's go!",3
Zack: Angeal? Angeal! What? These guys aren't Wutai troops...,Zack,Angeal? Angeal! What? These guys aren't Wutai troops...,8
Zack: A summon? Who called it out?,Zack,A summon? Who called it out?,6
Zack: Holy...,Zack,Holy...,1
Sephiroth: Genesis...,Sephiroth,Genesis...,1
Zack: The missing SOLDIER 1st Class?,Zack,The missing SOLDIER 1st Class?,5
Zack: They're identical!,Zack,They're identical!,2
Sephiroth: A Genesis copy...,Sephiroth,A Genesis copy...,3
Zack: Copy? A human copy?,Zack,Copy? A human copy?,4
Sephiroth: Where is Angeal?,Sephiroth,Where is Angeal?,3
Zack: I thought he was fighting around here...,Zack,I thought he was fighting around here...,7
"Sephiroth: Humph, so he's gone, too.",Sephiroth,"Humph, so he's gone, too.",5
"Zack: What? Wait, what does that mean?",Zack,"What? Wait, what does that mean?",6
Sephiroth: It means Angeal has betrayed us as well.,Sephiroth,It means Angeal has betrayed us as well.,8
Zack: No way! I know what kind of guy Angeal is. And he'd never do that!,Zack,No way! I know what kind of guy Angeal is. And he'd never do that!,15
Zack: Angeal wouldn't betray us! Never!,Zack,Angeal wouldn't betray us! Never!,5
"???: Man, what is with Angeal? How long is he gonna slack off like this? It's been a month now! Sephiroth's got it all wrong, too! Lumping Angeal together with Genesis! Genesis is a deserter who took a bunch of 2nds and 3rds with him! He used his copies to attack us! Angeal would never condone something like that! He valued his SOLDIER honor more than anyone else! Ugh! Everything's so messed up these days! Angeal! Just come back, please!",???,"Man, what is with Angeal? How long is he gonna slack off like this? It's been a month now! Sephiroth's got it all wrong, too! Lumping Angeal together with Genesis! Genesis is a deserter who took a bunch of 2nds and 3rds with him! He used his copies to attack us! Angeal would never condone something like that! He valued his SOLDIER honor more than anyone else! Ugh! Everything's so messed up these days! Angeal! Just come back, please!",79
???(on the phone): SOLDIER 2nd Class Zack?,???,SOLDIER 2nd Class Zack?,4
Zack: That would be me. Who is this?,Zack,That would be me. Who is this?,7
???(on the phone): Director Lazard wants to see you. Go to the briefing room.,???,Director Lazard wants to see you. Go to the briefing room.,11
Zack: Hey! Wait! Who was that?,Zack,Hey! Wait! Who was that?,5
Zack: Any word on Angeal?,Zack,Any word on Angeal?,4
Lazard: He hasn't contacted his family either.,Lazard,He hasn't contacted his family either.,6
"Zack: So, what's this about?",Zack,"So, what's this about?",4
"Lazard: A new assignment. I want you to go to the hometown of our missing SOLDIER 1st Class, Genesis.",Lazard,"A new assignment. I want you to go to the hometown of our missing SOLDIER 1st Class, Genesis.",18
Zack: Huh?,Zack,Huh?,1
"Lazard: According to the parents, they've had no contact with Genesis whatsoever. But, they can't be trusted.",Lazard,"According to the parents, they've had no contact with Genesis whatsoever. But, they can't be trusted.",16
Zack: Why?,Zack,Why?,1
"Lazard: They're his family. I had already dispatched some staff, but we've lost contact. I want you to go and investigate. He will go with you.",Lazard,"They're his family. I had already dispatched some staff, but we've lost contact. I want you to go and investigate. He will go with you.",25
"Tseng: Tseng, of the Turks.",Tseng,"Tseng, of the Turks.",4
Zack: This job is looking really gloomy...,Zack,This job is looking really gloomy...,6
Tseng: Let me know when you're ready to go.,Tseng,Let me know when you're ready to go.,8
"Zack: Oh, excuse me... Hello?",Zack,"Oh, excuse me... Hello?",4
"Kunsel (on the phone): Yeah, this is Kunsel. Did you ready my mail?",Kunsel ,"Yeah, this is Kunsel. Did you ready my mail?",9
Zack: Not yet. I'll read it later. I'm kinda in a meeting right now--,Zack,Not yet. I'll read it later. I'm kinda in a meeting right now--,13
"Kunsel (on the phone): Ah, gotcha. Hey, can I talk to you after that, though?",Kunsel ,"Ah, gotcha. Hey, can I talk to you after that, though?",11
"Zack: Well... If you keep it short, I guess. Haven't got much time.",Zack,"Well... If you keep it short, I guess. Haven't got much time.",12
"Kunsel (on the phone): Yeah yeah, it'll be short. I'll be right outside the briefing room.",Kunsel ,"Yeah yeah, it'll be short. I'll be right outside the briefing room.",12
"SOLDIER 2nd Class: Before you go out on a mission, you should always check the supply pod. We don't get notified when it's been restocked. (Rumor has it that it's to cut costs.)",SOLDIER 2nd Class,"Before you go out on a mission, you should always check the supply pod. We don't get notified when it's been restocked. (Rumor has it that it's to cut costs.)",30
"Kunsel: Hey, Zack. What do you say we go down to Sector 8? You can go to Sector 8 through the first floor entrance as well. Let's head over. You should always go do as much as you can before an assignment, so you have no regrets.",Kunsel,"Hey, Zack. What do you say we go down to Sector 8? You can go to Sector 8 through the first floor entrance as well. Let's head over. You should always go do as much as you can before an assignment, so you have no regrets.",46
"Kunsel: Well, here we are in Sector 8. I guess we should split up here.",Kunsel,"Well, here we are in Sector 8. I guess we should split up here.",14
"Zack: What? You bring me out here, and now you're leaving me?",Zack,"What? You bring me out here, and now you're leaving me?",11
"Kunsel: You do have an assignment waiting, don't you? Wouldn't it be quicker to go around just by yourself? The Shinra Building is straight ahead that way when you're ready to go back. So, I'll see ya, Zack. I'll send you another mail when I find the time.",Kunsel,"You do have an assignment waiting, don't you? Wouldn't it be quicker to go around just by yourself? The Shinra Building is straight ahead that way when you're ready to go back. So, I'll see ya, Zack. I'll send you another mail when I find the time.",47
"Man: This is Sector 8. Lots of entertainment around here. You're in the fountain plaza. Beyond the clock tower is LOVELESS Avenue. You can climb up the stairs to go to the Sector 1 station. From the station, you can get on the train to go to the Sector 5 slums.",Man,"This is Sector 8. Lots of entertainment around here. You're in the fountain plaza. Beyond the clock tower is LOVELESS Avenue. You can climb up the stairs to go to the Sector 1 station. From the station, you can get on the train to go to the Sector 5 slums.",50
"Infantryman: Lately, we're seeing more and more reporters sniffing around for a scoop on Shinra. I was chasing after one who had snuck into the building, but I seem to have lost sight of him. We can't allow confidential company information to leak out. I'll catch him no matter what it takes!",Infantryman,"Lately, we're seeing more and more reporters sniffing around for a scoop on Shinra. I was chasing after one who had snuck into the building, but I seem to have lost sight of him. We can't allow confidential company information to leak out. I'll catch him no matter what it takes!",51
"Angeal Fan: Pardon me, but are you a SOLDIER operative?",Angeal Fan,"Pardon me, but are you a SOLDIER operative?",8
Zack: I sure am. Zack's the name. Nice to meet you!,Zack,I sure am. Zack's the name. Nice to meet you!,10
Sephiroth Fan: Zack? Never heard of you. You must be a SOLDIER second-rate.,Sephiroth Fan,Zack? Never heard of you. You must be a SOLDIER second-rate.,11
Angeal Fan: We were just talking about who the greatest SOLDIER operative might be. I think it's Angeal. That air of solemnity about him... And he's thrifty to boot! He's absolutely charming.,Angeal Fan,We were just talking about who the greatest SOLDIER operative might be. I think it's Angeal. That air of solemnity about him... And he's thrifty to boot! He's absolutely charming.,30
"Sephiroth Fan: If we're talking about the greatest in SOLDIER, I can't think of anyone greater than Sephiroth. Just imagining him stripped to the waist makes me dizzy.",Sephiroth Fan,"If we're talking about the greatest in SOLDIER, I can't think of anyone greater than Sephiroth. Just imagining him stripped to the waist makes me dizzy.",26
Genesis Fan: Both of you! What are you talking about? It's got to be Genesis! There's no one greater in SOLDIER!,Genesis Fan,Both of you! What are you talking about? It's got to be Genesis! There's no one greater in SOLDIER!,19
Zack: I never knew SOLDIER 1st Classes had so many female fans...,Zack,I never knew SOLDIER 1st Classes had so many female fans...,11
"Genesis Fan: What makes Genesis's fan club so special is that we're well-funded compared to other fan clubs. We have a huge sponsor behind us. And we sell lots of merchandise, too. So what do you think? Would you like to become a member of Red Leather?",Genesis Fan,"What makes Genesis's fan club so special is that we're well-funded compared to other fan clubs. We have a huge sponsor behind us. And we sell lots of merchandise, too. So what do you think? Would you like to become a member of Red Leather?",45
"Zack: Genesis's fan club, huh?",Zack,"Genesis's fan club, huh?",4
Genesis Fan: New members are automatically entered into a chance to win a replica of Genesis's rapier. I think you just got your first mail from the club.,Genesis Fan,New members are automatically entered into a chance to win a replica of Genesis's rapier. I think you just got your first mail from the club.,26
"Genesis Fan: We're now in an era where one's sense of style is becoming ever more important--even for SOLDIER. That's why Genesis, with his red leather coat and impeccable style, is leading Shinra into the future! As fans of Genesis, we should always strive to make our activities classy, streamlined, and stylish!",Genesis Fan,"We're now in an era where one's sense of style is becoming ever more important--even for SOLDIER. That's why Genesis, with his red leather coat and impeccable style, is leading Shinra into the future! As fans of Genesis, we should always strive to make our activities classy, streamlined, and stylish!",50
"Angeal Fan: Say, how would you like to join Keepers of Honor, Angeal's fan club? If you join now, you'll get our recent newsletters that include bits of Angeal's official profile!",Angeal Fan,"Say, how would you like to join Keepers of Honor, Angeal's fan club? If you join now, you'll get our recent newsletters that include bits of Angeal's official profile!",29
"Zack: Angeal's fan club, eh?",Zack,"Angeal's fan club, eh?",4
Angeal Fan: Congratulations! Welcome to the Keepers of Honor. And there you go. You just got your first newsletter.,Angeal Fan,Congratulations! Welcome to the Keepers of Honor. And there you go. You just got your first newsletter.,17
"Angeal Fan: We'll be focusing more on our activities. We don't want to lose to the Genesis or Sephiroth fans. Our activities shall be steadfast and honorable, just like Angeal himself!",Angeal Fan,"We'll be focusing more on our activities. We don't want to lose to the Genesis or Sephiroth fans. Our activities shall be steadfast and honorable, just like Angeal himself!",29
"Sephiroth Fan: The most popular figure in SOLDIER is the hero, Sephiroth. Which explains why he has so many fan clubs, from big to small, from the casual to the devoted. The key is to look for the one that suits you.",Sephiroth Fan,"The most popular figure in SOLDIER is the hero, Sephiroth. Which explains why he has so many fan clubs, from big to small, from the casual to the devoted. The key is to look for the one that suits you.",40
"Son: Angeal, Shmangeal! Mom's become a full-fledged groupie. She won't do anything around the house! ...C'mon, Mom. Grow up.",Son,"Angeal, Shmangeal! Mom's become a full-fledged groupie. She won't do anything around the house! ...C'mon, Mom. Grow up.",18
Woman: I'm sorry. I'm not interested in a SOLDIER guy.,Woman,I'm sorry. I'm not interested in a SOLDIER guy.,9
"Man: Judging from your looks...you're a SOLDIER guy from Shinra, aren't you? I hate Shinra with all my heart. Don't talk to me like you know me.",Man,"Judging from your looks...you're a SOLDIER guy from Shinra, aren't you? I hate Shinra with all my heart. Don't talk to me like you know me.",26
"Zack: Ahh, thanks for patrolling Midgar, my man.",Zack,"Ahh, thanks for patrolling Midgar, my man.",7
Captain: I don't recognize you from SOLDIER. What business do you have here?,Captain,I don't recognize you from SOLDIER. What business do you have here?,12
"Zack: Huh? Well, no business, actually...",Zack,"Huh? Well, no business, actually...",5
Captain: It is the duty of the 18th Squad in Shinra's Security Department to patrol the streets of Sector 8. Anyone who disturbs the peace will not be forgiven--not even SOLDIER.,Captain,It is the duty of the 18th Squad in Shinra's Security Department to patrol the streets of Sector 8. Anyone who disturbs the peace will not be forgiven--not even SOLDIER.,30
"Zack: Whoa, whoa, take it easy there.",Zack,"Whoa, whoa, take it easy there.",6
Captain: This is the perfect opportunity for me to tell you something. Midgar does not need SOLDIER.,Captain,This is the perfect opportunity for me to tell you something. Midgar does not need SOLDIER.,16
Zack: What?,Zack,What?,1
"Captain: Whose job is it to take lost children to their mothers? Whose job is it to catch the petty crooks who steal small change from vending machines? Whose job is it to scold the young girls who talk too loud on the trains? They are all ours. In other words, Midgar needs nobody but us--Shinra's Security Department.",Captain,"Whose job is it to take lost children to their mothers? Whose job is it to catch the petty crooks who steal small change from vending machines? Whose job is it to scold the young girls who talk too loud on the trains? They are all ours. In other words, Midgar needs nobody but us--Shinra's Security Department.",57
"Zack: And I can see that you're, uh, doing fine work.",Zack,"And I can see that you're, uh, doing fine work.",10
Captain: Hmph. That's as cocky as you're going to be. We'll be holding a joint training session soon. Security versus SOLDIER. We'll see who the true combat elites are.,Captain,Hmph. That's as cocky as you're going to be. We'll be holding a joint training session soon. Security versus SOLDIER. We'll see who the true combat elites are.,28
Captain: Hmph. The days of SOLDIER and the Turks getting all the attention are over. Our joint training will let you see the true powers we possess in the Security Department.,Captain,Hmph. The days of SOLDIER and the Turks getting all the attention are over. Our joint training will let you see the true powers we possess in the Security Department.,30
"Man: This is LOVELESS Avenue, the busiest part of Sector 8. LOVELESS is a literary masterpiece. They've even made it into a play.",Man,"This is LOVELESS Avenue, the busiest part of Sector 8. LOVELESS is a literary masterpiece. They've even made it into a play.",22
"Employee: Oh, hello, Mister SOLDIER. Sorry, but I'm not interested. I already have someone in my heart.",Employee,"Oh, hello, Mister SOLDIER. Sorry, but I'm not interested. I already have someone in my heart.",16
"Genesis Fan: LOVELESS... A tale of doomed love and friendship... It's a fascinating tale that's even been made into a successful stage production every year. I'm a member of the Study Group, one of the Genesis fan clubs. We study LOVELESS in order to gain deeper insight into the work that Genesis loves so much. Our members used to be in Red Leather, the other Genesis fan club. But we grew tired of how shallow they were, so we decided to spin off and form the Study Group. Would you like to join the Study Group and learn how truly wonderful LOVELESS is?",Genesis Fan,"LOVELESS... A tale of doomed love and friendship... It's a fascinating tale that's even been made into a successful stage production every year. I'm a member of the Study Group, one of the Genesis fan clubs. We study LOVELESS in order to gain deeper insight into the work that Genesis loves so much. Our members used to be in Red Leather, the other Genesis fan club. But we grew tired of how shallow they were, so we decided to spin off and form the Study Group. Would you like to join the Study Group and learn how truly wonderful LOVELESS is?",101
Zack: The LOVELESS Study Group?,Zack,The LOVELESS Study Group?,4
Genesis Fan: Congratulations! You have now been accepted as a fellow worshipper of LOVELESS. Oh! I think you just got a mail. Why don't you take a look at it?,Genesis Fan,Congratulations! You have now been accepted as a fellow worshipper of LOVELESS. Oh! I think you just got a mail. Why don't you take a look at it?,28
"Genesis Fan: LOVELESS has five acts, but the final act has been lost and nobody knows its contents. Acts 2 and 3, though, have practically become classics. They've made it onto the stage, after all. In certain circles, our dear Genesis is famous as a devotee to LOVELESS.",Genesis Fan,"LOVELESS has five acts, but the final act has been lost and nobody knows its contents. Acts 2 and 3, though, have practically become classics. They've made it onto the stage, after all. In certain circles, our dear Genesis is famous as a devotee to LOVELESS.",46
"Man: This little puppy can hit 140MPH, y'know. The engine's great, of course, but the secret's in the tires.",Man,"This little puppy can hit 140MPH, y'know. The engine's great, of course, but the secret's in the tires.",18
Man: S-S-SOLDIER!? N-n-nothing. It's nothing! I-I-I'm a civi-civi-civilian! And I'm very busy! Don't talk to me!,Man,S-S-SOLDIER!? N-n-nothing. It's nothing! I-I-I'm a civi-civi-civilian! And I'm very busy! Don't talk to me!,15
Girl: I came here to watch the Shinra trains with my brother. I hope it comes soon! Hee-hee!,Girl,I came here to watch the Shinra trains with my brother. I hope it comes soon! Hee-hee!,17
"Boy: Shinra's new locomotive is pulling in soon! It's called the MK93 II. Oooh, I can't wait to see it! He-hee!",Boy,"Shinra's new locomotive is pulling in soon! It's called the MK93 II. Oooh, I can't wait to see it! He-hee!",20
Employeee: I've been waiting for the train to come for a long time now. The delays have become frequent of late.,Employeee,I've been waiting for the train to come for a long time now. The delays have become frequent of late.,20
"Employee: You can use the train to go to the slums market in Sector 5. Once the train comes, that is. Hmmm, I hope it comes soon...",Employee,"You can use the train to go to the slums market in Sector 5. Once the train comes, that is. Hmmm, I hope it comes soon...",26
"Employee: We currently have a special on potions. There is a fee for the general public, but they are free to SOLDIER members and Shinra troops. Would you like to try a bottle, sir?",Employee,"We currently have a special on potions. There is a fee for the general public, but they are free to SOLDIER members and Shinra troops. Would you like to try a bottle, sir?",33
"Zack: A potion, eh?",Zack,"A potion, eh?",3
Man: I was worried when my son wandered off and got lost inside the building. Thank goodness the young lady at the Information Center was able to help me. You can count on the Shinra Company to offer service with a smile!,Man,I was worried when my son wandered off and got lost inside the building. Thank goodness the young lady at the Information Center was able to help me. You can count on the Shinra Company to offer service with a smile!,41
Man: I brought my boy here for a tour inside. It's important to provide children with opportunities to see the world. And I'm glad to see that he's enjoying himself.,Man,I brought my boy here for a tour inside. It's important to provide children with opportunities to see the world. And I'm glad to see that he's enjoying himself.,29
Boy: Wow! The Shinra Building! It's my first time here.,Boy,Wow! The Shinra Building! It's my first time here.,9
Boy: I can't believe how huge it is! Do you ever get lost in this place?,Boy,I can't believe how huge it is! Do you ever get lost in this place?,15
"Receptionist: Oh, hello. Let me know if you need anything. (Hey, he's pretty cute...)",Receptionist,"Oh, hello. Let me know if you need anything. (Hey, he's pretty cute...)",13
"Receptionist: So you're a SOLDIER operative, huh? It must be exciting, going on all those missions. (Oh my. He can't stop coming up to me to chat.) (Oh, well. I can't help it if I'm such a stud magnet.)",Receptionist,"So you're a SOLDIER operative, huh? It must be exciting, going on all those missions. (Oh my. He can't stop coming up to me to chat.) (Oh, well. I can't help it if I'm such a stud magnet.)",38
"Receptionist: Good day, sir. Welcome to the Shinra Building Information Center. Please come see me anytime you have questions concerning the Shinra Building.",Receptionist,"Good day, sir. Welcome to the Shinra Building Information Center. Please come see me anytime you have questions concerning the Shinra Building.",22
"Zack: Hmmm, what do I need to know?",Zack,"Hmmm, what do I need to know?",7
"Receptionist: Zack Fair, SOLDIER. One moment, please. ... You have a meeting scheduled with Mr. Tseng in the Briefing Room.",Receptionist,"Zack Fair, SOLDIER. One moment, please. ... You have a meeting scheduled with Mr. Tseng in the Briefing Room.",19
"Receptionist: The Shinra Building is a secure area. Access to all areas is controlled by employee ID. Members of SOLDIER have access to the elevator, the Exhibit Room, and the SOLDIER floor. Please be aware that the Exhibit Room and this entrance area are open to the public.",Receptionist,"The Shinra Building is a secure area. Access to all areas is controlled by employee ID. Members of SOLDIER have access to the elevator, the Exhibit Room, and the SOLDIER floor. Please be aware that the Exhibit Room and this entrance area are open to the public.",47
"Receptionist: Exiting the building takes you to Sector 8. You may find it refreshing to venture out to Sector 8 while on standby. Also, there is a train station in Sector 1, where you may board the train to go to the slums in Sector 5.",Receptionist,"Exiting the building takes you to Sector 8. You may find it refreshing to venture out to Sector 8 while on standby. Also, there is a train station in Sector 1, where you may board the train to go to the slums in Sector 5.",45
"Infantryman: Sir! I am a newly recruited infantryman, sir! I am committed to giving everything I have for the Shinra Company, sir!",Infantryman,"Sir! I am a newly recruited infantryman, sir! I am committed to giving everything I have for the Shinra Company, sir!",21
"Infantryman: You can go to Sector 8 by exiting the building, sir! It is our duty to maintain the peace, not only in the Shinra Building, but throughout the city of Midgar, sir!",Infantryman,"You can go to Sector 8 by exiting the building, sir! It is our duty to maintain the peace, not only in the Shinra Building, but throughout the city of Midgar, sir!",32
"Employee: Blast it. I'm on the wrong floor again. Could the Shinra Company have possibly built a more convoluted building? I mean, how could a building as giant as this only have two elevators? It's ridiculous.",Employee,"Blast it. I'm on the wrong floor again. Could the Shinra Company have possibly built a more convoluted building? I mean, how could a building as giant as this only have two elevators? It's ridiculous.",35
Sign: Shinra #26 Rocket,Sign,Shinra #26 Rocket,3
"Employee: This is a conceptual model of the Shinra No. 26 rocket. Shinra has concentrated all its science into the Space Development Department for this project. Once it's completed, all that would be left is to launch it into outer space.",Employee,"This is a conceptual model of the Shinra No. 26 rocket. Shinra has concentrated all its science into the Space Development Department for this project. Once it's completed, all that would be left is to launch it into outer space.",40
Sign: Shinra Model sA-37,Sign,Shinra Model sA-37,3
Sign: Airship Highwind,Sign,Airship Highwind,2
Man: I came as soon as I heard the Exhibit Room was open to the public. Being in this room gives you a sense of the Shinra Company's achievements.,Man,I came as soon as I heard the Exhibit Room was open to the public. Being in this room gives you a sense of the Shinra Company's achievements.,28
Sign: Hardy-Daytona,Sign,Hardy-Daytona,1
Man: What can I do to make her realize my feelings for... Ah!? I-I-I didn't say anything!,Man,What can I do to make her realize my feelings for... Ah!? I-I-I didn't say anything!,16
"Man: Her dark, lovely eyes... Her soft, shiny hair... Oh, gods. Just give me the strength to talk to her...",Man,"Her dark, lovely eyes... Her soft, shiny hair... Oh, gods. Just give me the strength to talk to her...",19
Sign: Shinra Model pA-86,Sign,Shinra Model pA-86,3
Employee: The Exhibit Room is open to the public. You are asked to refrain any conduct that would inconvenience our visitors.,Employee,The Exhibit Room is open to the public. You are asked to refrain any conduct that would inconvenience our visitors.,20
Employee: That gentleman over there has been staring in my direction for a while now. Do you think he's...all right? This is starting to get creepy.,Employee,That gentleman over there has been staring in my direction for a while now. Do you think he's...all right? This is starting to get creepy.,25
"Kunsel: Hey, Zack. Finally made it back, did you? Weren't you in the middle of an assignment? You should get going. The Turks guy is waiting for you in the briefing room.",Kunsel,"Hey, Zack. Finally made it back, did you? Weren't you in the middle of an assignment? You should get going. The Turks guy is waiting for you in the briefing room.",31
"Zack: Oh yeah, the assignment!",Zack,"Oh yeah, the assignment!",4
"Kunsel: Are you kidding me...? The briefing room... Is right there, you can see it from here. Are you feeling all right? Just hurry up and go, Zack. Good luck on the assignment. I'll send you a mail again when I have the time.",Kunsel,"Are you kidding me...? The briefing room... Is right there, you can see it from here. Are you feeling all right? Just hurry up and go, Zack. Good luck on the assignment. I'll send you a mail again when I have the time.",43
Kunsel: Good luck on the assignment. I'll send you a mail again when I have the time.,Kunsel,Good luck on the assignment. I'll send you a mail again when I have the time.,16
"SOLDIER 3rd Class: First Genesis, and now even Angeal's gone... A lot's gone down in SOLDIER of late.",SOLDIER 3rd Class,"First Genesis, and now even Angeal's gone... A lot's gone down in SOLDIER of late.",15
"SOLDIER 3rd Class: But don't let those things get to you, Zack. I'm sure Angeal will come back to us soon.",SOLDIER 3rd Class,"But don't let those things get to you, Zack. I'm sure Angeal will come back to us soon.",18
"SOLDIER 2nd Class: If you take that elevator, you can go down to the entrance nd the Exhibit Room. One of the girls at the Information Center is pretty cute, you know.",SOLDIER 2nd Class,"If you take that elevator, you can go down to the entrance nd the Exhibit Room. One of the girls at the Information Center is pretty cute, you know.",29
SOLDIER 2nd Class: You can also take the elevator up to the SOLDIER director's office. It's more like Director Lazard's personal office. You can't go up there unless you've got real business.,SOLDIER 2nd Class,You can also take the elevator up to the SOLDIER director's office. It's more like Director Lazard's personal office. You can't go up there unless you've got real business.,29
"SOLDIER 3rd Class: Have you noticed all the rooms on this floor? We have the Briefing Room, the Materia Room, and the Training Room. All these facilities provided by Shinra, just for us. It's good to be in SOLDIER!",SOLDIER 3rd Class,"Have you noticed all the rooms on this floor? We have the Briefing Room, the Materia Room, and the Training Room. All these facilities provided by Shinra, just for us. It's good to be in SOLDIER!",36
SOLDIER 3rd Class: The Materia Room is for conducting research and development on materia. Have you been there yet?,SOLDIER 3rd Class,The Materia Room is for conducting research and development on materia. Have you been there yet?,16
"SOLDIER 2nd Class: Hey, Zack. I hear you were quite the hero in the Wutai operation. They say you must have taken out a thousand Wutai soldiers in Fort Tamblin. But I'm next in line to become 1st Class! Don't you forget it.",SOLDIER 2nd Class,"Hey, Zack. I hear you were quite the hero in the Wutai operation. They say you must have taken out a thousand Wutai soldiers in Fort Tamblin. But I'm next in line to become 1st Class! Don't you forget it.",40
"SOLDIER 2nd Class: With Genesis and Angeal missing, there's a spot for a 1st to be filled. Looks like my time has come. But keep quiet about it. It's not the type of thing to spread around.",SOLDIER 2nd Class,"With Genesis and Angeal missing, there's a spot for a 1st to be filled. Looks like my time has come. But keep quiet about it. It's not the type of thing to spread around.",34
"Researcher (1): Materia is the concentrated essence of mako energy. But natural materia is practically nonexistent. That's because special conditions must be met, in addition to the long years it takes to form. Most of the materia out there was generated by either us or the Arms Development Department.",Researcher ,"Materia is the concentrated essence of mako energy. But natural materia is practically nonexistent. That's because special conditions must be met, in addition to the long years it takes to form. Most of the materia out there was generated by either us or the Arms Development Department.",47
"Researcher (2): Naturally-formed materia are extremely rare, but ""mako stones"" are relatively easy to obtain. A mako stone is crystallized materia made of concentrated mako energy. By itself, it doesn't have the same effect as materia, but we can process it into materia. SOLDIER members occasionally go out excavating for them. Maybe you should, too.",Researcher ,"Naturally-formed materia are extremely rare, but ""mako stones"" are relatively easy to obtain. A mako stone is crystallized materia made of concentrated mako energy. By itself, it doesn't have the same effect as materia, but we can process it into materia. SOLDIER members occasionally go out excavating for them. Maybe you should, too.",53
"Researcher (2): SOLDIER members occasionally go out excavating for them. Maybe you should, too. If you bring your mako stone in, we can make it into materia for you.",Researcher ,"SOLDIER members occasionally go out excavating for them. Maybe you should, too. If you bring your mako stone in, we can make it into materia for you.",27
"Researcher (2): Wait! What do you have there? Is that a sample of XXX Mako Stone!? If you'd hand that over to us, we can generate materia out of it!",Researcher ,"Wait! What do you have there? Is that a sample of XXX Mako Stone!? If you'd hand that over to us, we can generate materia out of it!",28
"Researcher (2): If you'd like, you're welcome to stay and watch us generate materia.",Researcher ,"If you'd like, you're welcome to stay and watch us generate materia.",12
Researcher (2): Commencing materia generation! All hands! Confirm status!,Researcher ,Commencing materia generation! All hands! Confirm status!,7
"Researcher (3): Ready, sir!",Researcher ,"Ready, sir!",2
Researcher (1): Main engine on standby! Ready when you are!,Researcher ,Main engine on standby! Ready when you are!,8
"Researcher (2): Main engine, start! Report mako energy concentration rate!",Researcher ,"Main engine, start! Report mako energy concentration rate!",8
"Researcher (3): Concentration rate at 20...30...40... Steady at 50%, sir!",Researcher ,"Concentration rate at 20...30...40... Steady at 50%, sir!",8
Researcher (2): Increase main engine output! The first 30 seconds into concentration is crucial!,Researcher ,Increase main engine output! The first 30 seconds into concentration is crucial!,12
"Researcher (1): Aye-aye, sir! Output, 80% and rising!",Researcher ,"Aye-aye, sir! Output, 80% and rising!",6
"Researcher (3): Concentration rate isn't budging, sir!",Researcher ,"Concentration rate isn't budging, sir!",5
Researcher (2): Grrr! Ready cooling system! Increase mako energy output to maximum!,Researcher ,Grrr! Ready cooling system! Increase mako energy output to maximum!,10
Researcher (1): Output at 120%! 1 minute left till we reach the critical point!,Researcher ,Output at 120%! 1 minute left till we reach the critical point!,12
Researcher (3): Mako energy concentration rate is rising! 70...80...90% and still going up!,Researcher ,Mako energy concentration rate is rising! 70...80...90% and still going up!,11
"Researcher (2): All right! Hang on, we're almost there!",Researcher ,"All right! Hang on, we're almost there!",7
"Researcher (3): Concentration rate, 100%!",Researcher ,"Concentration rate, 100%!",3
Researcher (2): Stop main engine!,Researcher ,Stop main engine!,3
"Researcher (1): Main engine stop confirmed! Gentlemen, we have our materia!!!",Researcher ,"Main engine stop confirmed! Gentlemen, we have our materia!!!",9
"Researcher (2): Here's the materia. And none too shabby! It was made from your mako stone, so this materia is yours. It's actually been a while since we made any materia here in the Materia Room. We have our share of problems, too.",Researcher ,"Here's the materia. And none too shabby! It was made from your mako stone, so this materia is yours. It's actually been a while since we made any materia here in the Materia Room. We have our share of problems, too.",41
"Researcher (2): What? You don't get why we were so on edge during the generation process? Well, we have to get psyched up! Materia generation does take quite a bit of mental concentration.",Researcher ,"What? You don't get why we were so on edge during the generation process? Well, we have to get psyched up! Materia generation does take quite a bit of mental concentration.",31
"Researcher (2): Thanks to you, we had the opportunity to make a new materia. Your name was... Zack, right? We'll remember you.",Researcher ,"Thanks to you, we had the opportunity to make a new materia. Your name was... Zack, right? We'll remember you.",20
"Researcher (2): Zack, we hope to see you again.",Researcher ,"Zack, we hope to see you again.",7
