Original,Character,Dialogue,Wordcount
Tama:Just head the-back to your room in Nine Wood Hills whenever you want to rest up and the-recover HP.,Tama,Just head the-back to your room in Nine Wood Hills whenever you want to rest up and the-recover HP.,19
"Reynn:While we're there, we should stop by Chocolatte's and stock up on items.",Reynn,"While we're there, we should stop by Chocolatte's and stock up on items.",13
"Lann:Hey, you got it.",Lann,"Hey, you got it.",4
Tama:Oh! Those are the-called mirajewels.,Tama,Oh! Those are the-called mirajewels.,5
"Reynn:Hey, Serafie...um, you seem to have something sitting on your head there. What's the deal with that?",Reynn,"Hey, Serafie...um, you seem to have something sitting on your head there. What's the deal with that?",17
Reynn:You didn't even notice?!,Reynn,You didn't even notice?!,4
"Lann:Ha ha ha! Oh boy, what a doofus!",Lann,"Ha ha ha! Oh boy, what a doofus!",8
"Reynn:Uh, have you checkedyourhead?",Reynn,"Uh, have you checked your head?",4
Lann:Guh! How did that get there?!,Lann,Guh! How did that get there?!,6
"Serafie:Ha ha ha! Oh boy, what a doofus.",Serafie,"Ha ha ha! Oh boy, what a doofus.",8
Reynn:Both of you are doofuses!,Reynn,Both of you are doofuses!,5
"Serafie:Hey! The word is ""doofi."" Here. I'm giving you this so let's just move on.",Serafie,"Hey! The word is ""doofi."" Here. I'm giving you this so let's just move on.",15
"Reynn:Uh, thank you... But, what is this for?",Reynn,"Uh, thank you... But, what is this for?",8
Serafie:The truth is...,Serafie,The truth is...,3
???:Chapter 4 - A Legendary Warrior,? ? ?,Chapter 4 - A Legendary Warrior,6
Reynn:Okay then. Let's check in with Princess Sarah.,Reynn,Okay then. Let's check in with Princess Sarah.,8
Sentry:It's the Bahamutian Army!,Sentry,It's the Bahamutian Army!,4
Lann:What? They're here already?,Lann,What? They're here already?,4
"Sentry:They're setting up camp, right outside of town!",Sentry,"They're setting up camp, right outside of town!",8
Princess Sarah:Reynn! Lann!,Princess Sarah,Reynn! Lann!,2
"Reynn:Oh, perfect timing. We were actually just on our way to see you.",Reynn,"Oh, perfect timing. We were actually just on our way to see you.",13
"Princess Sarah:If they've established a camp near our gates, then clearly they must intend to finish us once and for all.",Princess Sarah,"If they've established a camp near our gates, then clearly they must intend to finish us once and for all.",20
Reynn:So what now?,Reynn,So what now?,3
Lann:Seems to me...we're going to have to nip this little problem in the butt.,Lann,Seems to me...we're going to have to nip this little problem in the butt.,14
Reynn:Hm? What do you propose we do?,Reynn,Hm? What do you propose we do?,7
Lann:Weshould take the fight tothem.,Lann,We should take the fight to them.,5
"Princess Sarah:Uh, well said, but as things stand, Cornelia simply does not have the manpower.",Princess Sarah,"Uh, well said, but as things stand, Cornelia simply does not have the manpower.",14
"Lann:If you can just buy us some time, we'll do the rest.",Lann,"If you can just buy us some time, we'll do the rest.",12
Lann:Me and Reynn'll sneak up on their boss and take him out!,Lann,Me and Reynn'll sneak up on their boss and take him out!,12
Reynn:Hmm...,Reynn,Hmm...,1
Princess Sarah:I-is it really that simple?,Princess Sarah,I-is it really that simple?,5
"Reynn:Well, he may not exactly look it, but Lann's pretty good in a fight.",Reynn,"Well, he may not exactly look it, but Lann's pretty good in a fight.",14
Lann:Please! As if you were ever any taller than me.,Lann,Please! As if you were ever any taller than me.,10
"Reynn:Well, I might have made up the ""pip-squeak"" part, but, he definitely did get picked on.",Reynn,"Well, I might have made up the ""pip-squeak"" part, but, he definitely did get picked on.",16
Princess Sarah:......,Princess Sarah,......,1
"Reynn:Still, we were always kind of proud that we looked like this. Because it meant we were just like our mom, right?",Reynn,"Still, we were always kind of proud that we looked like this. Because it meant we were just like our mom, right?",22
Lann:...I guess.,Lann,...I guess.,2
"Reynn:So! Let's talk more about Lann getting picked on! Boy, did they make him cry.",Reynn,"So! Let's talk more about Lann getting picked on! Boy, did they make him cry.",15
Princess Sarah:H-how wonderful!,Princess Sarah,H-how wonderful!,2
Reynn:But that's not 'cause he turned into some kind of bully-destroying machine.,Reynn,But that's not 'cause he turned into some kind of bully-destroying machine.,12
Lann:Hey! Watch it.,Lann,Hey! Watch it.,3
Reynn:So Lann... How 'bout it? Do you think we can beat those guys?,Reynn,So Lann... How 'bout it? Do you think we can beat those guys?,13
"Lann:Piece of cake! Well, not apieceof cake. More like...a very large sliver of cake.",Lann,"Piece of cake! Well, not a piece of cake. More like...a very large sliver of cake.",14
"Reynn:Well, there you have it. So, are you willing to trust us?",Reynn,"Well, there you have it. So, are you willing to trust us?",12
Princess Sarah:Very well then.,Princess Sarah,Very well then.,3
Reynn:Huh... What a weird thing to remember. I know someone bullied Lann. But why can't I remember who?,Reynn,Huh... What a weird thing to remember. I know someone bullied Lann. But why can't I remember who?,18
Brigade Captain:Hello there. Are you the Keepers from the prophecy?,Brigade Captain,Hello there. Are you the Keepers from the prophecy?,9
Brigade Captain:We have been informed of the particulars. We'll time our feint to when the two of you storm the field.,Brigade Captain,We have been informed of the particulars. We'll time our feint to when the two of you storm the field.,20
Lann:Where's the goblin camp?,Lann,Where's the goblin camp?,4
Reynn:Up on that hill. C'mon!,Reynn,Up on that hill. C'mon!,5
Tama:Cornelia's soldiers are the-fighting as hard as they can.,Tama,Cornelia's soldiers are the-fighting as hard as they can.,9
Lann:Let's hurry up andWSHHH...circle around andBOOOSH...knock the goblins' boss senseless!,Lann,Let's hurry up and WSHHH...circle around and BOOOSH...knock the goblins' boss senseless!,10
Tama:The-WHSHHHandBOOOSH!,Tama,The-WHSHHH and BOOOSH!,1
Lann:Aw yeah!,Lann,Aw yeah!,2
"Soldier (1):According to the vanguard's reports, many of the enemy forces are capable of inflicting blindness.",Soldier ,"According to the vanguard's reports, many of the enemy forces are capable of inflicting blindness.",15
Soldier (1):Good luck out there! We're counting on you.,Soldier ,Good luck out there! We're counting on you.,8
Soldier (2):Good luck.,Soldier ,Good luck.,2
Reynn:Huh? This thing seems awfully familiar.,Reynn,Huh? This thing seems awfully familiar.,6
Lann:What're those chain things?,Lann,What're those chain things?,4
Reynn:Whoever the Mirages are beholden to must be close!,Reynn,Whoever the Mirages are beholden to must be close!,9
Lann:What? B.O.?,Lann,What? B.O.?,2
Reynn:Stop it.,Reynn,Stop it.,2
"Soldier (3):I should have known that wasn't the last of them... Thank you. I owe you my life. I know this isn't much, but here. I want you to have this.",Soldier ,"I should have known that wasn't the last of them... Thank you. I owe you my life. I know this isn't much, but here. I want you to have this.",30
Soldier (4):The enemy commander has taken position further up the plains. Be very careful.,Soldier ,The enemy commander has taken position further up the plains. Be very careful.,13
Soldier (5):How humiliating!,Soldier ,How humiliating!,2
Soldier (5):You didn't have to help me! I had those freaks right where I wanted them!,Soldier ,You didn't have to help me! I had those freaks right where I wanted them!,15
"Soldier (6):All injured soldiers have been ordered to fall back at this point and wait for further orders. Please, finish this fight for us!",Soldier ,"All injured soldiers have been ordered to fall back at this point and wait for further orders. Please, finish this fight for us!",23
Soldier (7):If I hadn't gotten injured...,Soldier ,If I hadn't gotten injured...,5
"Soldier (8):Oh, help, Captain! I'm just not cut out for battle!",Soldier ,"Oh, help, Captain! I'm just not cut out for battle!",10
Reynn:Are you okay?,Reynn,Are you okay?,3
Lann:We got this!,Lann,We got this!,3
Brigade Captain:Good timing.,Brigade Captain,Good timing.,2
Reynn:Princess Sarah was here?,Reynn,Princess Sarah was here?,4
Lann:What? No way. That can't be right.,Lann,What? No way. That can't be right.,7
"Brigade Captain:I'd like to think so, but knowing her, it's possible.",Brigade Captain,"I'd like to think so, but knowing her, it's possible.",10
Lann:Cool. Let's do this.,Lann,Cool. Let's do this.,4
Soldier (9):That's odd. I could have sworn I saw Princess Sarah on the front lines...,Soldier ,That's odd. I could have sworn I saw Princess Sarah on the front lines...,14
"Soldier (10):Thanks for the help just now. You two are going up against the enemy commander, is that right?",Soldier ,"Thanks for the help just now. You two are going up against the enemy commander, is that right?",18
Soldier (11):Keep the pressure on those Federation scum!,Soldier ,Keep the pressure on those Federation scum!,7
Soldier (12):We won't let Cornelia fail!,Soldier ,We won't let Cornelia fail!,5
Soldier (13):It's time to show them what Cornelia's 1st Brigade is capable of!,Soldier ,It's time to show them what Cornelia's 1st Brigade is capable of!,12
"Lann:The princess? Dude, sheishere!",Lann,"The princess? Dude, she is here!",4
Reynn:Heh heh... I guess she's the hands-on type.,Reynn,Heh heh... I guess she's the hands-on type.,8
Reynn:Your Highness! Behind you!,Reynn,Your Highness! Behind you!,4
Reynn:Look out!,Reynn,Look out!,2
Brigade Captain:Hyah!,Brigade Captain,Hyah!,1
"Brigade Captain:Are you all right, Highness?",Brigade Captain,"Are you all right, Highness?",5
"Princess Sarah:Uh, yes, thank you.",Princess Sarah,"Uh, yes, thank you.",4
"Lann:Oh shmup! We gotta find a way down there, now!",Lann,"Oh shmup! We gotta find a way down there, now!",10
"Reynn:We can go around. If we're fast enough, we",Reynn,"We can go around. If we're fast enough, we—",9
Lann:No! There's no time!,Lann,No! There's no time!,4
Lann:No!,Lann,No!,1
Reynn:Princess Sarah! You okay?,Reynn,Princess Sarah! You okay?,4
"Lann:Dude, that move was awesome!",Lann,"Dude, that move was awesome!",5
Warrior of Light:I...I don't know what just happened.,Warrior of Light,I...I don't know what just happened.,6
Princess Sarah:I think I do. That light would explain it.,Princess Sarah,I think I do. That light would explain it.,9
Warrior of Light:Me? Are you sure?,Warrior of Light,Me? Are you sure?,4
Princess Sarah:Yes. The legends of Cornelia tell of others like you.,Princess Sarah,Yes. The legends of Cornelia tell of others like you.,10
Princess Sarah:You are a Medium. One with the potential to become this realm's Champion.,Princess Sarah,You are a Medium. One with the potential to become this realm's Champion.,13
"Reynn:Wait, a Medium? ...A Champion?",Reynn,"Wait, a Medium? ...A Champion?",5
"Princess Sarah:Champions arise at critical points in time, where they awaken unexpectedly to their miraculous power.",Princess Sarah,"Champions arise at critical points in time, where they awaken unexpectedly to their miraculous power.",15
Warrior of Light:Incredible. So I'm really one of them?,Warrior of Light,Incredible. So I'm really one of them?,7
Princess Sarah:Yes. There is no mistake.,Princess Sarah,Yes. There is no mistake.,5
Warrior of Light:I think...the light Lann and Reynn sent me was a sort of reveille. Like I'd been sleeping my whole life and finally...woke up.,Warrior of Light,I think...the light Lann and Reynn sent me was a sort of reveille. Like I'd been sleeping my whole life and finally...woke up.,23
Princess Sarah:...Do you have that power? Do you have the ability to awaken Mediums as Champions?,Princess Sarah,...Do you have that power? Do you have the ability to awaken Mediums as Champions?,15
"Reynn:I wish we knew. Like I said, we don't remember all that much about who we are.",Reynn,"I wish we knew. Like I said, we don't remember all that much about who we are.",17
"Reynn:Please, stand back, Princess Sarah.",Reynn,"Please, stand back, Princess Sarah.",5
Lann:This guy must be their boss.,Lann,This guy must be their boss.,6
"Reynn:Lann, it looks like the soldier's human. Don't get carried away.",Reynn,"Lann, it looks like the soldier's human. Don't get carried away.",11
"Lann:Reynn, I'm shocked. I don't pick on people weaker than me.",Lann,"Reynn, I'm shocked. I don't pick on people weaker than me.",11
"Reynn:Ha ha! I just had to make sure. Let's go, Lann!",Reynn,"Ha ha! I just had to make sure. Let's go, Lann!",11
Tama:This thing is the-massive!,Tama,This thing is the-massive!,4
Lann:Seriously! What do they feed him anyway?!,Lann,Seriously! What do they feed him anyway?!,7
"Reynn:Uh... Maybe we can stew over that some other time, whaddaya think?",Reynn,"Uh... Maybe we can stew over that some other time, whaddaya think?",12
"Lann:Whew, see? Total piece of cake.",Lann,"Whew, see? Total piece of cake.",6
Reynn:Wait... This soldier's not human at all. Was he a Mirage?,Reynn,Wait... This soldier's not human at all. Was he a Mirage?,11
Princess Sarah:What? No... The soldiers are human beings vying to become Architects and join the Federation elite.,Princess Sarah,What? No... The soldiers are human beings vying to become Architects and join the Federation elite.,16
Woman in the Cage:Yes. That's right. They're here.,Woman in the Cage,Yes. That's right. They're here.,5
Knight in the Black Armor:How many years have passed?,Knight in the Black Armor,How many years have passed?,5
Woman in the Cage:Some. How many is a difficult thing to gauge from in here. But...,Woman in the Cage,Some. How many is a difficult thing to gauge from in here. But...,13
Knight in the Black Armor:Time for us has resumed its march.,Knight in the Black Armor,Time for us has resumed its march.,7
"Knight in the Golden Mask:Yes, what is it?",Knight in the Golden Mask,"Yes, what is it?",4
Knight in the Black Armor:You may begin. I trust you have worked out each detail?,Knight in the Black Armor,You may begin. I trust you have worked out each detail?,11
"Knight in the Golden Mask:Ohhh, I can assure you, every word.",Knight in the Golden Mask,"Ohhh, I can assure you, every word.",7
Knight in the Black Armor:Then away with you.,Knight in the Black Armor,Then away with you.,4
Woman in the Cage:And you? You aren't going to waver?,Woman in the Cage,And you? You aren't going to waver?,7
Plumed Knight:We have a prophecy to fulfill.,Plumed Knight,We have a prophecy to fulfill.,6
Knight in the Black Armor:Yes. Let us usher in a new age of history.,Knight in the Black Armor,Yes. Let us usher in a new age of history.,10
Reynn:Now would be a good time to stock up on items.,Reynn,Now would be a good time to stock up on items.,11
"Lann:Good call. We've racked up a ton of gil, now that you mention it.",Lann,"Good call. We've racked up a ton of gil, now that you mention it.",14
Reynn:You have to wonder why a bunch of Mirages are carrying so much cash.,Reynn,You have to wonder why a bunch of Mirages are carrying so much cash.,14
Tama:Let's just the-say that Enna Kros,Tama,Let's just the-say that Enna Kros—,6
"Reynn:Never mind, I figured it was her.",Reynn,"Never mind, I figured it was her.",7
"Reynn:So, why don't we go back to Cornelia and see Princess Sarah?",Reynn,"So, why don't we go back to Cornelia and see Princess Sarah?",12
Lann:What is this place?,Lann,What is this place?,4
Reynn:Lann! Are you all right?,Reynn,Lann! Are you all right?,5
"Lann:Uh, yeah... Did you just see that?",Lann,"Uh, yeah... Did you just see that?",7
???:Should you two be here?,? ? ?,Should you two be here?,5
Reynn:A tonberry?,Reynn,A tonberry?,2
Tonberry:Quite so. A tonberry through and through. Now should you children be this far afield?,Tonberry,Quite so. A tonberry through and through. Now should you children be this far afield?,15
Lann:Far a-what now?,Lann,Far a-what now?,3
Reynn:He's asking if we're lost. I guess he's got a point. I have no ideawherewe are.,Reynn,He's asking if we're lost. I guess he's got a point. I have no idea where we are.,16
Tonberry:As I thought. Then you should both come with me at once. It's not safe here.,Tonberry,As I thought. Then you should both come with me at once. It's not safe here.,16
Tonberry:I give you...the Coliseum.,Tonberry,I give you...the Coliseum.,4
???:Chapter 5 - The Champion Who Saved Grymoire,? ? ?,Chapter 5 - The Champion Who Saved Grymoire,8
"Tama:From the looks of the-it, the Bahamutian encampment is going to stay a goblin the-hangout for good.",Tama,"From the looks of the-it, the Bahamutian encampment is going to stay a goblin the-hangout for good.",17
"Reynn:At least they'll leave Cornelia alone for a while, now that we've gotten rid of the soldier controlling them.",Reynn,"At least they'll leave Cornelia alone for a while, now that we've gotten rid of the soldier controlling them.",19
"Warrior of Light:Once Mirages are scattered and separated from their keeper, they revert to their wild state.",Warrior of Light,"Once Mirages are scattered and separated from their keeper, they revert to their wild state.",15
Princess Sarah:And wild Mirages are something you just...learn to get used to in Grymoire.,Princess Sarah,And wild Mirages are something you just...learn to get used to in Grymoire.,13
Lann:That's why you've got Mr. Warrior here.,Lann,That's why you've got Mr. Warrior here.,7
"Princess Sarah:Yes, indeed.",Princess Sarah,"Yes, indeed.",2
"Princess Sarah:However, we cannot rule out the possibility of another Bahamut attack.",Princess Sarah,"However, we cannot rule out the possibility of another Bahamut attack.",11
"Warrior of Light:Actually, word has been spreading of such an organization: an anti-Federation group as large as a nation.",Warrior of Light,"Actually, word has been spreading of such an organization an anti-Federation group as large as a nation.",17
"Princess Sarah:""League of S""? Do you know of any way to reach them?",Princess Sarah,"""League of S""? Do you know of any way to reach them?",12
"Princess Sarah:Saronia, yes. Theyhavebeen resisting Federation annexation.",Princess Sarah,"Saronia, yes. They have been resisting Federation annexation.",6
"Warrior of Light:Yes. Highness, allow me to journey there, and learn what I can about the League of S.",Warrior of Light,"Yes. Highness, allow me to journey there, and learn what I can about the League of S.",17
"Princess Sarah:Alone? To get to Saronia, you must pass through all manner of places teeming with dangerous Mirages. And I...",Princess Sarah,"Alone? To get to Saronia, you must pass through all manner of places teeming with dangerous Mirages. And I...",19
"Lann:Hey, maybe we could go instead.",Lann,"Hey, maybe we could go instead.",6
"Reynn:Yeah! Mr. Warrior here, he and the brigade should stick around and keep the goblins in line.",Reynn,"Yeah! Mr. Warrior here, he and the brigade should stick around and keep the goblins in line.",17
Lann:That's right. Cornelia's legendary Champion belongs right here in Cornelia.,Lann,That's right. Cornelia's legendary Champion belongs right here in Cornelia.,10
Princess Sarah:What a kind offer. You would really do that?,Princess Sarah,What a kind offer. You would really do that?,9
Reynn:Sure! You're doing us a favor by pointing me and Lann in a new direction.,Reynn,Sure! You're doing us a favor by pointing me and Lann in a new direction.,15
Princess Sarah:I thank you. We are in your debt.,Princess Sarah,I thank you. We are in your debt.,8
"Lann:Well, there's no sense in hanging around. So long! Take care!",Lann,"Well, there's no sense in hanging around. So long! Take care!",11
"Reynn:Okay, then let's get going to this Saronia place.",Reynn,"Okay, then let's get going to this Saronia place.",9
Tama:Just hop on the train and take that choo-choo the-north!,Tama,Just hop on the train and take that choo-choo the-north!,10
"Cactuar Conductor:Right. Tickets, please!",Cactuar Conductor,"Right. Tickets, please!",3
On-screen:Board the train?,On-screen,Board the train?,3
"Cactuar Conductor:Go on then, all aboard.",Cactuar Conductor,"Go on then, all aboard.",5
Lann:Holy amaze. I could stare for days...at this place.,Lann,Holy amaze. I could stare for days...at this place.,9
Reynn:Looks like we're gonna have to find a way through.,Reynn,Looks like we're gonna have to find a way through.,10
"Tama:If things get the-dangerous or you need a break, don't forget that you can use the Gates to return to Nine Wood Hills and take a time out.",Tama,"If things get the-dangerous or you need a break, don't forget that you can use the Gates to return to Nine Wood Hills and take a time out.",28
Lann:Whoa! How are we supposed to get past these vines?,Lann,Whoa! How are we supposed to get past these vines?,10
Reynn:What's this symbol?,Reynn,What's this symbol?,3
Tama:That's one of Enna Kros's the-patented Sizzle symbols!,Tama,That's one of Enna Kros's the-patented Sizzle symbols!,8
Reynn:She got it patented?,Reynn,She got it patented?,4
Reynn:Nice!,Reynn,Nice!,1
"Reynn:Grymoire sure has no shortage of wonders, does it?",Reynn,"Grymoire sure has no shortage of wonders, does it?",9
Lann:I know. How high uparewe? I wonder what would happen if we jumped.,Lann,I know. How high up are we? I wonder what would happen if we jumped.,13
"Reynn:Hey, why don't you find out?",Reynn,"Hey, why don't you find out?",6
"Tama:Go on, we're the-waiting.",Tama,"Go on, we're the-waiting.",4
"Lann:Uhhh, I'll pass.",Lann,"Uhhh, I'll pass.",3
Reynn:Huh? What's that light?,Reynn,Huh? What's that light?,4
"Lann:Reynn, my legs are about to fall off.",Lann,"Reynn, my legs are about to fall off.",8
"Reynn:Talking about it only makes it worse. But, you do have a point... I guess this is wearing me down.",Reynn,"Talking about it only makes it worse. But, you do have a point... I guess this is wearing me down.",20
Lann:Wouldn't it be great if the Mirages in our stacks could just carry us around?,Lann,Wouldn't it be great if the Mirages in our stacks could just carry us around?,15
"Reynn:Oh come on, it's not that simple",Reynn,"Oh come on, it's not that simple—",7
"Tama:Youcanthe-hitch a ride on your Mirages, as long as they've learned the Joyride ability.",Tama,"You can the-hitch a ride on your Mirages, as long as they've learned the Joyride ability.",14
Reynn:We can?!,Reynn,We can?!,2
"Lann:Dude, YESSS!",Lann,"Dude, YESSS!",2
Tama:That's the-beee-yoootiful!,Tama,That's the-beee-yoootiful!,2
Reynn:Wait a sec. I know I've seen that before... But where? I can't remember.,Reynn,Wait a sec. I know I've seen that before... But where? I can't remember.,14
???:Jiants traveling with a Mirage? It seems clear the two of you are not from Grymoire.,? ? ?,Jiants traveling with a Mirage? It seems clear the two of you are not from Grymoire.,16
Tama:Ah! I the-totally forgot about hiding!,Tama,Ah! I the-totally forgot about hiding!,6
"Lann:Yeah, we kinda forgot to shrink down too.",Lann,"Yeah, we kinda forgot to shrink down too.",8
"Reynn:What's your name? You know, that staff",Reynn,"What's your name? You know, that staff—",7
Yuna:My name is Yuna.,Yuna,My name is Yuna.,4
Yuna:Are you Heralds? Have more of you been sent to plague us? Your kind have brought enough chaos into this world already.,Yuna,Are you Heralds? Have more of you been sent to plague us? Your kind have brought enough chaos into this world already.,22
Yuna:Begone now from Grymoire! You have no place here!,Yuna,Begone now from Grymoire! You have no place here!,9
Tama:Maybe we should get the-going while the getting's still good!,Tama,Maybe we should get the-going while the getting's still good!,10
Lann:I don't understand it. Why is she so mad at us?,Lann,I don't understand it. Why is she so mad at us?,11
"Reynn:Yeah, Lann! What did you do to her anyway?",Reynn,"Yeah, Lann! What did you do to her anyway?",9
"Lann:""What did I do""? Why is itmyfault?!",Lann,"""What did I do""? Why is it my fault?!",7
"Lann:Huh? ""Lusse Farna,"" you said? But that's our...mother.",Lann,"Huh? ""Lusse Farna,"" you said? But that's our...mother.",8
"Reynn:Hey, you're right! Thatwasher name!",Reynn,"Hey, you're right! That was her name!",5
Yuna:Let me show you something.,Yuna,Let me show you something.,5
Reynn:That's the earringthe same one Mom used to wear.,Reynn,That's the earring—the same one Mom used to wear.,9
"Lann:What? Then, it's her?",Lann,"What? Then, it's her?",4
Reynn:Right. IknewI recognized it. The ornament on Yuna's staff.,Reynn,Right. I knew I recognized it. The ornament on Yuna's staff.,9
"Yuna:Roughly one hundred years ago, a Champion from another world saved Grymoire. Her name was Lusse Farna.",Yuna,"Roughly one hundred years ago, a Champion from another world saved Grymoire. Her name was Lusse Farna.",17
"Reynn:Huh? Mom did that? But, a hundred years...",Reynn,"Huh? Mom did that? But, a hundred years...",8
Lann:It doesn't make sense. Mom's a Champion? And this is some kind of monument to her?,Lann,It doesn't make sense. Mom's a Champion? And this is some kind of monument to her?,16
"Yuna:So, you keep saying that Lady Lusse was your mother. Again, may I ask who you are?",Yuna,"So, you keep saying that Lady Lusse was your mother. Again, may I ask who you are?",17
"Reynn:Well, uh...",Reynn,"Well, uh...",2
Yuna:No memory? Thatisstrange.,Yuna,No memory? That is strange.,3
Reynn:Do you think you might be able to tell us a little more about Lady Lusse? We'd appreciate anything at all.,Reynn,Do you think you might be able to tell us a little more about Lady Lusse? We'd appreciate anything at all.,21
"Yuna:I'm sorry, I only know the common legends. The ones Grymoire's people have grown up with.",Yuna,"I'm sorry, I only know the common legends. The ones Grymoire's people have grown up with.",16
Reynn:Fine. We'll take anything.,Reynn,Fine. We'll take anything.,4
"Yuna:Sometime around a century ago, the world of Grymoire was nearly destroyed by a being that has come to be known as the Demon Dyad.",Yuna,"Sometime around a century ago, the world of Grymoire was nearly destroyed by a being that has come to be known as the Demon Dyad.",25
Lann:That definitely sounds like something out of mythology.,Lann,That definitely sounds like something out of mythology.,8
Tama:Bridging the gap between worlds is a serious the-accomplishment. She must have been the-amazing!,Tama,Bridging the gap between worlds is a serious the-accomplishment. She must have been the-amazing!,14
"Yuna:That she was. But sadly, even though she managed to save the world from the Demon Dyad...",Yuna,"That she was. But sadly, even though she managed to save the world from the Demon Dyad...",17
"Yuna:The Heralds... All three of them chose to remain here in Grymoire. And one of them is now Brandelis, king of Bahamut.",Yuna,"The Heralds... All three of them chose to remain here in Grymoire. And one of them is now Brandelis, king of Bahamut.",22
Reynn:Huh? But Bahamut... That's the federation that attacked Cornelia!,Reynn,Huh? But Bahamut... That's the federation that attacked Cornelia!,9
"Yuna:Yes. After they finished ""saving"" the world, Brandelis and the others harnessed a legion of new Mirages,",Yuna,"Yes. After they finished ""saving"" the world, Brandelis and the others harnessed a legion of new Mirages,",17
"Reynn:""Legion of new Mirages""... Lann, you don't think there's any connection to the ones we lost...do you?",Reynn,"""Legion of new Mirages""... Lann, you don't think there's any connection to the ones we lost...do you?",17
Lann:What? That's not possible. We're talking about a hundred years ago.,Lann,What? That's not possible. We're talking about a hundred years ago.,11
"Reynn:But where have we been? Nine Wood Hills, which Enna Kros told us was a world without time. Right, Tama?",Reynn,"But where have we been? Nine Wood Hills, which Enna Kros told us was a world without time. Right, Tama?",20
"Tama:Right the-you are. Compared to other the-worlds, the concept of timethereis, let's say...more than a little bit the-unusual.",Tama,"Right the-you are. Compared to other the-worlds, the concept of time there is, let's say...more than a little bit the-unusual.",18
"Lann:Dude, what?",Lann,"Dude, what?",2
"Reynn:Umm... If you don't mind my asking, what ever happened to Lady Lusse? After the Heralds came?",Reynn,"Umm... If you don't mind my asking, what ever happened to Lady Lusse? After the Heralds came?",17
"Yuna:Unfortunately, we don't know for sure.",Yuna,"Unfortunately, we don't know for sure.",6
"Lann:What?! Well, then where can we find this castle?!",Lann,"What?! Well, then where can we find this castle?!",9
"Yuna:I wish I could help, but I don'tknowwhere to find it.",Yuna,"I wish I could help, but I don't know where to find it.",11
Lann:Huh? How do you hide a big honking castle?!,Lann,Huh? How do you hide a big honking castle?!,9
"Reynn:Hey, take it easy!",Reynn,"Hey, take it easy!",4
"Lann:Well...yeah, maybe not. But you can't try and tell me this is just a coincidence.",Lann,"Well...yeah, maybe not. But you can't try and tell me this is just a coincidence.",15
Reynn:Would you listen?,Reynn,Would you listen?,3
Lann:What is it already?,Lann,What is it already?,4
"Reynn:Oh, just forget it.",Reynn,"Oh, just forget it.",4
"Yuna:If it's Bahamut that you're after, you should start in one of the Federation's member states, and do your asking around there.",Yuna,"If it's Bahamut that you're after, you should start in one of the Federation's member states, and do your asking around there.",22
"Lann:Dude, what? But I thought Saronia was the place we're going to!",Lann,"Dude, what? But I thought Saronia was the place we're going to!",12
Reynn:Then Princess Sarah must not have known...,Reynn,Then Princess Sarah must not have known...,7
Lann:Ugh... Oh well. We've already made it this far.,Lann,Ugh... Oh well. We've already made it this far.,9
Reynn:Yeah. We wouldn't be very good emissaries if we turned back now. And we did promise to ask about the League of S.,Reynn,Yeah. We wouldn't be very good emissaries if we turned back now. And we did promise to ask about the League of S.,23
"Lann:I'm real sorry I raised my voice at you. I know you were trying to help us out, so thanks.",Lann,"I'm real sorry I raised my voice at you. I know you were trying to help us out, so thanks.",20
"Yuna:No, I should be sorry for attacking you. It was wrong to accuse you of being something you're clearly not.",Yuna,"No, I should be sorry for attacking you. It was wrong to accuse you of being something you're clearly not.",20
"Yuna:To get to Saronia, you will need to pass through a frigid place called Icicle Ridge.",Yuna,"To get to Saronia, you will need to pass through a frigid place called Icicle Ridge.",16
"Yuna:""Again, it shall be Ragnarok",Yuna,"""Again, it shall be Ragnarok—",5
???:You're beyond salvation.,? ? ?,You're beyond salvation.,3
???:An illusion? Hmph.,? ? ?,An illusion? Hmph.,3
"Plumed Knight:Well, no matter. A chase is more to my liking. I tire of simply waiting.",Plumed Knight,"Well, no matter. A chase is more to my liking. I tire of simply waiting.",15
"Lann:What's up, Sis?",Lann,"What's up, Sis?",3
"Reynn:Oh, it's probably nothing.",Reynn,"Oh, it's probably nothing.",4
Tama:Hweh? My senses are the-telling me some kind of door has appeared in Nine Wood Hills.,Tama,Hweh? My senses are the-telling me some kind of door has appeared in Nine Wood Hills.,16
Lann:What's this thing?,Lann,What's this thing?,3
Reynn:It sure looks like a door. But does it even go anywhere?,Reynn,It sure looks like a door. But does it even go anywhere?,12
Lann:Hellooo! ...Let's check it out.,Lann,Hellooo! ...Let's check it out.,5
Reynn:Wh-wha Hey!,Reynn,Wh-wha— Hey!,2
Reynn:Where are we now?,Reynn,Where are we now?,4
???:Visitors? What an unusual surprise!,? ? ?,Visitors? What an unusual surprise!,5
"Reynn:Um, who are you? And...wherearewe?",Reynn,"Um, who are you? And...where are we?",5
"Girl Who Forgot Her Name:My name is... Huh? It was right there on the tip of my tongue. Use it or lose it, I suppose.",Girl Who Forgot Her Name,"My name is... Huh? It was right there on the tip of my tongue. Use it or lose it, I suppose.",21
"Girl Who Forgot Her Name:Oh, but this is my tearoom. So who are you? Will you join me for tea?",Girl Who Forgot Her Name,"Oh, but this is my tearoom. So who are you? Will you join me for tea?",16
