Original,Character,Dialogue,Wordcount
"NPC 1: You're really something. Okay, I'm a man of my word, here you are.",NPC 1,"You're really something. Okay, I'm a man of my word, here you are.",13
NPC 2: Big Bro I'm so mad I'm so so so---mad!,NPC 2,Big Bro I'm so mad I'm so so so---mad!,9
"NPC 1: Shut up! Don't cry, just because you lost!",NPC 1,"Shut up! Don't cry, just because you lost!",8
"NPC 2: Uuuuhh, Bro's fists of steel cut to the bone!",NPC 2,"Uuuuhh, Bro's fists of steel cut to the bone!",9
NPC 1: Take care of it.,NPC 1,Take care of it.,4
NPCs: Big Bro Get a hold of yourself.,NPCs,Big Bro Get a hold of yourself.,7
NPC: Hey man. Got a minute? I need to talk...man to man.,NPC,Hey man. Got a minute? I need to talk...man to man.,11
Cloud: ......,Cloud,......,1
"NPC: Really! I really appreciate it. ......I'm sorry but, young lady? Would you turn the other way, for a second?",NPC,"Really! I really appreciate it. ......I'm sorry but, young lady? Would you turn the other way, for a second?",19
Aeris: Why......?,Aeris,Why......?,1
Cloud: ......Aeris.,Cloud,......Aeris.,1
Aeris: Gosh!,Aeris,Gosh!,1
"NPC: I'm sorry, lady. Now here's the thing. Do you know that vending machine in the Inn? I'm itchin' to know what they're selling in it. I just can't ask a girl to go get it. What? Why don't I buy it myself? Well to tell you the truth, I got in a fight with the guy at the Inn and can't go there anymore. Come on, so how 'bout it?",NPC,"I'm sorry, lady. Now here's the thing. Do you know that vending machine in the Inn? I'm itchin' to know what they're selling in it. I just can't ask a girl to go get it. What? Why don't I buy it myself? Well to tell you the truth, I got in a fight with the guy at the Inn and can't go there anymore. Come on, so how 'bout it?",70
Cloud: ......,Cloud,......,1
"NPC: Good, thanks. I'll be waitin' here when you're done.",NPC,"Good, thanks. I'll be waitin' here when you're done.",9
NPC: Sorry about that. Just forget it.,NPC,Sorry about that. Just forget it.,6
Aeris: Finished?,Aeris,Finished?,1
NPC: Sorry about that. Just forget it.,NPC,Sorry about that. Just forget it.,6
NPC: Good luck.,NPC,Good luck.,2
NPC: How was it?,NPC,How was it?,3
Cloud: Not yet.,Cloud,Not yet.,2
"NPC: Hmm, I'm countin' on you.",NPC,"Hmm, I'm countin' on you.",5
Innkeep: Welcome. It'll be 10 Gil per night.,Innkeep,Welcome. It'll be 10 Gil per night.,7
Cloud: He means this?,Cloud,He means this?,3
Cloud: I don't have enough money. I'll get him the other one.,Cloud,I don't have enough money. I'll get him the other one.,11
Innkeeper: Thank you very much. Please come again.,Innkeeper,Thank you very much. Please come again.,7
Innkeeper: You don't have enough money.,Innkeeper,You don't have enough money.,5
"Innkeeper: All right then......, please come again.",Innkeeper,"All right then......, please come again.",6
Cloud: I got it.,Cloud,I got it.,3
"NPC: Oh, really!! Hey!",NPC,"Oh, really!! Hey!",3
Aeris: Geez.,Aeris,Geez.,1
"NPC: And, what was it?",NPC,"And, what was it?",4
"NPC: A protein drink set. That jerk. I'm gonna do so much more business than him, his head'll spin. Thanks, bud. I'm motivated now. Take this, it's not much......",NPC,"A protein drink set. That jerk. I'm gonna do so much more business than him, his head'll spin. Thanks, bud. I'm motivated now. Take this, it's not much......",28
"On-screen: Received Key Item ""Diamond Tiara""!",On-screen,"Received Key Item ""Diamond Tiara""!",5
"NPC: A Stamina Drink Set. That jerk. I'm gonna do so much more business than him, his head'll spin. Thanks, bud. I'm motivated now. Take this, it's not much......",NPC,"A Stamina Drink Set. That jerk. I'm gonna do so much more business than him, his head'll spin. Thanks, bud. I'm motivated now. Take this, it's not much......",28
"On-screen: Received Key Item ""Ruby Tiara""!",On-screen,"Received Key Item ""Ruby Tiara""!",5
"NPC: A Muscle Relaxing Cream Set. That jerk. I'm gonna do so much more business than him, his head'll spin. Thanks, bud. I'm motivated now. Take this, it's not much......",NPC,"A Muscle Relaxing Cream Set. That jerk. I'm gonna do so much more business than him, his head'll spin. Thanks, bud. I'm motivated now. Take this, it's not much......",29
"On-screen: Received Key Item ""Glass Tiara""!",On-screen,"Received Key Item ""Glass Tiara""!",5
NPC: Come by again. I'll still be here doin' business.,NPC,Come by again. I'll still be here doin' business.,9
"NPC: I'm sorry, we're sold out and I've got nothing for you.",NPC,"I'm sorry, we're sold out and I've got nothing for you.",11
NPC: Welcome! Sit wherever you like!,NPC,Welcome! Sit wherever you like!,5
NPC: Have a seat over here.,NPC,Have a seat over here.,5
"NPC: Yes, what will you have?",NPC,"Yes, what will you have?",5
Cloud: Hmm...,Cloud,Hmm...,1
Cloud: One Korean B.B.Q. Plate.,Cloud,One Korean B.B.Q. Plate.,4
Cloud: One Sushi Plate.,Cloud,One Sushi Plate.,3
Cloud: One Today's Special.,Cloud,One Today's Special.,3
"NPC: Comin' up! In this store, you pay first. It'll be 70 Gil.",NPC,"Comin' up! In this store, you pay first. It'll be 70 Gil.",12
NPC: Hey! Cancel that order! Excuse me! You can't come in here and order things without any money. Come again...when you have money.,NPC,Hey! Cancel that order! Excuse me! You can't come in here and order things without any money. Come again...when you have money.,22
NPC: Thank you. Just a second. There you go. Enjoy.,NPC,Thank you. Just a second. There you go. Enjoy.,9
Cloud: ............,Cloud,............,1
"NPC: Thank you. Here's an item coupon for the Pharmacy. You can exchange it for one item there. We're out of coupons, so we stopped giving them away. Watch for our NEXT promotion!",NPC,"Thank you. Here's an item coupon for the Pharmacy. You can exchange it for one item there. We're out of coupons, so we stopped giving them away. Watch for our NEXT promotion!",32
"On-screen: Received Key Item ""Pharmacy Coupon""!",On-screen,"Received Key Item ""Pharmacy Coupon""!",5
NPC: Thank you very much!,NPC,Thank you very much!,4
"NPC: Whoa! Why don't you say something, if you're standing there?",NPC,"Whoa! Why don't you say something, if you're standing there?",10
"NPC: Oh, you have a coupon. Then please select any one medicine you like.",NPC,"Oh, you have a coupon. Then please select any one medicine you like.",13
NPC: Here you are.,NPC,Here you are.,3
"On-screen: Received Key Item ""Disinfectant""!",On-screen,"Received Key Item ""Disinfectant""!",4
NPC: Here you are.,NPC,Here you are.,3
"On-screen: Received Key Item ""Deodorant""!",On-screen,"Received Key Item ""Deodorant""!",4
NPC: Here you are.,NPC,Here you are.,3
"On-screen: Received Key Item ""Digestive""!",On-screen,"Received Key Item ""Digestive""!",4
"NPC 1: Hey, could you do somethin' for me? Someone's been in there all day and they're not comin' out. I can't hold it anymore!",NPC 1,"Hey, could you do somethin' for me? Someone's been in there all day and they're not comin' out. I can't hold it anymore!",23
NPC 2: HEY...someone's IN here... Don't look!,NPC 2,HEY...someone's IN here... Don't look!,5
NPC 2: Got any medicine on you? I'm too hyper...and......ugh......,NPC 2,Got any medicine on you? I'm too hyper...and......ugh......,8
NPC 2: What......urk......,NPC 2,What......urk......,1
NPC 2: Huh? You'll really give me some? Thanks.,NPC 2,Huh? You'll really give me some? Thanks.,7
"NPC 2: Phew, I feel better now. This is for your kindness.",NPC 2,"Phew, I feel better now. This is for your kindness.",10
"On-screen: Received Key Item ""Sexy Cologne""!",On-screen,"Received Key Item ""Sexy Cologne""!",5
"NPC 2: What is this...? Oh well. It didn't do a thing, but thanks anyways. Here, this is for your kindness.",NPC 2,"What is this...? Oh well. It didn't do a thing, but thanks anyways. Here, this is for your kindness.",19
"On-screen: Received Key Item ""Cologne""!",On-screen,"Received Key Item ""Cologne""!",4
"NPC 2: What is this...? Oh well. It didn't do a thing, but thanks anyways. Here, this is for your kindness.",NPC 2,"What is this...? Oh well. It didn't do a thing, but thanks anyways. Here, this is for your kindness.",19
"On-screen: Received Key Item ""Flower Cologne""!",On-screen,"Received Key Item ""Flower Cologne""!",5
NPC 2: Whoops!,NPC 2,Whoops!,1
"Bouncer: The Honey Bee Inn is a private club. Only members can go in. Shoo, shoo.",Bouncer,"The Honey Bee Inn is a private club. Only members can go in. Shoo, shoo.",15
"Johnny: Nope, I just can't make up my mind. Here, you take this. You won't be able to get in without it.",Johnny,"Nope, I just can't make up my mind. Here, you take this. You won't be able to get in without it.",21
"On-screen: Received Key Item ""Member's Card""",On-screen,"Received Key Item ""Member's Card""",5
Johnny: .........,Johnny,.........,1
"Bouncer: Hey! Is that a ""Member's Card"" I see shining in your hot little hand? Please, come in.",Bouncer,"Hey! Is that a ""Member's Card"" I see shining in your hot little hand? Please, come in.",17
Cloud: ...Hmm. That's how you'll fool them.,Cloud,...Hmm. That's how you'll fool them.,6
Aeris: .........Hmmmmmmm. So that's how you fooled them.,Aeris,.........Hmmmmmmm. So that's how you fooled them.,7
Cloud: Let's go!!,Cloud,Let's go!!,2
"NPC: Mmm! Please, please!",NPC,"Mmm! Please, please!",3
"NPC: Poo, I uh, mean, Sir... Hurry...",NPC,"Poo, I uh, mean, Sir... Hurry...",6
"NPC: Please choose a room. (Gosh, he's so weird... but then again, they all are.)",NPC,"Please choose a room. (Gosh, he's so weird... but then again, they all are.)",14
On-screen: The Lover's Room,On-screen,The Lover's Room,3
On-screen: The Queen's Room,On-screen,The Queen's Room,3
On-screen: The Group Room,On-screen,The Group Room,3
On-screen: The &$#% Room,On-screen,The &$#% Room,3
"NPC: Paste, paste, paste... (Oh God...here's another one of those guys. You know, the delicate type. Just ignore him, just ignore him.)",NPC,"Paste, paste, paste... (Oh God...here's another one of those guys. You know, the delicate type. Just ignore him, just ignore him.)",21
"NPC: Fluff, fluff, fluff... (Hmm...! I guess he doesn't realize his position. I feel sorry for him. Just ignore him, just ignore him.)",NPC,"Fluff, fluff, fluff... (Hmm...! I guess he doesn't realize his position. I feel sorry for him. Just ignore him, just ignore him.)",22
"NPC: Pita, pita, pita... (God, what a pest! All right, get out of here! You dog...) (That's it, I'll name him 'pooch'.)",NPC,"Pita, pita, pita... (God, what a pest! All right, get out of here! You dog...) (That's it, I'll name him 'pooch'.)",21
"NPC: Mix, mix, mix...... (What should I do... Is he following me? Really? What if he follows me home...?) (Poochy'll do it, I'm sure of it...)",NPC,"Mix, mix, mix...... (What should I do... Is he following me? Really? What if he follows me home...?) (Poochy'll do it, I'm sure of it...)",25
"NPC: Shake, shake, shake... (You think he's after me? Really? This guy makes me sick... And his eyes are weird too...) (Yeah, don't hurt these guys' feelings. Let's at least say 'hi' to him.)",NPC,"Shake, shake, shake... (You think he's after me? Really? This guy makes me sick... And his eyes are weird too...) (Yeah, don't hurt these guys' feelings. Let's at least say 'hi' to him.)",33
"NPC: Uhh...... Hel...Hello. What a nice day, today.",NPC,"Uhh...... Hel...Hello. What a nice day, today.",7
"Cloud: By the way, I haven't introduced myself yet. I'm Cloud, a jack of all trades.",Cloud,"By the way, I haven't introduced myself yet. I'm Cloud, a jack of all trades.",15
"NPC: Oh, yeah...? Welcome, Cloud. (Gross! Don't get carried away, remember your name is 'Pooch!')",NPC,"Oh, yeah...? Welcome, Cloud. (Gross! Don't get carried away, remember your name is 'Pooch!')",14
NPC: BYE!! (Phew - I'm safe now...),NPC,BYE!! (Phew - I'm safe now...),6
NPC: Take care...Cloud.,NPC,Take care...Cloud.,2
NPC: Eyaaah! Don't!,NPC,Eyaaah! Don't!,2
NPC: Eyaaah! Don't watch!!,NPC,Eyaaah! Don't watch!!,3
"NPC: Hmm, hmm, hmm...... Ohhh, I just can't seem to lose weight. Hmm, hmm, hmm... Sir!! You can't come in here. (Yuk......a pervert...)",NPC,"Hmm, hmm, hmm...... Ohhh, I just can't seem to lose weight. Hmm, hmm, hmm... Sir!! You can't come in here. (Yuk......a pervert...)",22
"NPC: Oh my!! (...You're still here? Oh well, good timing anyway.) Hey, what do you think about me?",NPC,"Oh my!! (...You're still here? Oh well, good timing anyway.) Hey, what do you think about me?",17
NPC: NO WAY! I'M SO SHOCKED!!,NPC,NO WAY! I'M SO SHOCKED!!,5
NPC: Oh my!! Are you embarrassed? (Man!! Why are you so moody...),NPC,Oh my!! Are you embarrassed? (Man!! Why are you so moody...),11
"NPC: Hmm, hmm, hmm, hmm...... Hmm, hmm, hmm, hmm... Hmm, hmm, hmm, hmm... Phew...... ...it's so tiring. Oh!! Is something the matter?",NPC,"Hmm, hmm, hmm, hmm...... Hmm, hmm, hmm, hmm... Hmm, hmm, hmm, hmm... Phew...... ...it's so tiring. Oh!! Is something the matter?",21
NPC: OH......!!,NPC,OH......!!,1
"NPC: Hmph......!! Listen you, not that it matters, but you sure do know how to make people mad.",NPC,"Hmph......!! Listen you, not that it matters, but you sure do know how to make people mad.",17
Cloud: Looks like this room's being used.,Cloud,Looks like this room's being used.,6
Cloud: ............,Cloud,............,1
Cloud: ......Wooo...ow!!,Cloud,......Wooo...ow!!,1
On-screen: Use directional buttons to look around,On-screen,Use directional buttons to look around,6
Cloud: Looks like it's unoccupied.,Cloud,Looks like it's unoccupied.,4
Cloud: ............,Cloud,............,1
Cloud: I'll take this room.,Cloud,I'll take this room.,4
"NPC: All right. Now all we have to do is enter the room. You're not going to have a change of heart, are you?",NPC,"All right. Now all we have to do is enter the room. You're not going to have a change of heart, are you?",23
"NPC: Oh, don't be angry with me... (Geez...this one's probably the violent type...) All right, please.",NPC,"Oh, don't be angry with me... (Geez...this one's probably the violent type...) All right, please.",15
NPC: There you are. Enjoy yourself (You moody creepo!),NPC,There you are. Enjoy yourself (You moody creepo!),8
Cloud: I wonder if they'd change it if I asked.,Cloud,I wonder if they'd change it if I asked.,9
Cloud: I've changed my mind... ......I want to change rooms.,Cloud,I've changed my mind... ......I want to change rooms.,9
"NPC: Oh, yes sir. (So indecisive...) All right, please.",NPC,"Oh, yes sir. (So indecisive...) All right, please.",8
Cloud: Hmm......? You......? What are you doing in a place like this?,Cloud,Hmm......? You......? What are you doing in a place like this?,11
NPC: That's what I want to ask you. Should you be foolin' around here? You think problems will just go away just thinkin' about them? Oh no! Help! Someone...! Hurry! You can't change anything by just sitting back and looking at it.,NPC,That's what I want to ask you. Should you be foolin' around here? You think problems will just go away just thinkin' about them? Oh no! Help! Someone...! Hurry! You can't change anything by just sitting back and looking at it.,41
Cloud: What are you saying?,Cloud,What are you saying?,4
NPC: It's started moving.,NPC,It's started moving.,3
Cloud: What has?,Cloud,What has?,2
"NPC: Wake up! rub, rub, rub... rub, rub, rub, rub... thump...pound... thump...pound... poik...poik... ...squish.",NPC,"Wake up! rub, rub, rub... rub, rub, rub, rub... thump...pound... thump...pound... poik...poik... ...squish.",13
Cloud: Uh...OW...!!,Cloud,Uh...OW...!!,1
On-screen: Cloud's HP/MP Restored!,On-screen,Cloud's HP/MP Restored!,3
"NPC: Wake up!! Wake up!! Phew, I'm so relieved.",NPC,"Wake up!! Wake up!! Phew, I'm so relieved.",8
Mukki: Bubby!! I heard you collapsed.,Mukki,Bubby!! I heard you collapsed.,5
"Mukki: No, no, no. Don't get so uptight.",Mukki,"No, no, no. Don't get so uptight.",7
Mukki: Hmm...? They say youth is so long but so short. Let's give this next one your best shot.,Mukki,Hmm...? They say youth is so long but so short. Let's give this next one your best shot.,18
"Mukki: Time's up. Bye, bubby.",Mukki,"Time's up. Bye, bubby.",4
Mukki: Don't get depressed over a thing like this. It happens to me all the time.,Mukki,Don't get depressed over a thing like this. It happens to me all the time.,15
"NPC: I'm so sorry... There's a lot of 'adult' things going on... For your inconvenience, Please take this, okay?",NPC,"I'm so sorry... There's a lot of 'adult' things going on... For your inconvenience, Please take this, okay?",18
"On-screen: Received Key Item ""Lingerie""!",On-screen,"Received Key Item ""Lingerie""!",4
"Cloud: What, this rag? For me!? I just don't get it.",Cloud,"What, this rag? For me!? I just don't get it.",10
"NPC: This way, please.",NPC,"This way, please.",3
"NPC: Shall we begin? I guess since you chose this room, that would mean you... Hate being lonely?",NPC,"Shall we begin? I guess since you chose this room, that would mean you... Hate being lonely?",17
Cloud: I'm always alone.,Cloud,I'm always alone.,3
Cloud: I don't want to talk right now.,Cloud,I don't want to talk right now.,7
"NPC: All right, all right. (...geez, you're so moody!) Come on, everyone's waiting.",NPC,"All right, all right. (...geez, you're so moody!) Come on, everyone's waiting.",12
"NPC: Here they are. All right, everyone.",NPC,"Here they are. All right, everyone.",6
"Mukki: Wassup!! (Smile, smile, smile...)",Mukki,"Wassup!! (Smile, smile, smile...)",4
Cloud: Oh man... What should I do...?,Cloud,Oh man... What should I do...?,6
Cloud: I've got no time to mess around with you. Outta my way!,Cloud,I've got no time to mess around with you. Outta my way!,12
Cloud: Looks like I'm always going to be facing crises all my life...,Cloud,Looks like I'm always going to be facing crises all my life...,12
"Mukki: ...heave...pant... Don't be so embarrassed! Loosen up, bubby! ...heave...pant... Let's wash off all our sweat and dirt together!",Mukki,"...heave...pant... Don't be so embarrassed! Loosen up, bubby! ...heave...pant... Let's wash off all our sweat and dirt together!",18
NPC: Wassup!!,NPC,Wassup!!,1
"Mukki: Bubby! You're the intimate type, huh!!",Mukki,"Bubby! You're the intimate type, huh!!",6
Mukki: ...heave...pant... Wow!! Would ya look at that!,Mukki,...heave...pant... Wow!! Would ya look at that!,7
Mukki: Isn't bathing great...? It soothes your heart.,Mukki,Isn't bathing great...? It soothes your heart.,7
"Mukki: How is it, bubby!? Feels good, huh?",Mukki,"How is it, bubby!? Feels good, huh?",7
Cloud: I don't feel good. Let me out...,Cloud,I don't feel good. Let me out...,7
Cloud: Too stuffy in here...,Cloud,Too stuffy in here...,4
Mukki: You'll get used to it. Try counting to ten.,Mukki,You'll get used to it. Try counting to ten.,9
Cloud: Ten... Nine...,Cloud,Ten... Nine...,2
"Mukki: Hey bubby, how old are you?",Mukki,"Hey bubby, how old are you?",6
Cloud: Eight... Twenty one...,Cloud,Eight... Twenty one...,3
"Mukki: You're less than half my age. I'm so jealous. So how 'bout it...? Do you wanna join my ""Young bubby's"" group?",Mukki,"You're less than half my age. I'm so jealous. So how 'bout it...? Do you wanna join my ""Young bubby's"" group?",21
Cloud: Seven... Six... Maybe in another life.,Cloud,Seven... Six... Maybe in another life.,6
"Cloud: Seven... Six... Not to be rude or anything, but could you go do someone else?",Cloud,"Seven... Six... Not to be rude or anything, but could you go do someone else?",15
"Mukki: Well, if that's how you feel...too bad. We have a trip planned at a cabin out in the country.",Mukki,"Well, if that's how you feel...too bad. We have a trip planned at a cabin out in the country.",19
"Cloud: Five... Four... Three... Two... One... Alright, that's ten. I'm gettin' out.",Cloud,"Five... Four... Three... Two... One... Alright, that's ten. I'm gettin' out.",11
Mukki: Why don't you stick around and play a bit? Daddy's so lonely...,Mukki,Why don't you stick around and play a bit? Daddy's so lonely...,12
Mukki: Bubby!! This is important to me. Here's a memento of our time together!,Mukki,Bubby!! This is important to me. Here's a memento of our time together!,13
"On-screen: Received Key Item ""Bikini briefs""!",On-screen,"Received Key Item ""Bikini briefs""!",5
Mukki: Hope we meet again!,Mukki,Hope we meet again!,4
"Cloud: This is SOME underwear... I'm supposed to wear this...? Well, if it's to save Tifa... I guess there's no way around.",Cloud,"This is SOME underwear... I'm supposed to wear this...? Well, if it's to save Tifa... I guess there's no way around.",21
Cloud: ............,Cloud,............,1
Cloud: If I were to dress up like a woman... Then I've got to really prepare carefully. Seems like I could put makeup on here.,Cloud,If I were to dress up like a woman... Then I've got to really prepare carefully. Seems like I could put makeup on here.,24
Cloud: I have a favor to ask of you. Can you put makeup on me too?,Cloud,I have a favor to ask of you. Can you put makeup on me too?,15
"NPC: ...paste, paste, paste...... Oh...my......",NPC,"...paste, paste, paste...... Oh...my......",4
NPC: ...............oh my......,NPC,...............oh my......,2
"NPC: OK, b-y-e!",NPC,"OK, b-y-e!",2
"NPC: Uh, sir!! It's almost closing time... So, please remember any personal belongings.",NPC,"Uh, sir!! It's almost closing time... So, please remember any personal belongings.",12
Aeris: Hey!! Cloud!!,Aeris,Hey!! Cloud!!,2
"NPC: I bought some pretty flowers from Aeris. 500 gil, a little expensive. Well, at least I got her name.",NPC,"I bought some pretty flowers from Aeris. 500 gil, a little expensive. Well, at least I got her name.",19
"NPC: Uuuuuuh! I want flowers too! But, I get so nervous in front of cute girls... It just seems natural to get cautious...",NPC,"Uuuuuuh! I want flowers too! But, I get so nervous in front of cute girls... It just seems natural to get cautious...",22
"Owner: Looks like you're all set. Now try it on, and let's see how it fits.",Owner,"Looks like you're all set. Now try it on, and let's see how it fits.",15
Clerk: Looks like you got it. So try it on for size.,Clerk,Looks like you got it. So try it on for size.,11
Aeris: Aren't you going to change?,Aeris,Aren't you going to change?,5
"Owner: Hmm, not bad. This may be a new business for me.",Owner,"Hmm, not bad. This may be a new business for me.",11
"Clerk: Yeah, you're right. Should we try it? Thanks for showing us something new. My father's got his motivation back now, So the dress is on the house.",Clerk,"Yeah, you're right. Should we try it? Thanks for showing us something new. My father's got his motivation back now, So the dress is on the house.",27
Aeris: Walk more nicely like...this. Miss Cloud.,Aeris,Walk more nicely like...this. Miss Cloud.,6
Cloud: ...What do you mean 'nicely'?,Cloud,...What do you mean 'nicely'?,5
"Aeris: Oh you're so cute, Miss Cloud.",Aeris,"Oh you're so cute, Miss Cloud.",6
"Aeris: Aaah, I want one. Do you have one that'll look good on me too?",Aeris,"Aaah, I want one. Do you have one that'll look good on me too?",14
Clerk: How's this?,Clerk,How's this?,2
Owner: How about that one?,Owner,How about that one?,4
"Clerk: Father, what are you talking about? This one's much better.",Clerk,"Father, what are you talking about? This one's much better.",10
"Owner: No, what are you saying? This one.",Owner,"No, what are you saying? This one.",7
Aeris: ...I want THIS one.,Aeris,...I want THIS one.,4
Clerk: Huh?,Clerk,Huh?,1
Owner: Huh?,Owner,Huh?,1
Aeris: I'm going to go change.,Aeris,I'm going to go change.,5
Aeris: ......No peeking!,Aeris,......No peeking!,2
Aeris: So? How do I look?,Aeris,So? How do I look?,5
"Aeris: Oh, you're no fun!",Aeris,"Oh, you're no fun!",4
"Owner: Hmm, good. It looks good on you.",Owner,"Hmm, good. It looks good on you.",7
Owner: ...Hmm. It's REALLY somethin'.,Owner,...Hmm. It's REALLY somethin'.,4
"Cloud: What's wrong, Aeris?",Cloud,"What's wrong, Aeris?",3
"Aeris: ...What is it? Are you going outside like that? I mean, that's okay with me, but...",Aeris,"...What is it? Are you going outside like that? I mean, that's okay with me, but...",16
"Cloud: ...Oh, yeah.",Cloud,"...Oh, yeah.",2
"Aeris: Get a hold of yourself, Ms. Cloud.",Aeris,"Get a hold of yourself, Ms. Cloud.",7
"NPC: Yeow!! Hey, Princess!!",NPC,"Yeow!! Hey, Princess!!",3
"NPC: Ummm, not quite there.",NPC,"Ummm, not quite there.",4
"NPC: Ehhhh, so so.",NPC,"Ehhhh, so so.",3
"NPC: Hmm, pretty good.",NPC,"Hmm, pretty good.",3
"Guard: Damn!! Your friend's hot, too! Come in, come in!! Two ladies coming through!!",Guard,"Damn!! Your friend's hot, too! Come in, come in!! Two ladies coming through!!",13
"NPC: Hey, ladies. I'll go and let the Don know you're here. Wait here. Don't go wandering around...",NPC,"Hey, ladies. I'll go and let the Don know you're here. Wait here. Don't go wandering around...",17
Aeris: Now's our chance. Let's find Tifa.,Aeris,Now's our chance. Let's find Tifa.,6
Aeris: I wonder where she is...,Aeris,I wonder where she is...,5
On-screen: Closed...,On-screen,Closed...,1
On-screen: Office of The Don Corneo Keep Out!,On-screen,Office of The Don Corneo Keep Out!,7
Aeris: ...Tifa?,Aeris,...Tifa?,1
Aeris: Nice to meet you. I'm Aeris. Cloud's told me a lot about you.,Aeris,Nice to meet you. I'm Aeris. Cloud's told me a lot about you.,13
Tifa: ...And you are? Hey you're the one with Cloud in the park...,Tifa,...And you are? Hey you're the one with Cloud in the park...,12
"Aeris: Right, with Cloud.",Aeris,"Right, with Cloud.",3
Tifa: Oh......,Tifa,Oh......,1
Aeris: Don't worry. We just met. It's nothing.,Aeris,Don't worry. We just met. It's nothing.,7
"Tifa: What do you mean, 'Don't worry'...about what?",Tifa,"What do you mean, 'Don't worry'...about what?",7
"Tifa: No, don't misunderstand. Cloud and I grew up together. Nothing more.",Tifa,"No, don't misunderstand. Cloud and I grew up together. Nothing more.",11
"Aeris: Poor Cloud, having to stand here and listen to both of us call him nothing.",Aeris,"Poor Cloud, having to stand here and listen to both of us call him nothing.",15
"Aeris: Right, Cloud?",Aeris,"Right, Cloud?",2
Tifa: Cloud?,Tifa,Cloud?,1
"Aeris: Embarrassed? Come on, speak up!",Aeris,"Embarrassed? Come on, speak up!",5
Tifa: Cloud!?,Tifa,Cloud!?,1
"Tifa: Why are you dressed like that!? And what are you doing here!? Forget that, what happened to you after the fall!? Are you hurt!?",Tifa,"Why are you dressed like that!? And what are you doing here!? Forget that, what happened to you after the fall!? Are you hurt!?",24
"Cloud: Hey, give me a chance to answer.",Cloud,"Hey, give me a chance to answer.",7
Cloud: I'm dressed like this...... because there was no other way to get in here.,Cloud,I'm dressed like this...... because there was no other way to get in here.,14
Cloud: I'm all right. Aeris helped me out.,Cloud,I'm all right. Aeris helped me out.,7
"Tifa: Oh, Aeris did...",Tifa,"Oh, Aeris did...",3
"Cloud: Tifa, explain. What are you doing in a place like this?",Cloud,"Tifa, explain. What are you doing in a place like this?",11
"Tifa: Yeah, ummm......",Tifa,"Yeah, ummm......",2
Aeris: Ahem!! I'll just plug my ears.,Aeris,Ahem!! I'll just plug my ears.,6
"Aeris: Please, go on with your private conversation.",Aeris,"Please, go on with your private conversation.",7
"Aeris: Hey, what's the secret?",Aeris,"Hey, what's the secret?",4
Tifa: ...I'm glad you're OK.,Tifa,...I'm glad you're OK.,4
Cloud: Thanks. What happened?,Cloud,Thanks. What happened?,3
"Tifa: When we got back from the Number 5 reactor, there was this weird man. So Barret caught him and squeezed some information out of him.",Tifa,"When we got back from the Number 5 reactor, there was this weird man. So Barret caught him and squeezed some information out of him.",25
Cloud: That's when the Don's name popped up.,Cloud,That's when the Don's name popped up.,7
"Tifa: Right, Don Corneo. Barret told me to leave the lech alone... But something's been bothering me.",Tifa,"Right, Don Corneo. Barret told me to leave the lech alone... But something's been bothering me.",16
Cloud: I see. So you wanted to get the story straight from Corneo's mouth.,Cloud,I see. So you wanted to get the story straight from Corneo's mouth.,13
"Tifa: So I made it here, but now I'm in a bind. Corneo is looking for a bride. Everyday, he gets three girls, chooses one of them, and then... ...and, well...... Anyway, I have to be the girl ...or I'm out for tonight.",Tifa,"So I made it here, but now I'm in a bind. Corneo is looking for a bride. Everyday, he gets three girls, chooses one of them, and then... ...and, well...... Anyway, I have to be the girl ...or I'm out for tonight.",42
"Aeris: Sorry...but I overheard... If you know the three girls, there's no problem, right?",Aeris,"Sorry...but I overheard... If you know the three girls, there's no problem, right?",13
"Tifa: I guess so, but...",Tifa,"I guess so, but...",4
"Aeris: We have two here, right?",Aeris,"We have two here, right?",5
"Cloud: No, Aeris! I can't have you get involved.",Cloud,"No, Aeris! I can't have you get involved.",8
Aeris: Oh? So it's all right for Tifa to be in danger?,Aeris,Oh? So it's all right for Tifa to be in danger?,11
"Cloud: No, I don't want Tifa in...",Cloud,"No, I don't want Tifa in...",6
Tifa: Is it all right?,Tifa,Is it all right?,4
Aeris: I grew up in the slums... I'm used to danger. Do you trust me?,Aeris,I grew up in the slums... I'm used to danger. Do you trust me?,14
"Tifa: Yes. Thanks, Ms. Aeris.",Tifa,"Yes. Thanks, Ms. Aeris.",4
Aeris: Call me Aeris.,Aeris,Call me Aeris.,3
"NPC: He---y!! It's time, ladies. The Don is waiting! I told you not to wander around... I tell ya, women nowadays... Hurry up, will ya!",NPC,"He---y!! It's time, ladies. The Don is waiting! I told you not to wander around... I tell ya, women nowadays... Hurry up, will ya!",24
Cloud: I probably don't need to ask but the other girl is...... Me......right?,Cloud,I probably don't need to ask but the other girl is...... Me......right?,12
"Tifa: You're right, there was no need...",Tifa,"You're right, there was no need...",6
Aeris: ...to ask.,Aeris,...to ask.,2
"Tifa: Ha ha...You know, if you look closely, you're not so bad... I wonder what Barret would say if he could see you now...",Tifa,"Ha ha...You know, if you look closely, you're not so bad... I wonder what Barret would say if he could see you now...",23
Aeris: They're going to get suspicious if we don't hurry.,Aeris,They're going to get suspicious if we don't hurry.,9
