Original,Character,Dialogue,Wordcount
Barret: Which makes you the perfect choice to look after Jessie and Marlene.,Barret,Which makes you the perfect choice to look after Jessie and Marlene.,12
"Barret: Let's get this show on the road... to Mako Reactor 5! Once you've got your gear in order, head to the station for the meet. Got it?",Barret,"Let's get this show on the road... to Mako Reactor 5! Once you've got your gear in order, head to the station for the meet. Got it?",27
"Barret: This'll help you get squared away. Don't tell me I never did nothing for ya. I'm counting on you, SOLDIER boy...",Barret,"This'll help you get squared away. Don't tell me I never did nothing for ya. I'm counting on you, SOLDIER boy...",21
"Wedge: Ah, forgot to give this to you, bro. Your prize for taking the top spot on the darts leaderboard. You earned it. After you guys come back from the plate, maybe we can play a round together?",Wedge,"Ah, forgot to give this to you, bro. Your prize for taking the top spot on the darts leaderboard. You earned it. After you guys come back from the plate, maybe we can play a round together?",37
Jessie: Relegated to stagehand once again. I'm starting to think I'll never have a starring role...,Jessie,Relegated to stagehand once again. I'm starting to think I'll never have a starring role...,15
Cloud: There's always next time.,Cloud,There's always next time.,4
"Jessie: What's this? Words of encouragement? (chuckles) Thanks, I need them.",Jessie,"What's this? Words of encouragement? (chuckles) Thanks, I need them.",10
"(Upon talking to Jessie again if the player selected ""No promises"" in response to her on the previous day. After this, her usual lines will repeat.)Jessie: Hurry back now. You don't want my home-cooked pizza to get cold.", Jessie,Hurry back now. You don't want my home-cooked pizza to get cold.,12
"Tifa: Alright, let's get going.",Tifa,"Alright, let's get going.",4
Cloud: Sure...afteryou take a deep breath.,Cloud,Sure...after you take a deep breath.,5
Tifa: Huh?,Tifa,Huh?,1
Cloud: I can tell you're nervous.,Cloud,I can tell you're nervous.,5
"Tifa: That obvious, huh?",Tifa,"That obvious, huh?",3
Tifa: Okay. I'm ready now.,Tifa,Okay. I'm ready now.,4
New Recruit: Sir... I got my hands on tickets for theLovelessmusical. Would you like to go with me?,New Recruit,Sir... I got my hands on tickets for the Loveless musical. Would you like to go with me?,16
"Senior Officer: You do realize, we're on duty. The slums are Avalanche territory. Stay sharp.",Senior Officer,"You do realize, we're on duty. The slums are Avalanche territory. Stay sharp.",13
"New Recruit: Right. Sorry, sir! It's just that...never mind.",New Recruit,"Right. Sorry, sir! It's just that...never mind.",7
"New Recruit: I heard they've deployed SOLDIER operatives, too. It's been a while since they'd done that. I wanted to be a SOLDIER, but as you can see",New Recruit,"I heard they've deployed SOLDIER operatives, too. It's been a while since they'd done that. I wanted to be a SOLDIER, but as you can see—",26
Senior Officer: Cut the chatter. We're working!,Senior Officer,Cut the chatter. We're working!,5
"New Recruit: Right! Sorry, sir.",New Recruit,"Right! Sorry, sir.",3
"Senior Officer: You're not Avalanche, are you?",SeniorOfficer,"You're not Avalanche, are you?",5
New Recruit: Oh man... A bomb threat? I'm not ready for this...,NewRecruit,Oh man... A bomb threat? I'm not ready for this...,10
Senior Officer: Seen anything suspicious?,SeniorOfficer,Seen anything suspicious?,3
New Recruit: I don't know who's scarierAvalanche or my superior.,NewRecruit,I don't know who's scarier—Avalanche or my superior.,8
Chadley: Cloud. You have exceeded my expectations.,Chadley,Cloud. You have exceeded my expectations.,6
"Barret: Alright, people. Mission starts the moment we board that train. You sure you ready for this?",Barret,"Alright, people. Mission starts the moment we board that train. You sure you ready for this?",16
On-screen: Get on the train?,On-screen,Get on the train?,4
"Barret: Well then, what're you waiting for!? Finish up so we can get going.",Barret,"Well then, what're you waiting for!? Finish up so we can get going.",13
Tifa: Do you think Biggs is...on schedule?,Tifa,Do you think Biggs is...on schedule?,6
Barret: All we can do is hope...,Barret,All we can do is hope...,6
"Cloud: Today really gotta be the day, huh?",Cloud,"Today really gotta be the day, huh?",7
"Barret: Ain't no stopping this train we're on, son. A lotta people risked their lives to get it rolling... Already put the word out more's coming, too... ""Shut them all down by today, or we shut another down for you."" Ain't on us. Not us...",Barret,"Ain't no stopping this train we're on, son. A lotta people risked their lives to get it rolling... Already put the word out more's coming, too... ""Shut them all down by today, or we shut another down for you."" Ain't on us. Not us...",44
Barret: Play it cool.,Barret,Play it cool.,3
"Announcement: This is an announcement from the Shinra Electric Power Company. The terrorist group ""Avalanche"" has issued another bomb threat. In response, we have raised the threat level and entered a state of heightened alert. All lines are currently experiencing delays. We anticipate that our arrival at Sector 4 will be later than scheduled.",Announcement,"This is an announcement from the Shinra Electric Power Company. The terrorist group ""Avalanche"" has issued another bomb threat. In response, we have raised the threat level and entered a state of heightened alert. All lines are currently experiencing delays. We anticipate that our arrival at Sector 4 will be later than scheduled.",53
"Barret: The target's Mako Reactor 5. From the station, we take the backstreets. Once we're inside the facility, it's the same deal as last time.",Barret,"The target's Mako Reactor 5. From the station, we take the backstreets. Once we're inside the facility, it's the same deal as last time.",24
Cloud: Head for mako storage.,Cloud,Head for mako storage.,4
Barret: And thenblowit all to hell.,Barret,And then blow it all to hell.,5
Barret: Let's do this one for Jessie and Wedge. They deserve it.,Barret,Let's do this one for Jessie and Wedge. They deserve it.,11
Tifa: Yeah.,Tifa,Yeah.,1
Cloud: Sure.,Cloud,Sure.,1
Tifa: I didn't think word would spread this fast. There's barely anyone on this train. And none of them look happy to be here.,Tifa,I didn't think word would spread this fast. There's barely anyone on this train. And none of them look happy to be here.,23
Barret: Might stand out as a group. You two stay here.,Barret,Might stand out as a group. You two stay here.,10
Tifa: Cloud.,Tifa,Cloud.,1
Announcement: The train will be passing an ID checkpoint shortly.,Announcement,The train will be passing an ID checkpoint shortly.,9
Tifa: Here comes the first hurdle...,Tifa,Here comes the first hurdle...,5
Cloud: Not much of one.,Cloud,Not much of one.,4
"Tifa: I know, I know. But that doesn't mean I don't have butterflies in my stomach.",Tifa,"I know, I know. But that doesn't mean I don't have butterflies in my stomach.",15
"Tifa: Hey, would you mind keeping an eye on things the next car over? I'm worried there might be trouble.",Tifa,"Hey, would you mind keeping an eye on things the next car over? I'm worried there might be trouble.",19
Cloud: Why's that?,Cloud,Why's that?,2
"Tifa: Barret's always on edge before missions, but you know he's a good guy underneath it all. The people on this train don't.",Tifa,"Barret's always on edge before missions, but you know he's a good guy underneath it all. The people on this train don't.",22
Cloud: He'll be fine.,Cloud,He'll be fine.,3
Tifa: Maybe...but I won't be until I know for sure.,Tifa,Maybe...but I won't be until I know for sure.,9
Cloud: (sighs) Be right back.,Cloud,(sighs) Be right back.,4
Tifa: Thanks.,Tifa,Thanks.,1
"Shinra Middle Manager: So do youstillsupport those terrorists? Avalanche is a blight on Midgar. Their bomb threat has thrown our offices into chaos, let alone the reactor itself. It's total insanity! But we won't lose heart! No! Everyone at Shinra agrees. The reactor will stay online!",Shinra Middle Manager,"So do you still support those terrorists? Avalanche is a blight on Midgar. Their bomb threat has thrown our offices into chaos, let alone the reactor itself. It's total insanity! But we won't lose heart! No! Everyone at Shinra agrees. The reactor will stay online!",43
Barret: Heh. Is that right?,Barret,Heh. Is that right?,4
Shinra Middle Manager: What? You got a problem with that?,Shinra Middle Manager,What? You got a problem with that?,7
"Barret: Do I have aproblemwith that? Oh, you can bet",Barret,"Do I have a problem with that? Oh, you can bet—",9
Cloud: He doesn't.,Cloud,He doesn't.,2
Barret: Hmph. Asshole...,Barret,Hmph. Asshole...,2
Cloud: You know you're better than that.,Cloud,You know you're better than that.,6
"Barret: (hums ""Victory Fanfare"")",Barret,"(hums ""Victory Fanfare"")",3
Announcement: Emergency ID scan in progress.,Announcement,Emergency ID scan in progress.,5
Tifa: No way!,Tifa,No way!,2
"Announcemnet: Unauthorized IDs detected. Threat level: critical. Inspection and containment sweep initiated, commencing at the rear of the train.",Announcemnet,"Unauthorized IDs detected. Threat level critical. Inspection and containment sweep initiated, commencing at the rear of the train.",18
Tifa: Not good!,Tifa,Not good!,2
Barret: Get over here! Now!,Barret,Get over here! Now!,4
Passenger: What the hell!?,Passenger,What the hell—!?,3
"Tifa: Take care of them, Cloud!",Tifa,"Take care of them, Cloud!",5
Cloud: On it.,Cloud,On it.,2
Annoincement: Lockdown protocol initiated. This train car will enter lockdown in three minutes.,Annoincement,Lockdown protocol initiated. This train car will enter lockdown in three minutes.,12
Tifa: You have to get to the next car!,Tifa,You have to get to the next car!,8
"Barret: Keep moving, people!",Barret,"Keep moving, people!",3
NPC: Whadda we do!?,NPC,Whadda we do!?,3
Barret: Get to car two!,Barret,Get to car two!,4
NPC: I...I can't...,NPC,I...I can't...,2
Barret: You wanna survive this? Then move!,Barret,You wanna survive this? Then move!,6
NPC: Y-y-yessir!,NPC,Y-y-yessir!,1
Tifa: Cloud!,Tifa,Cloud!,1
Barret: Move it!,Barret,Move it!,2
Announcement: Lockdown protocol initiated. This train will enter lockdown shortly.,Announcement,Lockdown protocol initiated. This train will enter lockdown shortly.,9
Announcement: Lockdown complete. One unauthorized passenger detained. Inspection will continue until all unauthorized passengers are detained.,Announcement,Lockdown complete. One unauthorized passenger detained. Inspection will continue until all unauthorized passengers are detained.,15
Cloud: Dammit.,Cloud,Dammit.,1
Tifa: Just go! How many are there!?,Tifa,Just go! How many are there!?,6
Announcement: Three unauthorized passengers successfully contained. Neutralizing threat.,Announcement,Three unauthorized passengers successfully contained. Neutralizing threat.,7
Barret: We gotta jump...,Barret,We gotta jump...,3
On-screen: Corkscrew Tunnel,On-screen,Corkscrew Tunnel,2
Cloud: Tifa... Barret...,Cloud,Tifa... Barret...,2
Tifa: Please! You have to get out of here!,Tifa,Please! You have to get out of here!,8
Shinra Middle Manager: Whwhat are you doing!?,Shinra Middle Manager,Wh—what are you doing!?,4
Tifa: Trying to keep you alive.,Tifa,Trying to keep you alive.,5
Shinra Middle Manager: But I work for Shinra. I'm the enemy.,Shinra Middle Manager,But I work for Shinra. I'm the enemy.,8
Tifa: I don't care. I don't want anyone to die. Please!,Tifa,I don't care. I don't want anyone to die. Please!,10
Shinra Middle Manager: I'll look after the others.,Shinra Middle Manager,I'll look after the others.,5
Tifa: My turn!,Tifa,My turn!,2
Cloud: There's no end to them...,Cloud,There's no end to them...,5
Announcement: Three unauthorized passengers successfully contained. Neutralizing threat.,Announcement,Three unauthorized passengers successfully contained. Neutralizing threat.,7
"Barret: Looks like you're right, SOLDIER boy.",Barret,"Looks like you're right, SOLDIER boy.",6
Cloud: Screw this.,Cloud,Screw this.,2
Barret: Huh?,Barret,Huh?,1
Cloud: The station will be crawling with security. We gotta jump.,Cloud,The station will be crawling with security. We gotta jump.,10
Barret: Screwthat!,Barret,Screw that!,1
Cloud: Need to slow the train down.,Cloud,Need to slow the train down.,6
Barret: Sounds like a Biggs plan E.,Barret,Sounds like a Biggs plan E.,6
"Barret: Okay, y'all watch and learn. I'm gonna jump. Gonna do it. Gonna show you how it's done!",Barret,"Okay, y'all watch and learn. I'm gonna jump. Gonna do it. Gonna show you how it's done!",17
Cloud: Tifa!,Cloud,Tifa!,1
On-screen: Corkscrew Tunnel.,On-screen,Corkscrew Tunnel.,2
Cloud: You okay?,Cloud,You okay?,2
Tifa: Yeah...,Tifa,Yeah...,1
"Cloud: Alright, you ready?",Cloud,"Alright, you ready?",3
Tifa: Ready.,Tifa,Ready.,1
Barret (in the distance): Ha ha ha!,Barret ,Ha ha ha!,3
Tifa: That's gotta be him!,Tifa,That's gotta be him!,4
"Tifa: Hey, thanks. For when we jumped from the train, I mean.",Tifa,"Hey, thanks. For when we jumped from the train, I mean.",11
"Cloud: No biggie. You're pretty light, you know.",Cloud,"No biggie. You're pretty light, you know.",7
Tifa: You always know what to say.,Tifa,You always know what to say.,6
Barret (in the distance): Ha ha ha!,Barret ,Ha ha ha!,3
Cloud: Where are they?,Cloud,Where are they?,3
Cloud: Tifa!,Cloud,Tifa!,1
Tifa: They just won't quit!,Tifa,They just won't quit!,4
Barret (in the distance): Ha ha ha!,Barret ,Ha ha ha!,3
Tifa: Whew! Thanks for the assist!,Tifa,Whew! Thanks for the assist!,5
Cloud: Glad to see you're okay. Sowhere's Barret?,Cloud,Glad to see you're okay. So—where's Barret?,7
"Tifa: Somewhere over there, I think.",Tifa,"Somewhere over there, I think.",5
"Tifa: After Barret jumped, I knew I had to go right after, but...",Tifa,"After Barret jumped, I knew I had to go right after, but...",12
Cloud: Don't worry about it.,Cloud,Don't worry about it.,4
"Tifa: Cool as ever, I see.",Tifa,"Cool as ever, I see.",5
"Cloud: If I wasn't, they would've never made me a SOLDIER.",Cloud,"If I wasn't, they would've never made me a SOLDIER.",10
Tifa: Good point.,Tifa,Good point.,2
"Heidegger: (laughs) Well done, well done! I felt sure we had them, didn't you?",Heidegger,"(laughs) Well done, well done! I felt sure we had them, didn't you?",13
Subordinate: Sir!,Subordinate,Sir!,1
"Heidegger: Born survivors, these sewer rats. Speaking of which, where's the third?",Heidegger,"Born survivors, these sewer rats. Speaking of which, where's the third?",11
"Subordinate: In custody, sir.",Subordinate,"In custody, sir.",3
Heidegger: Return it to the wild.,Heidegger,Return it to the wild.,5
Subordinate: Yessir! Right away!,Subordinate,Yessir! Right away!,3
On-screen: Corkscrew Tunnel - Section C,On-screen,Corkscrew Tunnel - Section C,5
Security Officer: It's them! We have a visual on the targets! Requesting immediate assistance!,Security Officer,It's them! We have a visual on the targets! Requesting immediate assistance!,12
Tifa: He's close! Come on!,Tifa,He's close! Come on!,4
Tifa: There! Barret!,Tifa,There! Barret!,2
Barret: Tifa! Could use some help here!,Barret,Tifa! Could use some help here!,6
Tifa: We're coming!,Tifa,We're coming!,2
Barret: Make it quick! Should be some stairs over there!,Barret,Make it quick! Should be some stairs over there!,9
Tifa: We'd better hurry.,Tifa,We'd better hurry.,3
Cloud: Yeah.,Cloud,Yeah.,1
Barret: I've had it up to here with you damn robo-bugs! I'm gonna rip off those spindly legs of yours one by one!,Barret,I've had it up to here with you damn robo-bugs! I'm gonna rip off those spindly legs of yours one by one!,22
Barret: I ain't going down without a fight!,Barret,I ain't going down without a fight!,7
Tifa: That doesn't sound good!,Tifa,That doesn't sound good!,4
Cloud: Let's go.,Cloud,Let's go.,2
Tifa: Barret!,Tifa,Barret!,1
Barret: Great! Gimme a hand!,Barret,Great! Gimme a hand!,4
Grenadier: Confirmed! It's the three who jumped from the train! Don't let any of them escape!,Grenadier,Confirmed! It's the three who jumped from the train! Don't let any of them escape!,15
"Barret: This calls for a song! Duhn-duhn-duhn-duhn, duhn duhn,duhn-da-duhn!",Barret,"This calls for a song! Duhn-duhn-duhn-duhn, duhn duhn, duhn-da-duhn!",8
Tifa: That's gotta be the last of them...right?,Tifa,That's gotta be the last of them...right?,7
"Barret: Aw, who cares? We can take 'em! Now let's confirm our position and get back on mission! That reactor's waiting!",Barret,"Aw, who cares? We can take 'em! Now let's confirm our position and get back on mission! That reactor's waiting!",20
Barret: Looks like it's gonna be plan E.,Barret,Looks like it's gonna be plan E.,7
Cloud: Go on.,Cloud,Go on.,2
"Barret: Plan A was if everything went off without a stitch. From the station, it would've been a straight shot to the reactor. Didn't work out, but we knew going in we had to have alternatives. Backup plans, 'case we had to get off early.",Barret,"Plan A was if everything went off without a stitch. From the station, it would've been a straight shot to the reactor. Didn't work out, but we knew going in we had to have alternatives. Backup plans, 'case we had to get off early.",44
"Barret: From closer in to further outB, C, D, and so on.",Barret,"From closer in to further out—B, C, D, and so on.",11
Cloud: Up to what?,Cloud,Up to what?,3
Tifa: ... To E.,Tifa,... To E.,3
Cloud: Lucky us...,Cloud,Lucky us...,2
Barret: (laughs) You're damn right!,Barret,(laughs) You're damn right!,4
"Tifa: Anyway, we were riding the train between Sector 4 and the main pillar when we had to bail out. And we ended up on the adjacent line, which should take us to Reactor 5.",Tifa,"Anyway, we were riding the train between Sector 4 and the main pillar when we had to bail out. And we ended up on the adjacent line, which should take us to Reactor 5.",34
"Barret: That's right. So for now we follow the tracks. Not too far, though. Need to switch to a different route before we hit the station. 'Cause you can bet your ass it's gonna be crawling with securityall on high alert.",Barret,"That's right. So for now we follow the tracks. Not too far, though. Need to switch to a different route before we hit the station. 'Cause you can bet your ass it's gonna be crawling with security—all on high alert.",40
Tifa: Let's move.,Tifa,Let's move.,2
"Barret: Our friends in Sector 5 marked the route, so don't worry about getting lost. It's a straight shot to victory, people! All we gotta do...istakeit!",Barret,"Our friends in Sector 5 marked the route, so don't worry about getting lost. It's a straight shot to victory, people! All we gotta do...is take it!",25
"Heidegger: You have nothing to worry about, sir. Preparations for the grand finale are proceeding without incident. I have the utmost confidence that everything will play out as you intended...",Heidegger,"You have nothing to worry about, sir. Preparations for the grand finale are proceeding without incident. I have the utmost confidence that everything will play out as you intended...",29
"Heidegger: Yes, of course. I will not fail you, sir.",Heidegger,"Yes, of course. I will not fail you, sir.",9
"Subordinate: Sir. Analytics reports that the results fall within the admissible range. However, the casualty rate significantly exceeds previous proje",Subordinate,"Sir. Analytics reports that the results fall within the admissible range. However, the casualty rate significantly exceeds previous proje—",19
Heidegger: (groans) Remind me what your job is. Is it to question the wisdom of your superiors and bemoan your personal hardships?,Heidegger,(groans) Remind me what your job is. Is it to question the wisdom of your superiors and bemoan your personal hardships?,21
Subordinate: Sir?,Subordinate,Sir?,1
"Heidegger: Casualty rate? You think I care about the casualty rate? They are pawns in a greater game. If your stock runs low, then go round up more for Sector 3 or wherever else. Use your head and bring me solutions instead of problems for a change, yes?",Heidegger,"Casualty rate? You think I care about the casualty rate? They are pawns in a greater game. If your stock runs low, then go round up more for Sector 3 or wherever else. Use your head and bring me solutions instead of problems for a change, yes?",47
Subordinate: Sir!,Subordinate,Sir!,1
Heidegger: It is so hard to find good help these days. Which is why the president ought to count his blessings. What would he do without me? (laughs),Heidegger,It is so hard to find good help these days. Which is why the president ought to count his blessings. What would he do without me? (laughs),27
On-screen: Corkscrew Tunnel - Section C,On-screen,Corkscrew Tunnel - Section C,5
Tifa: The reactor's the other way.,Tifa,The reactor's the other way.,5
Barret: You got any sense of direction at all?,Barret,You got any sense of direction at all?,8
"Barret: You wanna keep going this way, you best explain yourself.",Barret,"You wanna keep going this way, you best explain yourself.",10
Tifa: I think the reactor's in the other direction.,Tifa,I think the reactor's in the other direction.,8
"Barret: When the time comes, remember: we just gotta follow the nose.",Barret,"When the time comes, remember we just gotta follow the nose.",11
Cloud: What?,Cloud,What?,1
Tifa: Stamp's nose.,Tifa,Stamp's nose.,2
"Barret: We look for graffiti, then head in whichever direction its nose points. But pay attention to railway signals too. You see blue lights, you're going the right way.",Barret,"We look for graffiti, then head in whichever direction its nose points. But pay attention to railway signals too. You see blue lights, you're going the right way.",28
Barret: Follow the blue lights and we'll reach the reactor.,Barret,Follow the blue lights and we'll reach the reactor.,9
"Barret: You gotta check the signals, son. The signals!",Barret,"You gotta check the signals, son. The signals!",8
"Barret: Biggs is way ahead of us. Jessie was gonna back him up, so it wouldn't surprise me if he needs our help. So let's not keep him waiting.",Barret,"Biggs is way ahead of us. Jessie was gonna back him up, so it wouldn't surprise me if he needs our help. So let's not keep him waiting.",28
Tifa: Right.,Tifa,Right.,1
Elite Grenadier: You're not going anywhere!,Elite Grenadier,You're not going anywhere!,4
Barret: There's one.,Barret,There's one.,2
Barret: The hell you off to?,Barret,The hell you off to?,5
Barret: In nose we trust.,Barret,In nose we trust.,4
"Tifa: Good things our colleagues put up all that Stamp graffiti. Without it, we'd be lost for sure.",Tifa,"Good things our colleagues put up all that Stamp graffiti. Without it, we'd be lost for sure.",17
Tifa: What's that?,Tifa,What's that?,2
Barret: Nothing good.,Barret,Nothing good.,2
Tifa: Guys...I think it might be a nest!,Tifa,Guys...I think it might be a nest!,7
"Barret: All kinds of creepy-crawlies make themselves at home in the plate, then get messed up even more by the mako.",Barret,"All kinds of creepy-crawlies make themselves at home in the plate, then get messed up even more by the mako.",20
Tifa: Mako did this?,Tifa,Mako did this?,3
Barret: No. Not mako. Shinra.,Barret,No. Not mako. Shinra.,4
Barret: What?,Barret,What?,1
Cloud: That black-and-white world of yours.,Cloud,That black-and-white world of yours.,5
"Barret: Ya like it, huh? You know there's room for one more.",Barret,"Ya like it, huh? You know there's room for one more.",11
Cloud: I'll think about it.,Cloud,I'll think about it.,4
Barret: That's disgusting!,Barret,That's disgusting!,2
Tifa: More of 'em!?,Tifa,More of 'em!?,3
Barret: What is this? A science experiment!?,Barret,What is this? A science experiment!?,6
Barret: What now!?,Barret,What now!?,2
Tifa: It's huge!,Tifa,It's huge!,2
"Barret: So you must be the queen, huh!?",Barret,"So you must be the queen, huh!?",7
Barret: I ain't no exterminator. Why I gotta kill all these nasty-ass bugs?,Barret,I ain't no exterminator. Why I gotta kill all these nasty-ass bugs?,12
Tifa: Those things really creep me out.,Tifa,Those things really creep me out.,6
Barret: A train's gonna get derailed by 'em one of these days.,Barret,A train's gonna get derailed by 'em one of these days.,11
Tifa: Shinra should do something.,Tifa,Shinra should do something.,4
Barret: After an accident they will.,Barret,After an accident they will.,5
Tifa: When it's too late then.,Tifa,When it's too late then.,5
Barret: There's good ol' Stamp. Check his nose.,Barret,There's good ol' Stamp. Check his nose.,7
"Tifa: This isn't bad, y'know...",Tifa,"This isn't bad, y'know...",4
"Barret: Yeah, they really captured the essence of corporate propaganda.",Barret,"Yeah, they really captured the essence of corporate propaganda.",9
Tifa: Check it out. I guess Shinra's doing something about those monsters after all.,Tifa,Check it out. I guess Shinra's doing something about those monsters after all.,13
Barret: Doing a half-assed job looks like.,Barret,Doing a half-assed job looks like.,6
"Security Officer: Man, how'd we get such a shit detail?",Security Officer,"Man, how'd we get such a shit detail?",8
Flametrooper: Screw it. Let's just give it a quick once-over and call it a day.,Flametrooper,Screw it. Let's just give it a quick once-over and call it a day.,14
Security Officer: How did you get in here!?,Security Officer,How did you get in here!?,6
Security Officer: It's those three terrorists from the train!,Security Officer,It's those three terrorists from the train!,7
Barret: Alright. Let's figure out where the hell we are.,Barret,Alright. Let's figure out where the hell we are.,9
Barret: Where you going!?,Barret,Where you going!?,3
Barret: There's an old rail yard not far from here. What we're looking for's somewhere inside.,Barret,There's an old rail yard not far from here. What we're looking for's somewhere inside.,15
Cloud: And that is...?,Cloud,And that is...?,3
Barret: A secret passageway.,Barret,A secret passageway.,3
Subordinate: We've compiled our report on Avalanche's combat capabilities and are,Subordinate,We've compiled our report on Avalanche's combat capabilities and are—,10
"Heidegger: Report, report, report! What good do you think a damn report will do anyone!?",Heidegger,"Report, report, report! What good do you think a damn report will do anyone!?",14
Subordinate: I don't...,Subordinate,I don't...,2
"Heidegger: Have you already forgotten the war with Wutai? An enemy spared is an enemy who will repay your ""kindness"" with blood. We must crush themthoroughly and completely, without hesitation or mercy! Shinra cannot and will not settle for anything less. Will you!?",Heidegger,"Have you already forgotten the war with Wutai? An enemy spared is an enemy who will repay your ""kindness"" with blood. We must crush them—thoroughly and completely, without hesitation or mercy! Shinra cannot and will not settle for anything less. Will you!?",42
Subordinate: But...but sir,Subordinate,But...but sir—,2
Heidegger: If so...I can only assume that you and your men no longer wish to serve in your current positions. Is that correct?,Heidegger,If so...I can only assume that you and your men no longer wish to serve in your current positions. Is that correct?,22
"Subordinate: We'll prepare the prototype in Section E for immediate deployment. Right now, dammit!",Subordinate,"We'll prepare the prototype in Section E for immediate deployment. Right now, dammit!",13
"Heidegger: Another day, another victory! How do I do it!? (laughs)",Heidegger,"Another day, another victory! How do I do it!? (laughs)",10
On-screen: Corkscrew Tunnel - Section E,On-screen,Corkscrew Tunnel - Section E,5
Barret: Gotta love the irony of Shinra's smarmy lapdog leading the way to its master's destruction.,Barret,Gotta love the irony of Shinra's smarmy lapdog leading the way to its master's destruction.,15
Security Officer: Intruders!,Security Officer,Intruders!,1
"Barret: We're going to the rail yard, remember?",Barret,"We're going to the rail yard, remember?",7
"Tifa: Just so you know, this way leads to the station, not the rail yard.",Tifa,"Just so you know, this way leads to the station, not the rail yard.",14
Barret: I told you this ain't the right way!,Barret,I told you this ain't the right way!,8
"Tifa: You really don't like Stamp, do you, Barret?",Tifa,"You really don't like Stamp, do you, Barret?",8
Barret: It's not that I hate him. I hate the fact Shinra took a loyal animal like that and co-opted it for their own self-serving agenda.,Barret,It's not that I hate him. I hate the fact Shinra took a loyal animal like that and co-opted it for their own self-serving agenda.,25
Tifa: Poor old Stamp.,Tifa,Poor old Stamp.,3
Barret: Starting to remind me of one Marlene's picture books. The one that's full of nothing but mazes...,Barret,Starting to remind me of one Marlene's picture books. The one that's full of nothing but mazes...,17
Tifa: Think you're making progress and then you hit a wall.,Tifa,Think you're making progress and then you hit a wall.,10
Cloud: Knock it down.,Cloud,Knock it down.,3
Tifa: You're starting to sound like Barret.,Tifa,You're starting to sound like Barret.,6
Cloud: Never mind.,Cloud,Never mind.,2
Barret: It's a good plan!,Barret,It's a good plan!,4
On-screen: Corkscrew Tunnel - Rail Yard,On-screen,Corkscrew Tunnel - Rail Yard,5
Barret: Hey! Hold up! This way.,Barret,Hey! Hold up! This way.,5
Tifa: Security is a lot tighter than I thought it would be.,Tifa,Security is a lot tighter than I thought it would be.,11
"Barret: If they wanna stand between us and the rail yard, that's their choice.",Barret,"If they wanna stand between us and the rail yard, that's their choice.",13
Flametrooper: Get 'em!,Flametrooper,Get 'em!,2
Flametrooper: You bastards aren't going to get away this time!,Flametrooper,You bastards aren't going to get away this time!,9
Barret: No getting through that gate! Let's take the stairs.,Barret,No getting through that gate! Let's take the stairs.,9
"Barret: We should be reaching that secret passage real soon. I knew plan E wouldn't fail us. Shoulda called it ""plan excellent""! Whatcha think, Mister Ex-SOLDIER?",Barret,"We should be reaching that secret passage real soon. I knew plan E wouldn't fail us. Shoulda called it ""plan excellent""! Whatcha think, Mister Ex-SOLDIER?",25
"Cloud: Biggs made the plan, right?",Cloud,"Biggs made the plan, right?",5
Barret: I provided some input.,Barret,I provided some input.,4
Cloud: Hope not too much.,Cloud,Hope not too much.,4
Barret: What's that s'posed to mean?,Barret,What's that s'posed to mean?,5
Tifa: Thought this place was abandoned.,Tifa,Thought this place was abandoned.,5
Barret: Guess not.,Barret,Guess not.,2
"Elite Security Officer: Give it up, assholes, or we'll blow you to hell!",Elite Security Officer,"Give it up, assholes, or we'll blow you to hell!",10
Elite Security Officer: Surrender!,Elite Security Officer,Surrender!,1
Tifa: So many guards.,Tifa,So many guards.,3
Barret: Too many...,Barret,Too many...,2
Barret: Keep looking for faithful little Stamp. He'll lead us to the passageway.,Barret,Keep looking for faithful little Stamp. He'll lead us to the passageway.,12
Cloud: This it?,Cloud,This it?,2
Cloud: Get back!,Cloud,Get back!,2
Tifa: What the!?,Tifa,What the—!?,2
Barret: That all you got!?,Barret,That all you got!?,4
Cloud: Someone's mad.,Cloud,Someone's mad.,2
"Barret: Take your best shot, asshole!",Barret,"Take your best shot, asshole!",5
Cloud: Huh. Looks like an old model.,Cloud,Huh. Looks like an old model.,6
Barret: So it's an antique.,Barret,So it's an antique.,4
"Cloud: Don't underestimate it. It's slow, but it hits hard.",Cloud,"Don't underestimate it. It's slow, but it hits hard.",9
Barret: The hell!? Tough bastard.,Barret,The hell—!? Tough bastard.,4
Tifa: What do we do?,Tifa,What do we do?,4
Cloud: Aim for its legs. Bring it down.,Cloud,Aim for its legs. Bring it down.,7
"Barret: I think you've got its attention, Cloud!",Barret,"I think you've got its attention, Cloud!",7
Cloud: I'll draw its fire. You two stay on the offensive.,Cloud,I'll draw its fire. You two stay on the offensive.,10
Tifa: I think it hates me.,Tifa,I think it hates me.,5
"Barret: Hah, look at that! It's tough being Mr. Popular.",Barret,"Hah, look at that! It's tough being Mr. Popular.",9
Tifa: Not again!,Tifa,Not again!,2
Right Front Leg: You crippled the right front leg.,RightFrontLeg,You crippled the right front leg.,6
Right Rear Leg: You crippled the right rear leg.,RightRearLeg,You crippled the right rear leg.,6
Left Front Leg: You crippled the left front leg.,LeftFrontLeg,You crippled the left front leg.,6
Left Rear Leg: You crippled the left rear leg.,LeftRearLeg,You crippled the left rear leg.,6
"Tifa: Hey, see that?",Tifa,"Hey, see that?",3
