Original,Character,Dialogue,Wordcount
Zell:Be nice if he'd grow up a little...,Zell,Be nice if he'd grow up a little...,8
"Vaan:That's right. You'd know Seifer, too, huh?",Vaan,"That's right. You'd know Seifer, too, huh?",7
Quistis:You've met him?,Quistis,You've met him?,3
"Hope:...Yeah, we've fought a number of times.",Hope,"...Yeah, we've fought a number of times.",7
Vaan:He picks a fight with us every time we run into him.,Vaan,He picks a fight with us every time we run into him.,12
"Quistis:I'm not surprised... As his instructor, please accept my apologies.",Quistis,"I'm not surprised... As his instructor, please accept my apologies.",10
Yuna:We can tell he's not a bad person.,Yuna,We can tell he's not a bad person.,8
"Yuna:He told me that I shouldn't have to shoulder everything myself, and that he'd protect me as a knight...",Yuna,"He told me that I shouldn't have to shoulder everything myself, and that he'd protect me as a knight...",19
"Irvine:Always a heavy-handed approach, that guy.",Irvine,"Always a heavy-handed approach, that guy.",6
Quistis:...Indeed. A shortcoming that keeps holding him back...,Quistis,...Indeed. A shortcoming that keeps holding him back...,8
Quistis:He gets good marks in combat...but his habit of ignoring others to do his own thing is inexcusable for a mercenary.,Quistis,He gets good marks in combat...but his habit of ignoring others to do his own thing is inexcusable for a mercenary.,21
"Hope:So he was like that back in his own world, too...",Hope,"So he was like that back in his own world, too...",11
"Zell:Those other two from thedisciplinary committee, too.",Zell,"Those other two from the disciplinary committee, too.",7
Quistis:Fujin and Raijin?,Quistis,Fujin and Raijin?,3
Irvine:The three of them carrying on without a clue about what's going on here sure is something.,Irvine,The three of them carrying on without a clue about what's going on here sure is something.,17
Quistis:I see... They deserve an A for effort.,Quistis,I see... They deserve an A for effort.,8
"Quistis:I suppose in this sort of situation, a bad habit of doing his own thing becomes an ability to act independently.",Quistis,"I suppose in this sort of situation, a bad habit of doing his own thing becomes an ability to act independently.",21
Zell:That's one way to put it. You're trying to defend his actions?,Zell,That's one way to put it. You're trying to defend his actions?,12
"Quistis:He hasn't committed any serious wrongdoing yet, right?",Quistis,"He hasn't committed any serious wrongdoing yet, right?",8
"Irvine:Yet. No telling when he'll try to pull something funny, though.",Irvine,"Yet. No telling when he'll try to pull something funny, though.",11
"Quistis:I may not be his instructor anymore, but we grew up in the same environment. I'd like to see him succeed if possible.",Quistis,"I may not be his instructor anymore, but we grew up in the same environment. I'd like to see him succeed if possible.",23
Hope:You sure are supportive. I'll bet you were a nice teacher.,Hope,You sure are supportive. I'll bet you were a nice teacher.,11
"Irvine:The kids love ya, ""Instructor"" Trepe.",Irvine,"The kids love ya, ""Instructor"" Trepe.",6
"Quistis:I told you, I'm no longer an instructor! ...Though I don't mind the compliment.",Quistis,"I told you, I'm no longer an instructor! ...Though I don't mind the compliment.",14
"Eiko:Say, Quistis!",Eiko,"Say, Quistis!",2
"Quistis:Oh? Hello, you two. How can I help you?",Quistis,"Oh? Hello, you two. How can I help you?",9
Eiko:I've got a real interest in this school thing I've been hearing about!,Eiko,I've got a real interest in this school thing I've been hearing about!,13
"Vivi:You're a teacher, right, Miss? It'd be nice if you could teach us some stuff, too...",Vivi,"You're a teacher, right, Miss? It'd be nice if you could teach us some stuff, too...",16
Quistis:What cute students. You'd be underclassmen back in the garden.,Quistis,What cute students. You'd be underclassmen back in the garden.,10
Quistis:I'll teach you what I can...but what about these three in the back there?,Quistis,I'll teach you what I can...but what about these three in the back there?,14
"Prishe:Heya! Sign us up, too!",Prishe,"Heya! Sign us up, too!",5
"Sabin:With all my training, I forgot my studies. Figure I better learn a thing or two so I can help out Edgar!",Sabin,"With all my training, I forgot my studies. Figure I better learn a thing or two so I can help out Edgar!",22
Bartz:It'd be useful to learn fighting techniques from another world! And it sounds like fun!,Bartz,It'd be useful to learn fighting techniques from another world! And it sounds like fun!,15
"Quistis:I see... Well, you're free to join...but this will be elementary instruction, okay?",Quistis,"I see... Well, you're free to join...but this will be elementary instruction, okay?",13
"Quistis:Alright, let's review the monsters we just discussed. Ready?",Quistis,"Alright, let's review the monsters we just discussed. Ready?",9
"Eiko:Yes, Miss Trepe!",Eiko,"Yes, Miss Trepe!",3
"Prishe:You bet! They're friggin' hot to the touch! I'm right, right?",Prishe,"You bet! They're friggin' hot to the touch! I'm right, right?",11
Prishe:Huh? Was that it?,Prishe,Huh? Was that it?,4
Quistis:...Let's try again.,Quistis,...Let's try again.,3
Quistis:What effect does amalboro'sbad breathhave on a person? Anyone?,Quistis,What effect does a malboro's bad breath have on a person? Anyone?,9
Sabin:You get real light-headed and pass out!,Sabin,You get real light-headed and pass out!,7
"Bartz:You lose your appetite, too.",Bartz,"You lose your appetite, too.",5
Quistis:I-I guess that's not wrong...,Quistis,I-I guess that's not wrong...,5
Sabin:Oh yeah! Wreckin' the curve!,Sabin,Oh yeah! Wreckin' the curve!,5
Bartz:We can do anything if we put our minds to it!,Bartz,We can do anything if we put our minds to it!,11
"Eiko:Aw, c'mon! What gives?",Eiko,"Aw, c'mon! What gives?",4
Eiko:You guys are holding up the whole class! We can't move on like this!,Eiko,You guys are holding up the whole class! We can't move on like this!,14
"Eiko:Vivi, speak up! Give 'em your piece of mind, too!",Eiko,"Vivi, speak up! Give 'em your piece of mind, too!",10
Eiko:...You're asleep.,Eiko,...You're asleep.,2
Prishe:Aren't we all a little tired?,Prishe,Aren't we all a little tired?,6
Sabin:I'll bet it's from having to use my melon for the first time in so long. How 'bout we all take a quick nap?,Sabin,I'll bet it's from having to use my melon for the first time in so long. How 'bout we all take a quick nap?,24
"Bartz:Thanks, Quistis! I look forward to learning from you again!",Bartz,"Thanks, Quistis! I look forward to learning from you again!",10
Quistis:...I'm a failure.,Quistis,...I'm a failure.,3
Eiko:Arrrgh! How frustrating! It can't end like this!,Eiko,Arrrgh! How frustrating! It can't end like this!,8
"Irvine:What's the matter, Quistis? Ah! Did you just remember something important?",Irvine,"What's the matter, Quistis? Ah! Did you just remember something important?",11
"Quistis:No, quite the opposite.",Quistis,"No, quite the opposite.",4
"Quistis:I feel as though, bit by bit, I'm losing details of events from our world.",Quistis,"I feel as though, bit by bit, I'm losing details of events from our world.",15
"Quistis:I haven't forgotten everything, of course, but it's like there are these holes...",Quistis,"I haven't forgotten everything, of course, but it's like there are these holes...",13
"Faris:You, too? Same here, to be honest.",Faris,"You, too? Same here, to be honest.",7
Galuf:I don't see what's so unusual about a little memory loss.,Galuf,I don't see what's so unusual about a little memory loss.,11
Onion Knight:You're a special case...,Onion Knight,You're a special case...,4
Balthier:More than a few are in the same situation. ...Enough to make me question myself.,Balthier,More than a few are in the same situation. ...Enough to make me question myself.,15
"Irvine:Out of curiosity, what's the situation with your GFs?",Irvine,"Out of curiosity, what's the situation with your GFs?",9
"Quistis:I haven't any... Or perhaps more accurately, I couldn't use them in this world even if I wanted to.",Quistis,"I haven't any... Or perhaps more accurately, I couldn't use them in this world even if I wanted to.",19
Irvine:Sounds about right.,Irvine,Sounds about right.,3
"Quistis:""Guardian Forces."" Something like what we callsummonshere.",Quistis,"""Guardian Forces."" Something like what we call summons here.",7
"Irvine:Where we're from, you get a nice power boost from equipping them.",Irvine,"Where we're from, you get a nice power boost from equipping them.",12
Quistis:The trade-off being you lose some of your memory...or by chance remember things.,Quistis,The trade-off being you lose some of your memory...or by chance remember things.,13
"Galuf:Hm, what you might call a double-edged sword, eh?",Galuf,"Hm, what you might call a double-edged sword, eh?",9
"Onion Knight:But you can't use them here, right?",Onion Knight,"But you can't use them here, right?",7
Faris:Meaning they aren't to blame for your memory loss.,Faris,Meaning they aren't to blame for your memory loss.,9
"Quistis:Yes, so it would seem...",Quistis,"Yes, so it would seem...",5
"Balthier:So is it the Torsions, or is it the gods?",Balthier,"So is it the Torsions, or is it the gods?",10
"Onion Knight:Torsions are one thing, but memory-stealing gods?",Onion Knight,"Torsions are one thing, but memory-stealing gods?",7
Balthier:Who's to say? There could also be another player in the mix we've yet to imagine.,Balthier,Who's to say? There could also be another player in the mix we've yet to imagine.,16
"Faris:Gods or whoever, what's there to gain from taking away our memories?",Faris,"Gods or whoever, what's there to gain from taking away our memories?",12
"Irvine:""Keep your mind focused on this world""? Memories from back home'll get in the way, after all...",Irvine,"""Keep your mind focused on this world""? Memories from back home'll get in the way, after all...",17
"Quistis:...At any rate, at least we can tell friend from foe.",Quistis,"...At any rate, at least we can tell friend from foe.",11
Quistis:I'd hate to imagine we're fighting our allies because we don't remember them.,Quistis,I'd hate to imagine we're fighting our allies because we don't remember them.,13
Balthier:Perish the thought. Now let's focus on the task at hand.,Balthier,Perish the thought. Now let's focus on the task at hand.,11
"Mog:Lord Spiritus's warriors are really getting things done, kupo!",Mog,"Lord Spiritus's warriors are really getting things done, kupo!",9
"Mog:Care to see what they've been up to, kupo?",Mog,"Care to see what they've been up to, kupo?",9
"Spiritus:Hmph... If you think you can manage such a feat, show me.",Spiritus,"Hmph... If you think you can manage such a feat, show me.",12
Cloud of Darkness:Hahaha... That you would even try to use us is appalling...,Cloud of Darkness,Hahaha... That you would even try to use us is appalling...,11
Cloud of Darkness:We are the law itself. That is the reason which the world follows...,Cloud of Darkness,We are the law itself. That is the reason which the world follows...,13
Mog:Kupo! They didn't tell us anything!,Mog,Kupo! They didn't tell us anything!,6
"Mog:How about this one, kupo?",Mog,"How about this one, kupo?",5
The Emperor:What's this...? A wretched god and its wretched spirit?,The Emperor,What's this...? A wretched god and its wretched spirit?,9
The Emperor:I alone am all that's needed to rule this world. Shall I destroy it here and now?,The Emperor,I alone am all that's needed to rule this world. Shall I destroy it here and now?,17
"Mog:Hold that thought, kupo! If you destroy the world, the Torsions go with it, kupo!",Mog,"Hold that thought, kupo! If you destroy the world, the Torsions go with it, kupo!",15
"Mog:That would put you in a bind, too, right, kupo?",Mog,"That would put you in a bind, too, right, kupo?",10
"The Emperor:Then bother me no more. The next time you have an audience with me, it will be in a battle over the conqueror's throne.",The Emperor,"Then bother me no more. The next time you have an audience with me, it will be in a battle over the conqueror's throne.",24
"Mog:Kupo... Let's try the sorceress, kupo...",Mog,"Kupo... Let's try the sorceress, kupo...",6
Ultimecia:Ha... Deceitful spirit. Still you persist with this act.,Ultimecia,Ha... Deceitful spirit. Still you persist with this act.,9
"Ultimecia:Unaware of that within you, eating away at your very self...",Ultimecia,"Unaware of that within you, eating away at your very self...",11
"Mog:Kupo! No one is cooperating, kupo...",Mog,"Kupo! No one is cooperating, kupo...",6
"Kefka:This does not sit well with me. Pretending to let us do what we want, while it's really for your own hobbies.",Kefka,"This does not sit well with me. Pretending to let us do what we want, while it's really for your own hobbies.",22
"Kefka:Well, pthbbth! I'm through with you!",Kefka,"Well, pthbbth! I'm through with you!",6
"Kefka:Hee hee hee! Time to get on with my bad self, just the way I like it.",Kefka,"Hee hee hee! Time to get on with my bad self, just the way I like it.",17
"Mog:Are you going to cut ties with Lord Spiritus, kupo! Is that really a wise idea?",Mog,"Are you going to cut ties with Lord Spiritus, kupo! Is that really a wise idea?",16
"Spiritus:I care not. At least I can grasp his motivation, unlike you.",Spiritus,"I care not. At least I can grasp his motivation, unlike you.",12
"Mog:Kupo! I'm working hard for the sake of the world and its gods, kupo!",Mog,"Kupo! I'm working hard for the sake of the world and its gods, kupo!",14
Kefka:Hee hee hee! It has been a puh-leasure doing business with you.,Kefka,Hee hee hee! It has been a puh-leasure doing business with you.,12
"Mog:Consider it a deal, kupo!",Mog,"Consider it a deal, kupo!",5
Terra:Mog!? Kefka...what are you doing here!?,Terra,Mog!? Kefka...what are you doing here!?,6
Kefka:Whoopsie-daisy. I'll leave it to you to relay the particulars. TTFN!,Kefka,Whoopsie-daisy. I'll leave it to you to relay the particulars. TTFN!,11
Edgar:...Mog! Did you just accept Kefka's dimensional coordinates!?,Edgar,...Mog! Did you just accept Kefka's dimensional coordinates!?,8
Firion:You mean...to fight with us!?,Firion,You mean...to fight with us!?,5
"Terra:No! How could you!? Mog, you know what Kefka has done!",Terra,"No! How could you!? Mog, you know what Kefka has done!",11
"Mog:H-he was so very insistent about it! Whether you use them or not is up to you, kupo...",Mog,"H-he was so very insistent about it! Whether you use them or not is up to you, kupo...",18
Edgar:That's not what we're talking about! We're talking about your behavior!,Edgar,That's not what we're talking about! We're talking about your behavior!,11
Edgar:That man has slaughtered countless innocents in his lust for carnage! There's no excusing his sins!,Edgar,That man has slaughtered countless innocents in his lust for carnage! There's no excusing his sins!,16
Shadow:You worked with Kefka for a time.,Shadow,You worked with Kefka for a time.,7
Shadow:What's his goal here? Would you be able to detect any ulterior motives?,Shadow,What's his goal here? Would you be able to detect any ulterior motives?,13
Terra:Shadow! Are you really...?,Terra,Shadow! Are you really...?,4
Shadow:I'm eliminating emotion to assess reality.,Shadow,I'm eliminating emotion to assess reality.,6
Edgar:Are you telling us we need...to get a grip?,Edgar,Are you telling us we need...to get a grip?,9
Shadow:I don't expect it to come easily.,Shadow,I don't expect it to come easily.,7
Firion:There's no telling when Kefka might betray us...,Firion,There's no telling when Kefka might betray us...,8
"Shadow:By moogle logic, that would make Mog a traitor, too.",Shadow,"By moogle logic, that would make Mog a traitor, too.",10
Edgar:So the moment Kefka starts acting suspiciously...we should be prepared to eliminate him and Mog wholesale.,Edgar,So the moment Kefka starts acting suspiciously...we should be prepared to eliminate him and Mog wholesale.,16
Terra:Mog... Why...?,Terra,Mog... Why...?,2
Vincent:...We don't need to reach a conclusion immediately. Let's take our time thinking this over.,Vincent,...We don't need to reach a conclusion immediately. Let's take our time thinking this over.,15
Vincent:...What do you want?,Vincent,...What do you want?,4
"Kefka:I just came to see you, ol' palsy-walsy!",Kefka,"I just came to see you, ol' palsy-walsy!",8
"Kefka:You wike pwaying fwiends, don't you? I mean, all this talk of trust and stuff makes me want to hurl, but I see the appeal!",Kefka,"You wike pwaying fwiends, don't you? I mean, all this talk of trust and stuff makes me want to hurl, but I see the appeal!",25
Vincent:...Leave me alone.,Vincent,...Leave me alone.,3
Seifer:Hey! You trying to start something?,Seifer,Hey! You trying to start something?,6
Serah:Are you bothering Vincent?,Serah,Are you bothering Vincent?,4
Kefka:Heh heh heh. You caught me!,Kefka,Heh heh heh. You caught me!,6
Kefka:I was just trying to have a little fun with my buddy!,Kefka,I was just trying to have a little fun with my buddy!,12
Vincent:...I won't make the same mistake again. You and I are nothing alike.,Vincent,...I won't make the same mistake again. You and I are nothing alike.,13
"Seifer:There'll be no fighting on my watch! If you keep this up, you'll have to answer to me.",Seifer,"There'll be no fighting on my watch! If you keep this up, you'll have to answer to me.",18
"Kefka:Alright, alright. See ya later, alligator!",Kefka,"Alright, alright. See ya later, alligator!",6
"Raijin:That was close! You sure told him, ya know!",Raijin,"That was close! You sure told him, ya know!",9
Vincent:...I'm fine.,Vincent,...I'm fine.,2
Seifer:I still can't believe Mog allowed that guy to join our ranks. That moogle can't be trusted after all.,Seifer,I still can't believe Mog allowed that guy to join our ranks. That moogle can't be trusted after all.,19
"Serah:But thanks to you, Seifer, nothing happened.",Serah,"But thanks to you, Seifer, nothing happened.",7
"Raijin:That's right! He takes his role on thedisciplinary committeeseriously, ya know!",Raijin,"That's right! He takes his role on the disciplinary committee seriously, ya know!",11
Serah:Hehe... How noble of him.,Serah,Hehe... How noble of him.,5
Seifer:Hmph... Course there'll be trouble with mooks like him around.,Seifer,Hmph... Course there'll be trouble with mooks like him around.,10
Serah:That's true... Terra and Edgar haven't yet accepted Kefka as part of the group...,Serah,That's true... Terra and Edgar haven't yet accepted Kefka as part of the group...,14
Serah:But I understand. Even I wouldn't be able to accept an enemy from my home world so easily...,Serah,But I understand. Even I wouldn't be able to accept an enemy from my home world so easily...,18
"Raijin:Yeah. Let us handle those moments, ya know?",Raijin,"Yeah. Let us handle those moments, ya know?",8
Vincent:Everyone has something that they can't do on their own...,Vincent,Everyone has something that they can't do on their own...,10
Serah:You're right. It's important for us to be there for each other.,Serah,You're right. It's important for us to be there for each other.,12
Kefka:I can't believe a force of destruction like yourself was really summoned by that blockhead Materia.,Kefka,I can't believe a force of destruction like yourself was really summoned by that blockhead Materia.,16
"Shantotto:Unfortunately for you, I don't recall by whom I was brought.",Shantotto,"Unfortunately for you, I don't recall by whom I was brought.",11
"Shantotto:But I pursue my own goals, so to me, it matters not.",Shantotto,"But I pursue my own goals, so to me, it matters not.",12
Kefka:Then why don't you come with me? I'm certain it'll be easier to satisfy your destructive desires.,Kefka,Then why don't you come with me? I'm certain it'll be easier to satisfy your destructive desires.,17
Shantotto:That is for me alone to decide.,Shantotto,That is for me alone to decide.,7
Shantotto:But I do not think my noble ideals and your uncouth motives would ever coincide.,Shantotto,But I do not think my noble ideals and your uncouth motives would ever coincide.,15
"Kefka:Heh heh heh... No matter what pretty logic you put behind it, destruction is still destruction!",Kefka,"Heh heh heh... No matter what pretty logic you put behind it, destruction is still destruction!",16
"Eiko:Oh no! What should I do!? If those two start a fight, it's gonna be big trouble!",Eiko,"Oh no! What should I do!? If those two start a fight, it's gonna be big trouble!",17
Rem:What's the matter? Is something wrong?,Rem,What's the matter? Is something wrong?,6
Eiko:Yes! It's Shantotto and Kefka! Come quick!,Eiko,Yes! It's Shantotto and Kefka! Come quick!,7
Papalymo:Good grief... That's a combination to make my head hurt.,Papalymo,Good grief... That's a combination to make my head hurt.,10
King:Let's get a move on.,King,Let's get a move on.,5
Rem:What happened here!?,Rem,What happened here!?,3
"Shantotto:Have you come to help me? You're a bit late, as you can see.",Shantotto,"Have you come to help me? You're a bit late, as you can see.",14
Eiko:Did you fight Kefka?,Eiko,Did you fight Kefka?,4
"Shantotto:I was merely conducting an experiment, to my own merriment.",Shantotto,"I was merely conducting an experiment, to my own merriment.",10
King:An experiment? It looks like someone used a massive amount of magic here.,King,An experiment? It looks like someone used a massive amount of magic here.,13
Rem:Just what were you trying to test?,Rem,Just what were you trying to test?,7
Papalymo:Well... Do you know what happens to the remnants of magic? Have you noticed it flowing in a certain direction?,Papalymo,Well... Do you know what happens to the remnants of magic? Have you noticed it flowing in a certain direction?,20
"King:We were studying the use of magic back home, so I guess...",King,"We were studying the use of magic back home, so I guess...",12
Rem:...Toward Mog?,Rem,...Toward Mog?,2
"Shantotto:Oh, how cheery! It seems there was some truth to my theory!",Shantotto,"Oh, how cheery! It seems there was some truth to my theory!",12
Papalymo:Yes. It appears that Mog's been absorbing the energy we release during battle.,Papalymo,Yes. It appears that Mog's been absorbing the energy we release during battle.,13
Eiko:But why would Mog do such a thing? Won't he explode?,Eiko,But why would Mog do such a thing? Won't he explode?,11
Shantotto:Explode... I see. That's what his intention may be.,Shantotto,Explode... I see. That's what his intention may be.,9
Papalymo:A clash between warriors of different worlds produces magical power or an equivalent energy.,Papalymo,A clash between warriors of different worlds produces magical power or an equivalent energy.,14
King:Which means he's trying to use that energy for something.,King,Which means he's trying to use that energy for something.,10
Rem:I can't imagine it's anything good. Let's tread carefully... We have no choice but to fight.,Rem,I can't imagine it's anything good. Let's tread carefully... We have no choice but to fight.,16
"Faris:That mage, Kefka. He hasn't done anything to us so far.",Faris,"That mage, Kefka. He hasn't done anything to us so far.",11
"Faris:I get that it's nothing good, but what did he do in your world?",Faris,"I get that it's nothing good, but what did he do in your world?",14
"Ramza:If it comes to a duel, I would know as well.",Ramza,"If it comes to a duel, I would know as well.",11
Edgar:Originally he was amagitek knightof theGestahlian Empire.,Edgar,Originally he was a magitek knight of the Gestahlian Empire.,7
Warrior of Light:Stole the power of goddesses...?,Warrior of Light,Stole the power of goddesses...?,5
Ramza:Had he no cognizance of his crimes? Some ideology or driving goal?,Ramza,Had he no cognizance of his crimes? Some ideology or driving goal?,12
Setzer:Kefka hasn't the heart for such luxuries as that.,Setzer,Kefka hasn't the heart for such luxuries as that.,9
Edgar:His mind is completely shattered. All he seeks is ruin... Nothing more.,Edgar,His mind is completely shattered. All he seeks is ruin... Nothing more.,12
Faris:In order words...he can't listen to reason.,Faris,In order words...he can't listen to reason.,7
Faris:Isn't this a right awful party member we've brought aboard. What is that Mog thinking?,Faris,Isn't this a right awful party member we've brought aboard. What is that Mog thinking?,15
Ramza:Mog's thoughts aside... What Kefka's deeds wrought are hard to forgive...,Ramza,Mog's thoughts aside... What Kefka's deeds wrought are hard to forgive...,11
Ramza:Sacrificing the innocent and the powerless...!,Ramza,Sacrificing the innocent and the powerless...!,6
Warrior of Light:We can no longer trust Mog's judgment... We must rely on our own.,Warrior of Light,We can no longer trust Mog's judgment... We must rely on our own.,13
Terra:But how can we find our way in this world without any help...?,Terra,But how can we find our way in this world without any help...?,13
Setzer:It's a gamble.,Setzer,It's a gamble.,3
"Ramza:Mog professes he acts at the goddess's word, but we cannot take that at face value...",Ramza,"Mog professes he acts at the goddess's word, but we cannot take that at face value...",16
"Setzer:Right. But if we watch his actions, we should be able to read his hand.",Setzer,"Right. But if we watch his actions, we should be able to read his hand.",15
Edgar:Mog acts toward some goal other than the gods' will...but what...?,Edgar,Mog acts toward some goal other than the gods' will...but what...?,11
Setzer:We're one step behind him.,Setzer,We're one step behind him.,5
Ramza:What can we do?,Ramza,What can we do?,4
Warrior of Light:We can only prepare to remain staunch in our convictions when the moment of truth comes.,Warrior of Light,We can only prepare to remain staunch in our convictions when the moment of truth comes.,16
King:...Something's off about the monsters around here.,King,...Something's off about the monsters around here.,7
Galuf:Hrm. There are signs here and there of beasts battling each other.,Galuf,Hrm. There are signs here and there of beasts battling each other.,12
Faris:That's not all. There's poison spread about over there.,Faris,That's not all. There's poison spread about over there.,9
Faris:It's like some big...something was scattering poison as it thrashed about.,Faris,It's like some big...something was scattering poison as it thrashed about.,11
"Mog:Kupo!? Someone's collapsed up ahead, kupo!",Mog,"Kupo!? Someone's collapsed up ahead, kupo!",6
Faris:!? It can't be...!!,Faris,!? It can't be...!!,4
"Faris:It is you! Hey, snap out of it!",Faris,"It is you! Hey, snap out of it!",8
Galuf:...No good. She's out cold.,Galuf,...No good. She's out cold.,5
"Mog:Do you know her, kupo?",Mog,"Do you know her, kupo?",5
"Galuf:Yes, we traveled with her back in our world. She's Faris's little sister.",Galuf,"Yes, we traveled with her back in our world. She's Faris's little sister.",13
Faris:Lenna! It's me! Answer me!,Faris,Lenna! It's me! Answer me!,5
King:...She's badly wounded. We should tend to her quickly.,King,...She's badly wounded. We should tend to her quickly.,9
Faris:Blast it! Who could have done this...!?,Faris,Blast it! Who could have done this...!?,7
"Mog:Kupooo! It sounds like a ferocious monster is around here, kupo!",Mog,"Kupooo! It sounds like a ferocious monster is around here, kupo!",11
King:It's too dangerous to stay here. Let's get her someplace safe.,King,It's too dangerous to stay here. Let's get her someplace safe.,11
"Galuf:Right you are. Good grief, some reunion this is...",Galuf,"Right you are. Good grief, some reunion this is...",9
Lenna:...Un...unhhh...,Lenna,...Un...unhhh...,2
Faris:Lenna! You're awake!,Faris,Lenna! You're awake!,3
Lenna:Faris...? And Bartz...,Lenna,Faris...? And Bartz...,3
Bartz:Thank goodness! She remembers us!,Bartz,Thank goodness! She remembers us!,5
Lenna:...What happened to that poor thing?,Lenna,...What happened to that poor thing?,6
Faris:What poor thing?,Faris,What poor thing?,3
Lenna:There was a dragon... She was so badly injured...,Lenna,There was a dragon... She was so badly injured...,9
"Lenna:She kept crying out, ""It hurts. Help me.""",Lenna,"She kept crying out, ""It hurts. Help me.""",8
Cecil:What's this? She can understand the words of dragons?,Cecil,What's this? She can understand the words of dragons?,9
Bartz:Yeah. She has a special connection with all kinds of animals.,Bartz,Yeah. She has a special connection with all kinds of animals.,11
"Lenna:I so desperately wanted to help her, but it didn't go so well...",Lenna,"I so desperately wanted to help her, but it didn't go so well...",13
Faris:...Is that who attacked you?,Faris,...Is that who attacked you?,5
Lenna:No! It's not her fault!,Lenna,No! It's not her fault!,5
Lenna:Her body wouldn't move how she wanted due to the pain. She didn't mean to hurt me.,Lenna,Her body wouldn't move how she wanted due to the pain. She didn't mean to hurt me.,17
Lenna:She must be struggling by herself somewhere out there. I have to help her...,Lenna,She must be struggling by herself somewhere out there. I have to help her...,14
"Cecil:Despite what you've gone through, you still put the dragon's concerns above your own. You are a kind soul.",Cecil,"Despite what you've gone through, you still put the dragon's concerns above your own. You are a kind soul.",19
"Lenna:...Um, who are you?",Lenna,"...Um, who are you?",4
"Mog:Kupo! We're back from scouting, kupo!",Mog,"Kupo! We're back from scouting, kupo!",6
"Terra:Oh, you're awake? Thank goodness.",Terra,"Oh, you're awake? Thank goodness.",5
Lenna:I heard from my sister all that you've done for me. Thank you very much...,Lenna,I heard from my sister all that you've done for me. Thank you very much...,15
"Mog:Kupo kupo! It's nice to meet you again, kupo!",Mog,"Kupo kupo! It's nice to meet you again, kupo!",9
"Bartz:So, how'd it look out there?",Bartz,"So, how'd it look out there?",6
Terra:...Everywhere you look is corroded by poison. It all seems to have been spread by a dragon.,Terra,...Everywhere you look is corroded by poison. It all seems to have been spread by a dragon.,17
Faris:A dragon... That must be the one Lenna spoke of.,Faris,A dragon... That must be the one Lenna spoke of.,10
"Mog:The dragon was also covered in poison, kupo. It must have fought with some venomous creature, kupo.",Mog,"The dragon was also covered in poison, kupo. It must have fought with some venomous creature, kupo.",17
Terra:It likely spread the poison around as it thrashed in pain...,Terra,It likely spread the poison around as it thrashed in pain...,11
Bartz:And is still thrashing.,Bartz,And is still thrashing.,4
Lenna:Can't we help her...?,Lenna,Can't we help her...?,4
"Mog:From the looks of it, it's too late to do anything, kupo...",Mog,"From the looks of it, it's too late to do anything, kupo...",12
Terra:It's already at death's door. All it can do is lash out until it breathes its last...,Terra,It's already at death's door. All it can do is lash out until it breathes its last...,17
Lenna:I see...,Lenna,I see...,2
"Cecil:We might become the target of its frustration at any time, too.",Cecil,"We might become the target of its frustration at any time, too.",12
"Faris:Lenna, I know how you must be feeling, but...",Faris,"Lenna, I know how you must be feeling, but...",9
Lenna:...Thank you. I don't want anyone else to get hurt.,Lenna,...Thank you. I don't want anyone else to get hurt.,10
Lenna:But I can't stand to see her suffer anymore...,Lenna,But I can't stand to see her suffer anymore...,9
Lenna:Let's go to her now. I want to do what I can.,Lenna,Let's go to her now. I want to do what I can.,12
"Bartz:...Yeah, let's.",Bartz,"...Yeah, let's.",2
Cecil:Lenna... We shan't let your conviction go to waste.,Cecil,Lenna... We shan't let your conviction go to waste.,9
"Serah:You're so amazing, Lenna! I think it's wonderful that you want to save that poor dragon.",Serah,"You're so amazing, Lenna! I think it's wonderful that you want to save that poor dragon.",16
Lenna:Of course I do! I can't just leave her out there on her own...,Lenna,Of course I do! I can't just leave her out there on her own...,14
Bartz:Your kind heart hasn't changed a bit. But let's not forget how much trouble that's gotten you into before.,Bartz,Your kind heart hasn't changed a bit. But let's not forget how much trouble that's gotten you into before.,19
"Serah:Did something like this happen in your home world, too?",Serah,"Did something like this happen in your home world, too?",10
Faris:You got that right.,Faris,You got that right.,4
"Faris:She once crossed apoisonous fieldto getdragon grassfor her sickwind drake, Hiryu.",Faris,"She once crossed a poisonous field to get dragon grass for her sick wind drake, Hiryu.",11
"Bartz:You even ate the dragon weed in front of him, didn't you?",Bartz,"You even ate the dragon weed in front of him, didn't you?",12
"Lenna:Yes. I had to show him it was okay, or else he wouldn't have eaten it.",Lenna,"Yes. I had to show him it was okay, or else he wouldn't have eaten it.",16
"Galuf:But it's poisonous to humans, despite being medicinal to dragons...",Galuf,"But it's poisonous to humans, despite being medicinal to dragons...",10
"Serah:Poisonous? ...Well, it looks like you made it out just fine.",Serah,"Poisonous? ...Well, it looks like you made it out just fine.",11
Lightning:You're a lot braver than I thought.,Lightning,You're a lot braver than I thought.,7
"Faris:But you need to be more careful. You're the only sister I have, you know.",Faris,"But you need to be more careful. You're the only sister I have, you know.",15
Lightning:I know how you feel. Having a reckless little sister isn't easy.,Lightning,I know how you feel. Having a reckless little sister isn't easy.,12
Serah:Me? Reckless? You're one to talk!,Serah,Me? Reckless? You're one to talk!,6
Bartz:Is Serah really so rash?,Bartz,Is Serah really so rash?,5
