Original,Character,Dialogue,Wordcount
Tifa:...I don't know for sure. But...,Tifa,...I don't know for sure. But...,6
Tifa:If what happens in this world has some effect on what's happened in ours...,Tifa,If what happens in this world has some effect on what's happened in ours...,14
Vivi:He might try to use the Torsions to change fate...like Kuja.,Vivi,He might try to use the Torsions to change fate...like Kuja.,11
Galuf:Power is to be used for the greater good.,Galuf,Power is to be used for the greater good.,9
Hope:The same goes for our light. Misusing it could destroy the world.,Hope,The same goes for our light. Misusing it could destroy the world.,12
Hope:So... If we let him continue on this path...,Hope,So... If we let him continue on this path...,9
"Mog:Right, kupo.",Mog,"Right, kupo.",2
"Mog:Vincent's light is strong, but it's veered off course, kupo.",Mog,"Vincent's light is strong, but it's veered off course, kupo.",10
"Mog:It's like it's wavering between light and dark... A real precarious position, kupo.",Mog,"It's like it's wavering between light and dark... A real precarious position, kupo.",13
"Tifa:We need more information. If we keep moving, we'll find him...I hope.",Tifa,"We need more information. If we keep moving, we'll find him...I hope.",12
"???:Hey, party people. Getting along well?",???,"Hey, party people. Getting along well?",6
Mog:Kupo!? Oh no...,Mog,Kupo!? Oh no...,3
"???:I've wrapped up my business. Far be it from me to cast aspersions, but what a cruddy mansion.",???,"I've wrapped up my business. Far be it from me to cast aspersions, but what a cruddy mansion.",18
"???:Anyway, count me in your party, too. Nothing beats good company, right?",???,"Anyway, count me in your party, too. Nothing beats good company, right?",12
"Terra:Mog's terrified of you, you know?",Terra,"Mog's terrified of you, you know?",6
"???:Whoops, sorry about earlier. Promise it won't happen again.",???,"Whoops, sorry about earlier. Promise it won't happen again.",9
Terra:How did you even do that? It looked like you were pulling Mog with some sort of invisible hand.,Terra,How did you even do that? It looked like you were pulling Mog with some sort of invisible hand.,19
Bartz:...What's that? How do you bear crystals?,Bartz,...What's that? How do you bear crystals?,7
???:Take a look here. On my face.,???,Take a look here. On my face.,7
Bartz:Whoa! You've got a crystal stuck in your cheek!,Bartz,Whoa! You've got a crystal stuck in your cheek!,9
"???:A bearer gets to use the powers of the crystal he's stuck withergo, crystal bearer.",???,"A bearer gets to use the powers of the crystal he's stuck with—ergo, crystal bearer.",15
???:I can manipulate gravity to move anything I want. Juggling moogles is a piece of cake.,???,I can manipulate gravity to move anything I want. Juggling moogles is a piece of cake.,16
Bartz:That's amazing. I can't believe the crystals in your world have that kind of power.,Bartz,That's amazing. I can't believe the crystals in your world have that kind of power.,15
???:Oh yeah. Forgot to introduce myself.,???,Oh yeah. Forgot to introduce myself.,6
Layle:Layle. Nice to meet you.,Layle,Layle. Nice to meet you.,5
"Mog:You really promise you won't pick on me anymore, kupo?",Mog,"You really promise you won't pick on me anymore, kupo?",10
Layle:Relax. I've got better things to do.,Layle,Relax. I've got better things to do.,7
"Layle:Anyway, let's go and get this crap over with.",Layle,"Anyway, let's go and get this crap over with.",9
"Zidane:Look, this way leads underground!",Zidane,"Look, this way leads underground!",5
"Bartz:Where there's a hidden passage, there's treasure, huh?",Bartz,"Where there's a hidden passage, there's treasure, huh?",8
"Mog:I'm sensing tremendous power from down there, kupo!",Mog,"I'm sensing tremendous power from down there, kupo!",8
"Yuffie:The mansion basement... Man, talk about creepy!",Yuffie,"The mansion basement... Man, talk about creepy!",7
"Yuffie:Damp, dark...and definitely haunted...",Yuffie,"Damp, dark...and definitely haunted...",4
Zidane:Scared? We can hold hands if you,Zidane,Scared? We can hold hands if you—,7
"Yuffie:Hate to break it to ya, but where there's treasure, there's Yuffie!",Yuffie,"Hate to break it to ya, but where there's treasure, there's Yuffie!",12
Yuffie:Ladies first!,Yuffie,Ladies first!,2
Zidane:Good grief... What a ball of energy. Wish I could be that carefree.,Zidane,Good grief... What a ball of energy. Wish I could be that carefree.,13
Bartz:...Can't say I can tell the difference.,Bartz,...Can't say I can tell the difference.,7
"Mog:...Best to keep it simple, kupo.",Mog,"...Best to keep it simple, kupo.",6
Mog:Kupo! Don't leave me here!,Mog,Kupo! Don't leave me here!,5
Vincent:You gathered I'd be here and came after me.,Vincent,You gathered I'd be here and came after me.,9
Cloud:We aren't looking for a fight. Why are you with Kefka?,Cloud,We aren't looking for a fight. Why are you with Kefka?,11
Cloud:He's thrown away his humanity and become a slave to chaos. I wouldn't expect you to partner with scum like that.,Cloud,He's thrown away his humanity and become a slave to chaos. I wouldn't expect you to partner with scum like that.,21
"Vincent:Heh... Thrown away his humanity, has he?",Vincent,"Heh... Thrown away his humanity, has he?",7
Vincent:I guess this body of mine makes us one and the same then.,Vincent,I guess this body of mine makes us one and the same then.,13
Cloud:You know that's not what I meant!,Cloud,You know that's not what I meant!,7
Cloud:What's going on? You're usually more level-headed than this...,Cloud,What's going on? You're usually more level-headed than this...,9
Vincent:...You met Sphiroth.,Vincent,...You met Sphiroth.,3
Warrior of Light:Why would you know that? I don't recall you being there.,Warrior of Light,Why would you know that? I don't recall you being there.,11
Vincent:I've chosen my associates... based on the knowledge you seem to lack.,Vincent,I've chosen my associates... based on the knowledge you seem to lack.,12
"Vincent:Depending on how it's used, the same power could change the fate of the planet...",Vincent,"Depending on how it's used, the same power could change the fate of the planet...",15
Cloud:You seriously believe that?,Cloud,You seriously believe that?,4
Firion:You can't! The light isn't as simple as that.,Firion,You can't! The light isn't as simple as that.,9
"Y'shtola:...Indeed, we may be lacking in knowledge.",Y'shtola,"...Indeed, we may be lacking in knowledge.",7
Y'shtola:Yet somehow I have little interest in aiding a man hellbent on destruction.,Y'shtola,Yet somehow I have little interest in aiding a man hellbent on destruction.,13
Vincent:...I'm not looking for anyone's understanding.,Vincent,...I'm not looking for anyone's understanding.,6
Cloud:Hold on!,Cloud,Hold on!,2
"Warrior of Light:If we mean to learn the truth, perhaps we can extract it from him.",Warrior of Light,"If we mean to learn the truth, perhaps we can extract it from him.",14
Firion:First let's help him get in the mood to talk!,Firion,First let's help him get in the mood to talk!,10
Vincent:I must atone for my sins. Let me be.,Vincent,I must atone for my sins. Let me be.,9
"Yuffie:You can be a real pain, you know that? Are you sure you didn't imagine all these sins?",Yuffie,"You can be a real pain, you know that? Are you sure you didn't imagine all these sins?",18
"Yuffie:Listen, we're bringing you back to our side! Everyone, gimme a hand with him!",Yuffie,"Listen, we're bringing you back to our side! Everyone, gimme a hand with him!",14
Vincent:Ngh... Even here I'm useless...?,Vincent,Ngh... Even here I'm useless...?,5
"Cloud:Vincent, get a grip! We can still",Cloud,"Vincent, get a grip! We can still—",7
Kefka:Zip! A widdle warp for my starry-eyed sock puppet. Ain't I swell?,Kefka,Zip! A widdle warp for my starry-eyed sock puppet. Ain't I swell?,12
Rem:Translocation magic... He's back in the manor!,Rem,Translocation magic... He's back in the manor!,7
"Mog:Let's go after him and finish talking, kupo!",Mog,"Let's go after him and finish talking, kupo!",8
Cloud:(There's no way Vincent hasn't got that snake's number...),Cloud,(There's no way Vincent hasn't got that snake's number...),9
Cloud:(He must be letting Kefka think he's pulling the strings in order to use him...),Cloud,(He must be letting Kefka think he's pulling the strings in order to use him...),15
"Cloud:If we hear him out, maybe we can figure out what's really going on here...",Cloud,"If we hear him out, maybe we can figure out what's really going on here...",15
Zell:Argh...,Zell,Argh...,2
"Seifer:That all you got? Once a chicken-wuss, always a chicken-wuss, I guess.",Seifer,"That all you got? Once a chicken-wuss, always a chicken-wuss, I guess.",12
"Zell:Shut up! I ain't no chicken-wuss, you",Zell,"Shut up! I ain't no chicken-wuss, you—",7
"Mog:Seifer! Stop, kupo!",Mog,"Seifer! Stop, kupo!",3
"Seifer:Hmph. You again, moogle? I told you to stay out of my way.",Seifer,"Hmph. You again, moogle? I told you to stay out of my way.",13
Laguna:Whoa! Nice gunblade!,Laguna,Whoa! Nice gunblade!,3
"Seifer:Who do you think you are, talking to me like that?",Seifer,"Who do you think you are, talking to me like that?",11
Seifer:Wait. I've seen him from somewhere before.,Seifer,Wait. I've seen him from somewhere before.,7
Laguna:Ack! Don't tell me you also met me in your dreams.,Laguna,Ack! Don't tell me you also met me in your dreams.,11
"Raijin:Oh yeah! That's the guy who played the gunblade knight in that old movie, ya know?",Raijin,"Oh yeah! That's the guy who played the gunblade knight in that old movie, ya know?",16
Laguna:Old? That movie just came out.,Laguna,Old? That movie just came out.,6
Seifer:You...you're my hero! I started using a gunblade because of you! I can't believe I ran into you here!,Seifer,You...you're my hero! I started using a gunblade because of you! I can't believe I ran into you here!,19
"Raijin:Yeah, he looks the same as he did back then, ya know? Gotta hand it to movie stars, ya know?",Raijin,"Yeah, he looks the same as he did back then, ya know? Gotta hand it to movie stars, ya know?",20
"Laguna:Back then? Unaged? Uh-oh, I'm gettin' lost again...",Laguna,"Back then? Unaged? Uh-oh, I'm gettin' lost again...",8
"Mog:Dimensional distortion transcends time and space, kupo.",Mog,"Dimensional distortion transcends time and space, kupo.",7
Seifer:You made me the man I am today! Who better to test my strength against than my childhood hero!,Seifer,You made me the man I am today! Who better to test my strength against than my childhood hero!,19
"Zell:Seifer, d-don't...",Zell,"Seifer, d-don't...",2
"Seifer:Take a nap, chicken-wuss.",Seifer,"Take a nap, chicken-wuss.",4
Seifer:Let's do this. Fujin! Raijin!,Seifer,Let's do this. Fujin! Raijin!,5
"Mog:W-watch out, kupo!",Mog,"W-watch out, kupo!",3
Warrior of Light:Are you hurt?,Warrior of Light,Are you hurt?,3
Zell:Ugh! That punk made a fool of me!,Zell,Ugh! That punk made a fool of me!,8
"Laguna:Eh, what are ya gonna do? He's a tough guy.",Laguna,"Eh, what are ya gonna do? He's a tough guy.",10
"Zell:What, so you're saying I should just give up and admit defeat!?",Zell,"What, so you're saying I should just give up and admit defeat!?",12
Warrior of Light:Coming to terms with defeat grants an opportunity to reflect upon and improve oneself. Consider this a lesson.,Warrior of Light,Coming to terms with defeat grants an opportunity to reflect upon and improve oneself. Consider this a lesson.,18
"Laguna:Yeah, shed the ego and put on your training gloves. Gotta prepare for the rematch!",Laguna,"Yeah, shed the ego and put on your training gloves. Gotta prepare for the rematch!",15
"Zell:Shed my ego, huh? You're right. Thanks, Laguna.",Zell,"Shed my ego, huh? You're right. Thanks, Laguna.",8
Laguna:Heh-heh! I do what I can.,Laguna,Heh-heh! I do what I can.,6
"Zell:All right, I've made up my mind. I'm comin' with you guys.",Zell,"All right, I've made up my mind. I'm comin' with you guys.",12
"Mog:Really, kupo!?",Mog,"Really, kupo!?",2
"Zell:Yeah, man! Training is back in session! And who better to train with than you all?",Zell,"Yeah, man! Training is back in session! And who better to train with than you all?",16
"Zell:Next time I see Seifer, he's gonna wish he never messed with me.",Zell,"Next time I see Seifer, he's gonna wish he never messed with me.",13
Warrior of Light:We're glad to have you.,Warrior of Light,We're glad to have you.,5
"Mog:I can feel your light getting even brighter, kupo!",Mog,"I can feel your light getting even brighter, kupo!",9
Zell:Left! Right! Hah!,Zell,Left! Right! Hah!,3
"Zell:Whew...! Alright, only eight more sets!",Zell,"Whew...! Alright, only eight more sets!",6
Zidane:Look at that Zell go. Gotta admire his pep.,Zidane,Look at that Zell go. Gotta admire his pep.,9
"Vaan:Hey, Zell! Why don't you take a break already?",Vaan,"Hey, Zell! Why don't you take a break already?",9
Zell:Not yet! How am I gonna kick Seifer's butt if I skimp on my workout!?,Zell,Not yet! How am I gonna kick Seifer's butt if I skimp on my workout!?,15
Zell:I'm SeeD! That bum can't diss me and get away with it!,Zell,I'm SeeD! That bum can't diss me and get away with it!,12
"Vaan:Speaking of, I've been wondering... What's ""seed""?",Vaan,"Speaking of, I've been wondering... What's ""seed""?",7
Zell:Military cadets who train at the Garden and pass a really tough exam get to become members of an elite unit: SeeD.,Zell,Military cadets who train at the Garden and pass a really tough exam get to become members of an elite unit SeeD.,22
"Vaan:No kidding. You must be more impressive than you look, huh?",Vaan,"No kidding. You must be more impressive than you look, huh?",11
Zell:What's that supposed to mean!?,Zell,What's that supposed to mean!?,5
"Zidane:Is Seifer SeeD, too?",Zidane,"Is Seifer SeeD, too?",4
"Zell:Naw, he's forever a cadet. He's got the ability, sure, but you saw his attitude.",Zell,"Naw, he's forever a cadet. He's got the ability, sure, but you saw his attitude.",15
"Vaan:He does seem to have a bit of a self-centered, stubborn streak...",Vaan,"He does seem to have a bit of a self-centered, stubborn streak...",12
Zell:And that's why I can't let him kick me around!,Zell,And that's why I can't let him kick me around!,10
"Zell:I'm gonna get stronger, pound some sense into that stupid head of his, and put him on the straight and narrow!",Zell,"I'm gonna get stronger, pound some sense into that stupid head of his, and put him on the straight and narrow!",21
"Zidane:Ah, the passion of youth. Must be fun.",Zidane,"Ah, the passion of youth. Must be fun.",8
Vaan:Zell! Let's train together! I know exactly how you feel!,Vaan,Zell! Let's train together! I know exactly how you feel!,10
Zell:Deal! We'll race to the sunset!,Zell,Deal! We'll race to the sunset!,6
Zidane:What sun? It's pouring.,Zidane,What sun? It's pouring.,4
"Zell:Let's go! Raaargh! I'll show you, Seifer!",Zell,"Let's go! Raaargh! I'll show you, Seifer!",7
"Vaan:Raaargh! First-rate sky pirate, here I come!",Vaan,"Raaargh! First-rate sky pirate, here I come!",7
Zidane:Ah well. No point in raining on their parade...,Zidane,Ah well. No point in raining on their parade...,9
"Zidane:Hold up! I'm coming, too!",Zidane,"Hold up! I'm coming, too!",5
Layle:This place gets spookier the more you look at it. Let's finish up and get out of here.,Layle,This place gets spookier the more you look at it. Let's finish up and get out of here.,18
"Shadow:The monsters are getting stronger, too. We shouldn't stay any longer than we need to.",Shadow,"The monsters are getting stronger, too. We shouldn't stay any longer than we need to.",15
Terra:Mog said he's choosing our destinations based on our strength.,Terra,Mog said he's choosing our destinations based on our strength.,10
"Layle:You don't say. In other words, then, everything we face should be an even match.",Layle,"You don't say. In other words, then, everything we face should be an even match.",15
Shadow:I doubt it's as convenient as that.,Shadow,I doubt it's as convenient as that.,7
Layle:Monsters obviously have the upper hand in this world. Things are gonna get harder before they get easier.,Layle,Monsters obviously have the upper hand in this world. Things are gonna get harder before they get easier.,18
Layle:...A note from Edgar. Taking that moogle at its every word'll come back to bite you.,Layle,...A note from Edgar. Taking that moogle at its every word'll come back to bite you.,16
"Shadow:There's another deity beside the ""goddess"" who called us here... Do I have that right?",Shadow,"There's another deity beside the ""goddess"" who called us here... Do I have that right?",15
Terra:The god who aims to protect the world he created by any means necessary...Spiritus.,Terra,The god who aims to protect the world he created by any means necessary...Spiritus.,14
"Terra:Undoubtedly, he's the one commanding Kefka and Kuja...",Terra,"Undoubtedly, he's the one commanding Kefka and Kuja...",8
Layle:Also according to your moogle?,Layle,Also according to your moogle?,5
"Layle:If that were the case, you'd think trouncing that god'd be the first order of business.",Layle,"If that were the case, you'd think trouncing that god'd be the first order of business.",16
"Shadow:A battle against divinity, eh?",Shadow,"A battle against divinity, eh?",5
"Mog:What are you three up to over here, kupo?",Mog,"What are you three up to over here, kupo?",9
Layle:Just shooting the breeze.,Layle,Just shooting the breeze.,4
"Mog:We should get moving soon. If you don't pick it up, you'll get left behind, kupo.",Mog,"We should get moving soon. If you don't pick it up, you'll get left behind, kupo.",16
Terra:...It's true we don't know how much we can believe of what Mog tells us...,Terra,...It's true we don't know how much we can believe of what Mog tells us...,15
Terra:But I trust him.,Terra,But I trust him.,4
Layle:Shadow? What about you?,Layle,Shadow? What about you?,4
"Shadow:I do what I'm paid for, and nothing more.",Shadow,"I do what I'm paid for, and nothing more.",9
Layle:...Sure you do.,Layle,...Sure you do.,3
"Kefka:Ruh-roh! The big, bad good guys have come to stop your diabolical schemes. I trust...you know what must be done.",Kefka,"Ruh-roh! The big, bad good guys have come to stop your diabolical schemes. I trust...you know what must be done.",20
Vincent:Hmph. Save your half-witted jesting for someone who cares. I only fight for myself.,Vincent,Hmph. Save your half-witted jesting for someone who cares. I only fight for myself.,14
"Kefka:Oh, what arrogance! I love it. Now, show them that monstrous power of yours!",Kefka,"Oh, what arrogance! I love it. Now, show them that monstrous power of yours!",14
Kefka:Hee hee hee! Slick moves you had there.,Kefka,Hee hee hee! Slick moves you had there.,8
Vincent:I wasn't fighting for your sake... I just...want...,Vincent,I wasn't fighting for your sake... I just...want...,8
Vincent:...wanted to light some spark of hope... in this contorted world...,Vincent,...wanted to light some spark of hope... in this contorted world...,11
Kefka:Like I give two licks!,Kefka,Like I give two licks!,5
Kefka:Struggle and strife... The rising urge to break stuff with each and every fight...,Kefka,Struggle and strife... The rising urge to break stuff with each and every fight...,14
Kefka:Can't you just feel it?,Kefka,Can't you just feel it?,5
Shantotto:Push around lackeys to sate urges by proxy? Never have I heard a thing so unappealing.,Shantotto,Push around lackeys to sate urges by proxy? Never have I heard a thing so unappealing.,16
Shantotto:Better to take what you want by your own sheer moxie! Do it yourself for that full-bellied feeling.,Shantotto,Better to take what you want by your own sheer moxie! Do it yourself for that full-bellied feeling.,18
"Cloud:...Vincent, stop taking this all on by yourself.",Cloud,"...Vincent, stop taking this all on by yourself.",8
"Kefka:What's this what's this? You knock him about, then want to kiss and make up?",Kefka,"What's this what's this? You knock him about, then want to kiss and make up?",15
"Kefka:If you accuse li'l ol' me of being self-serving, isn't he juuust as guilty?",Kefka,"If you accuse li'l ol' me of being self-serving, isn't he juuust as guilty?",14
"Cloud:...He hasn't slaughtered countless innocents, to say the least.",Cloud,"...He hasn't slaughtered countless innocents, to say the least.",9
Terra:He's nothing like you... Stop tormenting him!,Terra,He's nothing like you... Stop tormenting him!,7
Kefka:Hmph. Cheeky know-nothings.,Kefka,Hmph. Cheeky know-nothings.,3
"Kefka:Fine, then. Make me!",Kefka,"Fine, then. Make me!",4
"Kefka:Aww, what a lousy monster. You're worthless. Worthlesser than worthless.",Kefka,"Aww, what a lousy monster. You're worthless. Worthlesser than worthless.",10
Kefka:You're garbageall of you! So now I'm going to have to Punish you! With a capital P.,Kefka,You're garbage—all of you! So now I'm going to have to Punish you! With a capital P.,17
"Kefka:Ulp, that's enough for now...",Kefka,"Ulp, that's enough for now...",5
Kefka:...Oh-ho? Here's another rude guest...,Kefka,...Oh-ho? Here's another rude guest...,5
???:Hahaha... That's what you call destruction?,???,Hahaha... That's what you call destruction?,6
"Onion Knight:That's...! Kefka's in league with that, too!?",Onion Knight,"That's...! Kefka's in league with that, too!?",7
Kefka:I do not recollect making palsy-walsy with Ms. Cloud of That's-What-You-Call Darkness.,Kefka,I do not recollect making palsy-walsy with Ms. Cloud of That's-What-You-Call Darkness.,12
Kefka:...The world is mine for the breaking.,Kefka,...The world is mine for the breaking.,7
"Mog:Kupo! We don't stand a chance if they team up against us, kupo!",Mog,"Kupo! We don't stand a chance if they team up against us, kupo!",13
"Mog:Let's beat a hasty retreat, kupo!",Mog,"Let's beat a hasty retreat, kupo!",6
Cecil:There's no way in which to flee!,Cecil,There's no way in which to flee!,7
Onion Knight:What's your game?,Onion Knight,What's your game?,3
Vincent:That's your only option for escape. ...I know you can find your way out of there.,Vincent,That's your only option for escape. ...I know you can find your way out of there.,16
Cecil:Come with us; I'm sure we can come to an understanding!,Cecil,Come with us; I'm sure we can come to an understanding!,11
Vincent:...I've yet to atone from my sins.,Vincent,...I've yet to atone from my sins.,7
Cecil:Wait! It's too dangerous...!,Cecil,Wait! It's too dangerous...!,4
"Cloud of Darkness:Run where you may, resistance is futile...",Cloud of Darkness,"Run where you may, resistance is futile...",7
Vincent:I've...made my choice...,Vincent,I've...made my choice...,3
Warrior of Light:Cloud of...Darkness was it? What can you tell us about that entity?,Warrior of Light,Cloud of...Darkness was it? What can you tell us about that entity?,12
Onion Knight:It's from my world. ...I can't believe it's here.,Onion Knight,It's from my world. ...I can't believe it's here.,9
Yuna:It was impossible to tell if it was friend or foe.,Yuna,It was impossible to tell if it was friend or foe.,11
Onion Knight:The Cloud of Darkness is...neither human nor monster.,Onion Knight,The Cloud of Darkness is...neither human nor monster.,8
Onion Knight:It appears when the balance between light and dark is out of whack.,Onion Knight,It appears when the balance between light and dark is out of whack.,13
King:Appears and then what? It was going on about destruction or something or other.,King,Appears and then what? It was going on about destruction or something or other.,14
"Onion Knight:When light and darkness are no longer in balance, the Cloud of Darkness will destroy the world... But we're not talking about any old destruction.",Onion Knight,"When light and darkness are no longer in balance, the Cloud of Darkness will destroy the world... But we're not talking about any old destruction.",25
Onion Knight:It's like a force of nature that comes to reset the world...so it can be reborn from nothingness.,Onion Knight,It's like a force of nature that comes to reset the world...so it can be reborn from nothingness.,18
"Yuna:If such a thing has appeared here, does that mean this world is in such peril?",Yuna,"If such a thing has appeared here, does that mean this world is in such peril?",16
Warrior of Light:The balance between light and darkness... Assuming we're the light...,Warrior of Light,The balance between light and darkness... Assuming we're the light...,10
"Warrior of Light:Even should we flood the world with light, is it still destined for ruin...?",Warrior of Light,"Even should we flood the world with light, is it still destined for ruin...?",14
Onion Knight:...I don't know. All I know is that we're clueless.,Onion Knight,...I don't know. All I know is that we're clueless.,10
Onion Knight:...It's safe to say this world is anything but balanced.,Onion Knight,...It's safe to say this world is anything but balanced.,10
Onion Knight:But...we don't even know what a balanced world is supposed to look like.,Onion Knight,But...we don't even know what a balanced world is supposed to look like.,13
Mog:That's why you should just trust me...,Mog,That's why you should just trust me...,7
"???:I am Ultima... Forged in antiquity, all powerful...",???,"I am Ultima... Forged in antiquity, all powerful...",8
Terra:Who said that!?,Terra,Who said that!?,3
"???:I am power, unliving... Feeble mortals, begone!!",???,"I am power, unliving... Feeble mortals, begone!!",7
Terra:Look out!,Terra,Look out!,2
"Mog:I can't believe my eyes, kupo. Here too? But why? Could it be...?",Mog,"I can't believe my eyes, kupo. Here too? But why? Could it be...?",13
Mog:Or maybe the destruction is spreading even faster than I imagined...,Mog,Or maybe the destruction is spreading even faster than I imagined...,11
"Layle:Whoa, now for something completely different... We can't let that thing out of the Torsion!",Layle,"Whoa, now for something completely different... We can't let that thing out of the Torsion!",15
"Zell:You can say that again! Come on, let's do this!",Zell,"You can say that again! Come on, let's do this!",10
Terra:Ultima Weapon... Did it also appear because of the Torsions?,Terra,Ultima Weapon... Did it also appear because of the Torsions?,10
Cloud:Think there's some rule to how the Torsions pick their muscle?,Cloud,Think there's some rule to how the Torsions pick their muscle?,11
"Onion Knight:One after another, they've all had some connection to us...",Onion Knight,"One after another, they've all had some connection to us...",10
Onion Knight:...Can't be a coincidence.,Onion Knight,...Can't be a coincidence.,4
"Mog:Kupo! More importantly, an exit, kupo!",Mog,"Kupo! More importantly, an exit, kupo!",6
Kefka:Seee? I told you we'd get here. My magic's nothing to sniff at.,Kefka,Seee? I told you we'd get here. My magic's nothing to sniff at.,13
Cloud of Darkness:...Insolent man.,Cloud of Darkness,...Insolent man.,2
Cloud:They followed us... What happened to Vincent!,Cloud,They followed us... What happened to Vincent!,7
Kefka:That puppet outlived his usefulness.,Kefka,That puppet outlived his usefulness.,5
Cloud:A puppet...? Why you!,Cloud,A puppet...? Why you—!,4
Cloud of Darkness:We will fight here... That will lead to the Void...,Cloud of Darkness,We will fight here... That will lead to the Void...,10
Cloud of Darkness:Let us bring about the cycle of ruin and rebirth...,Cloud of Darkness,Let us bring about the cycle of ruin and rebirth...,10
Onion Knight:Doesn't look like we can avoid this fight.,Onion Knight,Doesn't look like we can avoid this fight.,8
Cloud of Darkness:Warriors of light? Hmph.,Cloud of Darkness,Warriors of light? Hmph.,4
Cloud of Darkness:It will take more than light to defeat us.,Cloud of Darkness,It will take more than light to defeat us.,9
Terra:We won't know until we try!,Terra,We won't know until we try!,6
Cloud of Darkness:Yes... Try to defy reason!,Cloud of Darkness,Yes... Try to defy reason!,5
Kefka:And don't forget about yours truly.,Kefka,And don't forget about yours truly.,6
Cloud:Don't think for a minute we did!,Cloud,Don't think for a minute we did!,7
"Cloud of Darkness:What a powerless, dim light... Allow us to inter you in darkness.",Cloud of Darkness,"What a powerless, dim light... Allow us to inter you in darkness.",12
Kefka:Where do all these yahoos get off doing as they please? They're just gonna die. At least I get to do the killing!,Kefka,Where do all these yahoos get off doing as they please? They're just gonna die. At least I get to do the killing!,23
Zell:Looks like every world has its share of freaks!,Zell,Looks like every world has its share of freaks!,9
"Layle:Took the words right out of my mouth. It ends here! Get ready to fight, no holds barred!",Layle,"Took the words right out of my mouth. It ends here! Get ready to fight, no holds barred!",18
Yuffie:Ahhh! It's Vincent!,Yuffie,Ahhh! It's Vincent!,3
"Zell:Oh man, is he alright?",Zell,"Oh man, is he alright?",5
Bartz:He's still breathing!,Bartz,He's still breathing!,3
Vincent:Where...? You...you're all safe!,Vincent,Where...? You...you're all safe!,4
"Yuffie:""You're all safe"" my foot!",Yuffie,"""You're all safe"" my foot!",5
Yuffie:You're not allowed to act all cool after you get the snot kicked outta you!,Yuffie,You're not allowed to act all cool after you get the snot kicked outta you!,15
Layle:Harsh friend. She always like this?,Layle,Harsh friend. She always like this?,6
Cloud:Yuffie's concern for others can get a bit dramatic.,Cloud,Yuffie's concern for others can get a bit dramatic.,9
"Yuffie:Gimme a break! You were worried the whole time, too!",Yuffie,"Gimme a break! You were worried the whole time, too!",10
"Mog:Neither the Cloud of Darkness nor Kefka are down for the count, kupo.",Mog,"Neither the Cloud of Darkness nor Kefka are down for the count, kupo.",13
"Mog:There're only more and more difficult battles waiting for us from here on out, kupo...",Mog,"There're only more and more difficult battles waiting for us from here on out, kupo...",15
Zell:We'll knock 'em down as many times as they get back up!,Zell,We'll knock 'em down as many times as they get back up!,12
Zell:...Though it'd be nice to at least get one clean victory 'fore I start running my mouth...,Zell,...Though it'd be nice to at least get one clean victory 'fore I start running my mouth...,17
Vincent:So my rescue attempt sent you from bad to worse...,Vincent,So my rescue attempt sent you from bad to worse...,10
Bartz:Nobody's blaming you.,Bartz,Nobody's blaming you.,3
Layle:But you still want to make it up to us.,Layle,But you still want to make it up to us.,10
Vincent:...I need to redeem myself.,Vincent,...I need to redeem myself.,5
Cloud:Then come with us and tell us what you know.,Cloud,Then come with us and tell us what you know.,10
Cloud:(...Including whatever it is that moogle is up to.),Cloud,(...Including whatever it is that moogle is up to.),9
Vincent:...Understood. I'll take responsibility for everything.,Vincent,...Understood. I'll take responsibility for everything.,6
"Mog:We've got another warrior with the light, kupo!",Mog,"We've got another warrior with the light, kupo!",8
Vincent:Heh... We'll see soon enough what you mean by that...,Vincent,Heh... We'll see soon enough what you mean by that...,10
Vincent:If that light truly is for helping others or not...,Vincent,If that light truly is for helping others or not...,10
"Mog:Come on! Let's take the airship to the next Torsion, kupo!",Mog,"Come on! Let's take the airship to the next Torsion, kupo!",11
Yuffie:Ughhh... Not the airship again...,Yuffie,Ughhh... Not the airship again...,5
Layle:Not a fan of airships? I can give you a lift with my powers.,Layle,Not a fan of airships? I can give you a lift with my powers.,14
Yuffie:Heck no! You wanna see me extra sick!?,Yuffie,Heck no! You wanna see me extra sick!?,8
"Bartz:I finally figured out how to cope! If you don't look outside, you can't tell how high you're up!",Bartz,"I finally figured out how to cope! If you don't look outside, you can't tell how high you're up!",19
"Vincent:...Blessed with a colorful bunch as usual, eh?",Vincent,"...Blessed with a colorful bunch as usual, eh?",8
Cloud:...You're one to talk.,Cloud,...You're one to talk.,4
"Mog:I'm back, kupo.",Mog,"I'm back, kupo.",3
Spiritus:You have quite the band of warriors now.,Spiritus,You have quite the band of warriors now.,8
Spiritus:Or should I call them pawns?,Spiritus,Or should I call them pawns?,6
"Mog:They are no such thing, kupo!",Mog,"They are no such thing, kupo!",6
"Mog:Vincent was one of Cloud's allies back in their world, so it's only natural he allied with the goddess Materia.",Mog,"Vincent was one of Cloud's allies back in their world, so it's only natural he allied with the goddess Materia.",20
Spiritus:Hmph. Then I will just send in another pawn to take care of things.,Spiritus,Hmph. Then I will just send in another pawn to take care of things.,14
Spiritus:That's exactly why I sent the Cloud of Darkness.,Spiritus,That's exactly why I sent the Cloud of Darkness.,9
Mog:That was your doing?,Mog,That was your doing?,4
"Mog:She was really powerful, kupo.",Mog,"She was really powerful, kupo.",5
