Character,clean_dialogue,narrative_type,plot_unit_id
Elmyra,"Aeris and I became close very quickly.That child loved to talk. She used to talk to me about everything. She told me she escaped from some kind of research laboratory somewhere. And that her mother had already returned to the planet, so she wasn't lonely...and many other things.",narration,157
Barret,Returned to the planet?,narration,157
Elmyra,"I didn't know what she meant. I asked if she meant a star in the sky, But she said it was this planet... She was a mysterious child in many ways.",dialogue,157
Aeris,Mom. Please don't cry.,narration,157
Elmyra,Aeris just blurted that out all of a sudden. When I asked her if something happened...,dialogue,157
Aeris,"Someone dear to you has just died. His spirit was coming to see you, but he already returned to the planet.",narration,157
Elmyra,"At that time I didn't believe her. But... Several days later... We received a notice saying my husband died... ...and that's how it was. A lot had happened, but we were happy. Until one day...",dialogue,157
Tseng,We want you to return Aeris to us. We've been searching for her for a long time.,narration,158
Aeris,No! Never!,narration,158
Tseng,"Aeris, you're a very special child. You are of special blood. Your real mother was an 'Ancient'.",narration,158
Elmyra,Of course I heard it. That she was an 'Ancient'.,narration,158
Tseng,The Ancients will lead us to a land of supreme happiness. Aeris will be able to bring happiness to all those in the slums. That is why Shinra would like Aeris's cooperation......,dialogue,158
Aeris,He's wrong! I'm not an Ancient! I'm not!,narration,158
Tseng,"But Aeris, surely you hear voices sometimes when you're all alone?",narration,158
Aeris,"No, I don't!",narration,158
Elmyra,"But I knew. I knew about her mysterious powers... She tried so hard to hide it, so I acted as though I never noticed.",narration,159
Cloud,It's amazing how she's avoided the Shinra for all these years...,narration,159
Elmyra,"The Shinra needed her, So I guess they wouldn't harm her.",narration,159
Tifa,But why now......,dialogue,159
Elmyra,"She brought a little girl here with her. On the way here, Tseng found them. She probably couldn't get away fast enough. She decided to go to the Shinra in exchange for the little girl's safety.",action,159
Cloud,Must be Marlene.,narration,159
Barret,Marlene!! Aeris was caught because of Marlene!?,narration,159
Barret,I'm sorry. Marlene's my daughter. I'm ...really...sorry...,narration,159
Elmyra,You're her father!? How in the world could you ever leave a child alone like that!?,narration,160
Barret,"...please don't start with that. I think about it all the time. What would happen to Marlene, if I... But you gotta understand somethin'... ...I don't got an answer. I wanna be with Marlene... But I gotta fight. 'Cause if I don't...the planet's gonna die. So I'm gonna keep fightin'! But, I'm worried 'bout Marlene. I really just wanna be with her...always. See? I'm goin' in circles, now.",action,160
Elmyra,"...I think I understand what you're saying... She's upstairs asleep, Why don't you go and see her.",action,160
Tifa,It's my fault... I was the one who got Aeris involved in this.,action,160
Elmyra,Don't say that. Aeris doesn't think that.,dialogue,160
Tifa,I feel so depressed.,narration,160
Elmyra,...sigh...,narration,160
Barret,I'm so glad...... I'm so glad you're all right...,narration,160
Marlene,"Daddy, don't cry. Your whiskers hurt!",narration,161
Barret,Cloud!,narration,161
Barret,"You gonna go help Aeris, right? She's done so much for me...",action,161
Barret,"If it's the Shinra you're dealin' with, I can't just sit here! I'm comin', too!",narration,161
Marlene,"Guess what? Guess what? Aeris was asking me lots of questions. Like what kind of person Cloud is. I bet she likes you, Cloud!",dialogue,161
Marlene,Stupid!,narration,161
Marlene,I won't tell Tifa.,dialogue,161
Cloud,Looks like I could get some rest here...,narration,161
Tifa,"You're going after Aeris, right?",action,162
Cloud,Yeah.,narration,162
Tifa,I'm coming with you.,narration,162
Cloud,We're going right into Shinra Headquarters. ...You gotta be prepared for the worst.,action,162
Tifa,"I know. Right now, I feel I have to push myself to the limit. If I stayed here...I'll go crazy.",action,162
Barret,"Sorry, but can you take care of Marlene a bit longer?",narration,162
Elmyra,"Yes, I don't mind.",narration,162
Barret,This place is dangerous now. You better go somewhere else.,action,162
Elmyra,...You're right. But promise me that you'll come back to her. Don't get yourself killed.,narration,163
Tifa,How do we get to the Shinra Building?,narration,163
Barret,There ain't no train that goes up there anymore...,action,163
Tifa,......,narration,163
Tifa,"Well, let's just go to Wall Market. We might be able to find something there.",action,163
Elmyra,"I mean it, come back to her. Don't get yourself killed.",narration,163
Marlene,"Daddy, Tifa, Cloud! Please bring Aeris back!",narration,163
NPC,You goin' up to the plate? You better have a Battery.,action,163
Cloud,You're gonna sell me something you just found?,action,164
NPC,"Hey, you knew? But I repaired it, so it's all right.",narration,164
Cloud,Why do I need a battery to climb up to the plate?,dialogue,164
NPC,You'll find out when you get there. How 'bout 100 Gil for each?,narration,164
Cloud,......,narration,164
On-screen,"Received ""Batteries""!",system,164
NPC,"Hmm, looks like you're a little short, son. Come back again.",narration,164
NPC,"All right then, go see for yourself. You'll be back again.",action,164
Kid,Wanna see somethin' awesome? Follow me!,action,165
Kid 1,Everyone climbed up this wire. Looks scary......Brrr.,narration,165
Tifa,Can we climb it?,narration,165
Kid 1,Yeah. It leads to the Upper World.,narration,165
Barret,Awright! We'll climb this wire!,narration,165
Cloud,There's no way we can do this. You know how far it goes up?,action,165
Barret,There IS a way! Look! What's that look like?,dialogue,165
Cloud,Just a normal wire.,narration,165
Barret,Oh yeah? Well to me it looks like a golden shiny wire of hope.,action,166
Tifa,You're right. This is the only way to save Aeris...,narration,166
Cloud,"Ok, that was a bad analogy, but, Barret, I understand how you feel.",narration,166
Cloud,Let's go!,action,166
Kid 2,Oh man! This is horrible...,narration,166
Kid 3,"Hey, scary, huh? Dad told me that it's the Shinra's doing.",narration,166
Cloud,...maybe if I put a battery in... The propeller might work.,narration,166
Cloud,It might work if I put a battery in it.,narration,166
Cloud,I guess I'll just have to believe the shopkeeper.,narration,167
Cloud,"Need a battery here, too.",narration,167
Cloud,Looks like the only way is to jump onto that bar. Should make it if I jump before it comes too close.,narration,167
Cloud,Jumped too soon...,narration,167
Cloud,Jumped too late...,narration,167
Barret,"Hey, you oughta know this building well.",narration,167
Cloud,"...Not really, now that I think about it, This's the first time I've ever been to the Headquarters.",narration,167
Barret,"I heard about this place before. Every floor above the 60th is special and not easy to get to even for employees. Must be where they took Aeris. The security's pretty light now. Awright, let's go!!",action,167
Tifa,"Wait a second! You're not thinking of just going right through the main entrance, are you?",action,168
Barret,Well what else does it look like!? I'm gonna kick some Shinra butt and......,action,168
Tifa,That's not going to work! We've got to find another way...,action,168
Barret,"Ain't gonna be no other way! If we keep wastin' time like this, Aeris'll...",action,168
Tifa,"I know that! But if we get caught here... Hey, Cloud. ...What should we do?",dialogue,168
Barret,"That's more like it! C'mon, let's go!!",action,168
Tifa,See? Let's be careful and find a different route!,narration,168
Receptionist,"Excuse me! If you don't have an appointment, you'll just have to...",narration,168
Barret,Don't need no appointment... This is a 'mergency! Anyone who don't wanna get their face bashed in better git outta the way!! Yaagghh!,narration,169
Barret,Let's go to the top!,action,169
Cloud,"Nothing. Have to find another way up, I guess...",narration,169
Tifa,......What's wrong?,dialogue,169
Cloud,I didn't want to start a ruckus till we saved Aeris. I should have known that was impossible though...,narration,169
Barret,"Heh, heh, heh.",narration,169
Cloud,What is it? You're givin' me the willies.,dialogue,169
Barret,So there are times when even you fight for other people. I am impressed.,narration,169
Cloud,Who cares if you're impressed...?,narration,170
Barret,"Y'know,I ain't so good at sayin' this,but... Sorry...for lotsa things.",action,170
Barret,"Wh, what the!?",dialogue,170
Tifa,Look!,narration,170
Barret,DA-MN...!,narration,170
Barret,"I don't care where, Cloud! Just stop it!",narration,170
Tifa,What's going on!?,action,170
NPC,Oh man!!,narration,170
NPC,"No, uh, that's all right. My mistake. I'm, uh, not getting on.",narration,171
NPC,"You, you're still driving...? Uh, I'll pass again.",narration,171
NPC,Oh man!!,narration,171
Barret,Yo... You really gonna take these stairs all the way up?,action,171
Tifa,Well we've got to get to Aeris to help her somehow.,action,171
Barret,Talk about out of the way...,narration,171
Tifa,I don't have time to argue with you! I'm going!,action,171
Barret,"Y, yo Tifa! Don't go off alone!",action,171
Tifa,"Wait a minute, Cloud!",action,172
Barret,Don't know... Why...the hell... We gotta...climb...,action,172
Cloud,...because we don't want to start a commotion until we've saved Aeris.,narration,172
Cloud,I doubt that's possible though...,narration,172
Barret,...heh heh heh.,narration,172
Cloud,Knock it off. You're giving me the creeps.,narration,172
Barret,So even you will fight for someone else. I had you figured wrong I guess.,narration,172
Cloud,Who cares what you figured!,dialogue,172
Barret,I'm just sayin' mebbe I was wrong...,dialogue,173
Tifa,heh heh heh......,narration,173
Cloud,"What's that supposed to mean, Tifa?",dialogue,173
Barret,...how much farther do these stairs go on?,action,173
Tifa,Why don't you ask them?,dialogue,173
Barret,"It's not one of them endless stairways or somethin', d'ya think?",narration,173
Tifa,Of course not!!,narration,173
Barret,Right...couldn't be that...,narration,173
Barret,Are we there yet?,narration,174
Tifa,Not yet.,narration,174
Barret,...there yet?,narration,174
Tifa,I said not yet!,narration,174
Barret,Yo...,narration,174
Tifa,"Look, don't even ask! We're way way way way far away from being there, ok!?",dialogue,174
Barret,"Damn, man! I've had it! I'm going back!",action,174
Tifa,And take just as long going down as you did coming up?,action,174
Barret,............,narration,175
Tifa,"C'mon, Barret. Pull it together!",narration,175
Barret,"Yeah, well all I know is I'm just flesh 'n' blood... 'cept for this arm of mine. Don't treat me like I'm some ex-member of SOLDIER or somethin'......",narration,175
Tifa,"What about me!? I'm human too! Oh, do what you want, I'm going on!",action,175
Tifa,......?,narration,175
Tifa,Yaah! Barret! You go first!,action,175
Barret,What're ya ignorant? I didn't mean that...,dialogue,175
Tifa,"All right, all right!",narration,175
Tifa,"Cloud, you go on ahead too!!",action,176
Barret,Yo... What floor is this?,dialogue,176
Tifa,...I gave up counting.,narration,176
Barret,Why they gotta build these buildings so damn tall?,action,176
Barret,That Shinra... They're just no damn good.,action,176
Tifa,.........,narration,176
Barret,"huff... Man, I'm beat...",narration,176
Barret,"Marlene, Daddy wanted to see your face one more time...",narration,176
Tifa,Would you stop acting like a retard and climb!?,narration,177
Tifa,It's just a bit more!,narration,177
Tifa,...maybe.,narration,177
Barret,F...finally... M...made it... N...never wanna see... no more stairs the rest of my life...,narration,177
Tifa,huff...puff... this really takes it out of you... But this is it. We'd better get ready...!,narration,177
Barret,"Hey Cloud! You come all this way, you thinkin' of goin' back down to the 1st floor?",action,177
Barret,"We ain't got no time for that! Stop messin' around, boy!",action,177
Barret,"Yeah, that's right! Let's go on then!",action,177
Guard,Destroy the intruders!,narration,178
Cloud,What's this?,dialogue,178
On-screen,"Received Key Item ""Keycard 60""!",system,178
On-screen,You don't have a Card Key,system,178
Tifa,I hope Aeris is all right.,narration,178
Barret,This is the real thing. Don't let your guard down.,narration,178
Guard,"What're you doing here!? No unauthorized people are allowed here!! People like you don't belong here! Go on, get out!",action,178
Barret,"Lookit that, all them guards is runnin' around. Cloud, you go on ahead and signal us when it's safe to come.",action,178
Barret,"When those guards turn around, MOVE!",narration,179
Tifa,Stay in the shadows!,narration,179
On-screen,"Wait for the soldiers to let down their guard, then push the  button to signal the others!",system,179
Barret,Ok! We gonna rock!,action,179
Tifa,"Remember, we're here to save Aeris.",narration,179
Barret,"Hell, I know that!",narration,179
Guard,Hey there! What do you think you're doing there!?,dialogue,179
Barret,What the hell're ya doin'? Come on gotta do it again!,action,179
Barret,I shoulda known it'd turn out like this... If I'd known it'd be like this in the first place...,narration,180
Tifa,Shhh! Now let's move on.,narration,180
NPC,The hell are you? What're you doin' around here?,dialogue,180
NPC,"Aeris? How did you know that name? You must be...!? Aeris, you mean that kid. The receptionist. Yeah, I was startin' to worry 'bout her myself. And so another rival appears on the scene, eh? You mean, she's not? It's someone else?",narration,180
NPC,"Oh, I see. So you must be that whatcha call it... Shinra, Inc. Repair Division!! You know, it looks like this building is starting to fall apart. This door was just pushed open. You ought to fix this right away. Oh yeah, and take a look on the other floors too. I'll give you this.",action,180
On-screen,"Received Key Item ""Keycard 62""!",system,180
NPC,This door is stuck wide open. Better fix this right away.,action,180
Hart,How do you do? This is the Midgar Mayor's Office. Mayor Domino is in his office. I am the Deputy Mayor. If you should have any questions feel free to ask me...,dialogue,180
Domino,"Hmm? Oh, and who might you be? You all must be those...ahem... Me? I'm Domino, the Mayor of Midgar. Actually, I'm Mayor in name only. The city and everything in it is really run by Shinra, Inc. My only real job is watching over Shinra's documents... Me! The Mayor! A librarian! Ohh...... You want to get upstairs? I tell you what, if you can guess the password, I'll give you my keycard. Yes, that's it. Guess the password and I'll give you my keycard! Get it on the first try and I'll even throw in a special item!",action,181
Hart,"Did you speak with the Mayor? What? A password? Oh, I get it... He's got way too much time on his hands. But you can't really blame him, Everything in Midgar is controlled by President Shinra. Maybe I can help you.",action,181
Hart,What do you want to know?,dialogue,181
Hart,What can I do for you?,dialogue,181
Hart,"Sure, sure. All right. As a public servant, it's my job to serve the needs of the people. So here's a hint...",narration,181
Hart,...for 500 gil.,narration,181
Hart,...for 1000 gil.,narration,181
Hart,...for 2000 gil.,narration,181
Hart,Hey now! You're a bit short. I'm sure even item stores in the slums don't give credit nowadays.,narration,182
Hart,"Oh, my...well, Thank you very much.",narration,182
Hart,"Now listen. On this floor are four research libraries for four different sections of Shinra, Inc.... Parts of the password are hidden in each of the libraries. Pay careful attention to the files in each room. The name of each library is written on the plaque outside the door.",narration,182
Hart,"Now, in each library will be one file mixed in from another library. Look carefully at the numbers on each file.",narration,182
Hart,"There is a number at the beginning of each file name. Of course there's a number even on the files that don't belong in that library. Match the number with the letters in the title of the file. If the file starts with a 4, then check the fourth letter and... well, you get the idea.",narration,182
Hart,"...I see. Then, I guess that's that. Good luck finding it on your own. If you still can't find it. I'll just be right over here. Ready to tell you anytime...",action,182
On-screen,"Shinra, Inc. Peace Preservation/ Weapon Dev. Research Library",system,182
On-screen,"Shinra, Inc. Space Dev. Research Library",system,182
On-screen,"Shinra, Inc. Urban Dev. Research Library",system,183
On-screen,"Shinra, Inc. Scientific Research Library",system,183
On-screen,This is the Public Order/Weapon Development Library. Return materials where you found them. Do not mix materials from other libraries.,system,183
On-screen,This is the Space Dev Research Library. Click on the plate in front of each library to see which it is.,system,183
On-screen,Materials are non-circulating! It is forbidden to remove any materials from this floor.,system,183
On-screen,This is the Scientific Research Library. Materials for the... Urban Dev. Library Peace/Weapon Dev. Library Space Dev. Library are held in their respective libraries...,system,183
Domino,"Got it? Then tell me. So, what's the password?",action,183
Domino,"BEST!! God, I love the sound of that! BEST!! I AM the best...ME!! No matter what anyone else says, you'd better believe it.",action,183
Domino,"KING!! God, I love the sound of that! KING!! President Shinra sucks! I should be King of Midgar!",action,184
Domino,"BOMB!! God, I love the sound of that! BOMB!! I'm so angry, I'm like a walking time bomb waiting to explode!",action,184
Domino,"MAKO!! God, I love the sound of that! MAKO! If I had a lot more of it, I would be a real Mayor!",action,184
Domino,Nope! You're ALL wrong! It's a much better word than that! Try again!,narration,184
Domino,"......hmm. Well, ok. Here, take it.",narration,184
On-screen,"Received ""Keycard 65""!",system,184
Domino,"I never thought you'd get it on the first try... Just goes to show you can't judge a book by its cover. Oh well, a promise is a promise. Take this, too.",action,184
On-screen,"Received ""Elemental"" Materia!",system,184
Domino,What...is it full already? Come back again when it's empty.,dialogue,185
Domino,"Hmm. It appears you're not completely stupid. Fine then, take this.",narration,185
On-screen,"Received ""Elixir""!",system,185
Domino,"I see... I think for you...this would be best. Then, I have this to give the lot of you.",narration,185
On-screen,"Received ""Ether""!",system,185
Domino,"Hoo boy! You finally got it...? You all really don't like to use your heads, do you? ......What the hey. Here, just take it anyway.",action,185
On-screen,"Received ""Potion""!",system,185
Domino,"Why would I do something like this, you ask? To mess with them, of course! Shinra's been torturing me forever. That's why I was a little rough on you all just now. Now go up there and really make them suffer. This ought to make us even! Heh heh heh......",action,185
Domino,But my card will only get you to the 65th floor. Can you believe how they treat me? ...ME! Like some common employee...,narration,186
Hart,If you run into President Shinra please don't tell him about this. I can't be a partner to anymore trouble for Shinra.,action,186
On-screen,"Received Key Item ""Midgar Parts""!",system,186
On-screen,"Received Key Item ""Keycard 66""!",system,186
Cloud,A model of Midgar...born from Mako sucked right out of the earth.,narration,186
Cloud,Parts of the model are missing...,narration,186
Cloud,...Sounds like something opened up...,action,186
Cloud,"Midgar...born from Mako energy which was sucked right out of the earth. A model of the city... When construction of Sector 6 finishes, Shinra's plan will be complete. That must be why he took Aeris...",dialogue,186
Barret,Geez--! That's a lotta suits!,narration,187
Reeve,"We have the damage estimates for Sector 7. Considering those factories we already set up and all the investments, the damage is estimated at approximately 10 Billion gil...",narration,187
Reeve,The estimated cost to rebuild Sector 7 is...,narration,187
President Shinra,We're not rebuilding.,narration,187
Reeve,What?,dialogue,187
President Shinra,We're leaving Sector 7 as it is. And restarting the Neo-Midgar plan.,narration,187
Reeve,...then the Ancients?,narration,187
President Shinra,The Promised Land will soon be ours.,narration,187
President Shinra,I want you to raise the Mako rates 15% in every area.,narration,188
Palmer,"Rate hike! Rate hike! Tra, la, la! And please include our Space Program in the budget!",narration,188
President Shinra,Reeve and Scarlet will divide the extra income from the rate increase.,narration,188
Palmer,Oh man!,narration,188
Reeve,"Sir. If you raise the rates, the people will lose confidence...",narration,188
President Shinra,"It'll be all right. The ignorant citizens won't lose confidence, they'll trust Shinra, Inc. even more.",narration,188
Heidegger,"Ha ha ha! After all, we're the ones who saved Sector 7 from AVALANCHE!",narration,188
Barret,That dirty #$*$^,narration,188
President Shinra,Hojo. How's the girl?,narration,189
Hojo,"As a specimen, she is inferior to her mother. I'm still in the process of comparing her to her mother, Ifalna, but for now the difference is 18 %.",narration,189
President Shinra,How long will the research take?,narration,189
Hojo,"Probably 120 years. It's probably impossible to finish in our lifetime. Or in the lifetime of the specimen too, for that matter.",narration,189
Hojo,That's why we're thinking of breeding her. Then we could create one that could withstand our research for a long time.,dialogue,189
President Shinra,What about the Promised Land? Won't it hinder our plans?,dialogue,189
Hojo,That's what I need to plan. The mother is strong... and yet has her weaknesses.,dialogue,189
President Shinra,That concludes our meeting.,narration,189
Scarlet,Something stinks...,narration,190
Cloud,They were talking about Aeris...right?,narration,190
Barret,I dunno.,narration,190
Tifa,Probably.,narration,190
Cloud,Let's follow 'em.,action,190
Cloud,Hojo...huh...?,narration,190
Barret,"I remember him. That Hojo guy. He's in charge of the Shinra's Science Department. Cloud, don't you know him?",narration,190
Cloud,This is the first time I've actually ever seen him. So...that's what he looks like...,dialogue,190
NPC,Let's see... The specimen Hojo asked me for is...,dialogue,191
NPC,Is this today's specimen?,narration,191
Hojo,Yes. We're starting right away. Raise it to the upper level.,narration,191
Hojo,My precious specimen...,narration,191
Tifa,Precious specimen...? Is it going to be used for a biological experiment?,action,191
Cloud,Jenova... Jenova... Sephiroth's... So...they've brought it here.,narration,191
Tifa,"Cloud, be strong!",narration,191
Cloud,Did you see it?,narration,191
Barret,See what?,dialogue,192
Cloud,It's moving......still alive?,narration,192
Barret,Where's its $#&*&@ head? This whole thing's stupid. Let's keep goin'.,action,192
NPC,That elevator back there is only to transport Specimens. You can't use it. It would be a lot easier if it led to the 68 Floor Research Lab.,narration,192
Cloud,Aeris!,narration,192
Hojo,"Aeris? Oh, is that her name? What do you want?",dialogue,192
Cloud,We're taking Aeris back.,narration,192
Hojo,Outsiders......,narration,192
Barret,"Shoulda noticed it earlier, you...",narration,193
Hojo,There's so many frivolous things in this world.,narration,193
Hojo,"Are you going to kill me? I don't think you should. The equipment here is extremely delicate. Without me, who could operate it? Hmm?",action,193
Cloud,Ugh.,narration,193
Hojo,That's right. I recommend you think things out logically before you make any rash moves.,narration,193
Hojo,"Now, bring in the Specimen!",narration,193
Aeris,"Cloud, help!",narration,193
Cloud,What do you think you're doin'?,dialogue,193
Hojo,"Lending a helping hand to an endangered species... Both of them are on the brink of extinction... If I don't help, all these animals will disappear.",narration,194
Tifa,...animal? That's terrible! Aeris is a human being!,narration,194
Barret,You're gonna pay!,action,194
Cloud,Barret! Can't you do anything?,narration,194
Barret,Awright!! Step back!,narration,194
Hojo,Stop!!,narration,194
Hojo,Wh...what are you do-- Oh! My precious specimens...,dialogue,194
Cloud,Now's our chance to get Aeris!,narration,194
Aeris,"Thanks, Cloud.",narration,195
Tifa,Cloud...what's wrong?,dialogue,195
Cloud,...The elevator is moving.,narration,195
Hojo,This is no ordinary specimen. This is a very ferocious specimen!,narration,195
Red,He's rather strong. I'll help you all out.,narration,195
Tifa,It talked!?,narration,195
Red,"I'll talk as much as you want later, Miss.",narration,195
Cloud,We'll take care of that monster. Somebody take Aeris somewhere safe...,narration,195
Cloud,What's your name?,dialogue,196
Red,"Hojo has named me, Red XIII. A name with no meaning whatsoever to me. Call me whatever you wish.",dialogue,196
Cloud,Come on!,narration,196
Cloud,"Aeris, you all right?",narration,196
Tifa,"She seems all right, ...in many ways.",narration,196
Red XIII,"I have a right to choose, too. I don't like two-legged things.",narration,196
Barret,What are you?,dialogue,196
Red XIII,An informed question. But difficult to answer. I am what you see.,dialogue,196
Red XIII,"...You must have many questions, but first, let's get out of here. I'll lead the way.",narration,197
Aeris,Cloud... so you did come for me.,narration,197
Red XIII,I apologize for what happened back there. I was merely acting to throw Hojo off guard......,dialogue,197
Barret,"Now we've saved Aeris, ain't no need to be in this buildin'! So let's get the hell outta here!",narration,197
Cloud,"If all five of us go together, we'll be noticed. Let's break up in two groups.",action,197
On-screen,Press the  button to access the Menu. Press the  button for Change Party. Press the  button when finished.,system,197
Aeris,I'll see you later!! We'll be waiting at the 66th Floor Elevator.,action,197
Tifa,We'll be going first! Meet at the 66th Floor Elevator.,action,197
Barret,Later! Meet up at the 66th Floor Elevator!,narration,198
RedXIII,Don't be late. Do you know where the Elevator is? The 66th Floor!,narration,198
NPC,"No! Please don't kill me. I only did what Hojo told me to do. To prove it to you...here, this is the key card to the 68th Floor. Would I be doing this if I was the enemy?",dialogue,198
On-screen,"Received Key Item ""Keycard 68""!",system,198
Barret,Where you goin'? Everyone's waitin' at the 66th Floor Elevator.,action,198
Tifa,Where are you going? Everyone's waiting for us at the 66th Floor Elevator.,action,198
Aeris,Not that way! Everyone's on the 66th Floor Elevator.,narration,198
Cloud,"H, hey! What is it?",dialogue,198
Rude,Would you press 'Up' please?,narration,199
Cloud,Turks? Must be a trap...,narration,199
Tseng,It must have been a real thrill for you... Did you enjoy it?,narration,199
Cloud,Ggh...,narration,199
Cloud,"You all got caught, too?",action,199
Cloud,Where is Aeris!?,narration,199
President Shinra,In a safe place. She's the last surviving Ancient...,narration,199
President Shinra,"Don't you know? They called themselves the Cetra, and lived thousands of years ago. Now they are just a forgotten page in history.",action,199
Red XIII,"Cetra...That girl, is she a survivor of the Cetra?",narration,200
President Shinra,"Cetra, or the Ancients will show us the way to the 'Promised Land.' I'm expecting a lot out of her.",narration,200
Red XIII,The Promised Land? Isn't that just a legend?,narration,200
President Shinra,"Even so, it's just too appealing to not to pursue. It's been said the Promised Land is very fertile. ...If the land is fertile...",narration,200
Barret,Then there's gotta be Mako!,action,200
President Shinra,Exactly. That is why our money sucking Mako Reactor is necessary. The abundant Mako will just come out on its own. That is where Neo-Midgar will be built. Shinra's new glory...,dialogue,200
Barret,@$#*^%! Quit dreamin'!,narration,200
President Shinra,"Oh really, don't you know? These days all it takes for your dreams to come true is money and power.",narration,200
President Shinra,"Well, that is all for our meeting.",narration,201
Rude,Come on! Outta his way!,narration,201
Barret,Hold it! I got a lot I wanna say to you!,action,201
President Shinra,If you need something else... talk to my secretary.,narration,201
Tifa,Psst,narration,201
Tifa,Psst,narration,201
Tifa,Psst,narration,201
Barret,Hey!,narration,201
Barret,Aeris is an Ancient and the real name of the Ancients is Cetra. The Ancients know where the Promised Land is and the Shinra is searching for that Promised Land.,narration,202
Barret,I only heard stories 'bout the Promised Land. I don't know if it really exists. Is that right?,narration,202
Barret,"The Shinra believe that the Promised Land is full of Mako energy. Which means, if the Shinra get there, they'll suck up all the Mako energy. ...and the land'll wither away. The Planet's gonna get weaker.",action,202
Barret,"I can't just leave 'em be. I'm recruitin'new members!! Me, Tifa, Cloud... and Aeris too. How 'bout you?",narration,202
Barret,You're so damn boring.,narration,202
Red XIII,............Grandpa.,narration,202
Barret,"Grandpa!? Ha, ha, ha...... Grandpa, hmm......ha, ha, ha......",narration,202
Red XIII,What's so funny?,dialogue,202
Barret,"Nothin'......ha, ha",narration,203
Aeris,"Cloud, are you there?",narration,203
Cloud,Aeris!? You safe?,narration,203
Aeris,"Yeah, I'm all right. I knew that Cloud would come for me.",narration,203
Cloud,"Hey, I'm your bodyguard, right?",narration,203
Aeris,"The deal was for one date, right?",narration,203
Tifa,"............oh, I get it.",narration,203
Aeris,"...!? Tifa! Tifa, you're there too!",narration,203
Tifa,EXCUSE me.,narration,204
Tifa,"You know, Aeris. I have a question.",narration,204
Aeris,What?,dialogue,204
Tifa,Does the Promised Land really exist?,narration,204
Aeris,...I don't know.,narration,204
Aeris,"All I know is... The Cetra were born from the Planet, speak with the Planet, and unlock the Planet. And......then... The Cetra will return to the Promised Land. A land that promises supreme happiness.",narration,204
Tifa,...What does that mean?,dialogue,204
Aeris,More than words......I don't know.,narration,204
Cloud,...Speak with the Planet?,narration,205
Tifa,Just what does the Planet say?,dialogue,205
Aeris,It's full of people and noisy. That's why I can't make out what they are saying.,dialogue,205
Cloud,You hear it now?,narration,205
Aeris,"I, I only heard it at the Church in the Slums. Mother said that Midgar was no longer safe. That is...my real mother.",narration,205
Aeris,"Someday I'll get out of Midgar... Speak with the Planet and find my Promised Land. ...That's what mom said. I thought I would stop hearing her voice as I grew up, but...",dialogue,205
Tifa,......,narration,205
Cloud,The door's open... When did it open?,action,205
Cloud,What's happened?,dialogue,206
Cloud,Tifa... Wake up!,narration,206
Tifa,What's wrong?,dialogue,206
Cloud,Something's wrong. Look outside.,narration,206
Tifa,I wonder what happened...,dialogue,206
Cloud,He should have the key on him...,narration,206
Cloud,"Come on, Tifa, get Aeris. I'll go help Barret and the others.",action,206
Tifa,This's kinda eerie...,narration,206
Aeris,Must've been attacked by...,narration,207
Cloud,"Barret, Red XIII ...come with me. Something's wrong.",narration,207
Barret,How'd you get in? Why's the door open!?,action,207
Barret,The hell's goin' on!?,action,207
Red XIII,No human could've done this.,narration,207
Red XIII,I'll go on ahead.,action,207
Barret,"I'll clean up back here, so you guys go ahead. And don't get caught by Shinra!",action,207
Tifa,"Come on, let's follow Red XIII!",action,207
Cloud,...Did it get away? Jenova...?,narration,208
Red XIII,Jenova Specimen... Looks like it went to the upper floor using that elevator for the specimens.,narration,208
Red XIII,It looks like it leads up...,narration,208
Barret,"He's dead... The leader of Shinra, Inc. is dead...",narration,208
Tifa,Then this sword must be...!?,narration,208
Cloud,Sephiroth's!!,narration,208
Tifa,...Sephiroth is alive?,narration,208
Cloud,...Looks like it. Only Sephiroth can use that sword.,narration,208
Barret,Who cares who did it!? This is the end of the Shinra now!,narration,209
Palmer,Uh!,narration,209
Palmer,"P, p, p, please, don't kill me!",narration,209
Cloud,What happened?,dialogue,209
Palmer,Se...Sephiroth. Sephiroth came.,narration,209
Cloud,Did you see him? Did you see Sephiroth?,narration,209
Palmer,"Yeah, I saw him! I saw him with my own eyes!",narration,209
Cloud,You really saw him?,narration,209
Palmer,Uh! Would I lie to you at a time like this!? And I heard his voice too!,narration,210
Palmer,"Um, he was saying something about not letting us have the Promised Land.",dialogue,210
Tifa,Then what? Does that mean that the Promised Land really exists and that Sephiroth's here to save it from Shinra?,dialogue,210
Barret,So he's a good guy then?,action,210
Cloud,Save the Promised Land? A good guy? No way!! It's not that simple! I know him! Sephiroth's mission is different!,action,210
Barret,Rufus! &*%$! I forgot about him!,action,210
Tifa,Who's that?,narration,210
Barret,Vice President Rufus. The President's son.,narration,210
Barret,I heard that he's been assigned somewhere else for a long time...,narration,211
Tifa,I wonder what kinda person he is...,dialogue,211
Aeris,I've heard that no one's ever seen him bleed or cry.,narration,211
Red XIII,I only know his name.,narration,211
Rufus,So... So Sephiroth was actually here. ...By the way.,narration,211
Rufus,Who are you guys?,narration,211
Cloud,"I'm Cloud, former SOLDIER First Class!",narration,211
Barret,I'm from AVALANCHE!,narration,211
Tifa,Same here!,narration,212
