sample_id,plot_text,is_consistent
291,"You're too late. Once I push this button...
That's all, folks! Mission accomplished.
We have to disarm it! Cloud! Barret! Please!
I can't have you do that. No one get in the way of Reno and the Turks...
Try and break it if you can.
It's time.
DAMN! It's a time bomb!
Cloud! I don't know how to stop this. Try it!",1
292,"You're too late. Once I push this button...
That's all, folks! Mission accomplished.
We have to disarm it! Cloud! Barret! Please!
I can't have you do that. No one get in the way of Reno and the Turks...
Try and break it if you can.
It's time.
DAMN! It's a time bomb!
Cloud! I don't know how to stop this. Try it!
---
...It's not a normal time bomb.
That's right. You'll have a hard time disarming that one. It'll blow the second some stupid jerk touches it.
Please, stop it!
Ha ha ha...... Only a Shinra Executive can set up or disarm the Emergency Plate Release System.
Shut yer hole!
I wouldn't try that...... You just might make me injure our special guest.
Aeris!!
Oh, you know each other?",0
293,"...It's not a normal time bomb.
That's right. You'll have a hard time disarming that one. It'll blow the second some stupid jerk touches it.
Please, stop it!
Ha ha ha...... Only a Shinra Executive can set up or disarm the Emergency Plate Release System.
Shut yer hole!
I wouldn't try that...... You just might make me injure our special guest.
Aeris!!
Oh, you know each other?",1
294,"...It's not a normal time bomb.
That's right. You'll have a hard time disarming that one. It'll blow the second some stupid jerk touches it.
Please, stop it!
Ha ha ha...... Only a Shinra Executive can set up or disarm the Emergency Plate Release System.
Shut yer hole!
I wouldn't try that...... You just might make me injure our special guest.
Aeris!!
Oh, you know each other?
---
How nice you could see each other one last time. You should thank me.
What are you gonna do with Aeris!?
I haven't decided. Our orders were to find and catch the last remaining Ancient.
It's taken us a long time, but now I can finally report this to the President.
Tifa, don't worry! She's all right!
Aeris!
Hurry and get out!
Ha, ha, ha... Well, it should be starting right about now. Think you can escape in time?",0
295,"How nice you could see each other one last time. You should thank me.
What are you gonna do with Aeris!?
I haven't decided. Our orders were to find and catch the last remaining Ancient.
It's taken us a long time, but now I can finally report this to the President.
Tifa, don't worry! She's all right!
Aeris!
Hurry and get out!
Ha, ha, ha... Well, it should be starting right about now. Think you can escape in time?",1
296,"How nice you could see each other one last time. You should thank me.
What are you gonna do with Aeris!?
I haven't decided. Our orders were to find and catch the last remaining Ancient.
It's taken us a long time, but now I can finally report this to the President.
Tifa, don't worry! She's all right!
Aeris!
Hurry and get out!
Ha, ha, ha... Well, it should be starting right about now. Think you can escape in time?
---
Once that Plate starts coming down it'll be too late. We gotta hurry!
Yo, we can use this wire to get out!
Marlene! MARLENE!!
MAR---LE---NE!!
Biggs!
Wedge!!
Jessie!!
Goddamn it!!!",0
297,"Once that Plate starts coming down it'll be too late. We gotta hurry!
Yo, we can use this wire to get out!
Marlene! MARLENE!!
MAR---LE---NE!!
Biggs!
Wedge!!
Jessie!!
Goddamn it!!!",1
298,"Once that Plate starts coming down it'll be too late. We gotta hurry!
Yo, we can use this wire to get out!
Marlene! MARLENE!!
MAR---LE---NE!!
Biggs!
Wedge!!
Jessie!!
Goddamn it!!!
---
Dammit!
DAMMIT ALL TO HELL!!!!
What the hell's it all for!?
ARGGHHHH!!!
Hey, Barret!
Barret!
ARGGHHHH!!!
Hey!",0
299,"Dammit!
DAMMIT ALL TO HELL!!!!
What the hell's it all for!?
ARGGHHHH!!!
Hey, Barret!
Barret!
ARGGHHHH!!!
Hey!",1
300,"Dammit!
DAMMIT ALL TO HELL!!!!
What the hell's it all for!?
ARGGHHHH!!!
Hey, Barret!
Barret!
ARGGHHHH!!!
Hey!
---
Barret, stop... Please stop, Barret.
URGHHHH!!!
God damn...
Marlene...
......... Barret......?
Marlene is... I think Marlene is safe.
......huh?
Right before they took Aeris, she said, ""Don't worry, she's all right."" She was probably talking about Marlene.",0
301,"Barret, stop... Please stop, Barret.
URGHHHH!!!
God damn...
Marlene...
......... Barret......?
Marlene is... I think Marlene is safe.
......huh?
Right before they took Aeris, she said, ""Don't worry, she's all right."" She was probably talking about Marlene.",1
302,"Barret, stop... Please stop, Barret.
URGHHHH!!!
God damn...
Marlene...
......... Barret......?
Marlene is... I think Marlene is safe.
......huh?
Right before they took Aeris, she said, ""Don't worry, she's all right."" She was probably talking about Marlene.
---
R, really!?
But...
Biggs...... Wedge... Jessie......
All three of them were in the pillar.
Think I don't know that? But...we, all of us fought together. I don't wanna think of them as dead!
...and the other people in Sector 7.
This is all screwed up! They destroyed an entire village just to get to us! They killed so many people...
...are you saying it's our fault? Because AVALANCHE was here? Innocent people lost their lives because of us?",0
303,"R, really!?
But...
Biggs...... Wedge... Jessie......
All three of them were in the pillar.
Think I don't know that? But...we, all of us fought together. I don't wanna think of them as dead!
...and the other people in Sector 7.
This is all screwed up! They destroyed an entire village just to get to us! They killed so many people...
...are you saying it's our fault? Because AVALANCHE was here? Innocent people lost their lives because of us?",1
304,"R, really!?
But...
Biggs...... Wedge... Jessie......
All three of them were in the pillar.
Think I don't know that? But...we, all of us fought together. I don't wanna think of them as dead!
...and the other people in Sector 7.
This is all screwed up! They destroyed an entire village just to get to us! They killed so many people...
...are you saying it's our fault? Because AVALANCHE was here? Innocent people lost their lives because of us?
---
No, Tifa! That ain't it! Hell no!! It ain't us! It's the damn Shinra! It's never been nobody but the Shinra! They're evil and destroyin' our planet just to... build their power and line their own damn pockets with gold! If we don't get rid of them, they're gonna kill this planet! Our fight ain't never gonna be over until we get rid of them!!
.........I don't know.
What don't you know!? You don't believe me?
It's not that. I'm not sure about...me. My feelings.
An'what about you?
.........
Yo!
Where's he think he's goin'?",0
305,"No, Tifa! That ain't it! Hell no!! It ain't us! It's the damn Shinra! It's never been nobody but the Shinra! They're evil and destroyin' our planet just to... build their power and line their own damn pockets with gold! If we don't get rid of them, they're gonna kill this planet! Our fight ain't never gonna be over until we get rid of them!!
.........I don't know.
What don't you know!? You don't believe me?
It's not that. I'm not sure about...me. My feelings.
An'what about you?
.........
Yo!
Where's he think he's goin'?",1
306,"No, Tifa! That ain't it! Hell no!! It ain't us! It's the damn Shinra! It's never been nobody but the Shinra! They're evil and destroyin' our planet just to... build their power and line their own damn pockets with gold! If we don't get rid of them, they're gonna kill this planet! Our fight ain't never gonna be over until we get rid of them!!
.........I don't know.
What don't you know!? You don't believe me?
It's not that. I'm not sure about...me. My feelings.
An'what about you?
.........
Yo!
Where's he think he's goin'?
---
Oh! Aeris!
Oh yeah, that girl. What's up with her?
...I don't really know... But she's the one I left Marlene with.
Damn! Marlene!!
Tifa. There ain't no turnin' back now.
Cloud! Take me to Marlene!
You're going to help Aeris?
Yeah... But before that, there's something I want to know.",0
307,"Oh! Aeris!
Oh yeah, that girl. What's up with her?
...I don't really know... But she's the one I left Marlene with.
Damn! Marlene!!
Tifa. There ain't no turnin' back now.
Cloud! Take me to Marlene!
You're going to help Aeris?
Yeah... But before that, there's something I want to know.",1
308,"Oh! Aeris!
Oh yeah, that girl. What's up with her?
...I don't really know... But she's the one I left Marlene with.
Damn! Marlene!!
Tifa. There ain't no turnin' back now.
Cloud! Take me to Marlene!
You're going to help Aeris?
Yeah... But before that, there's something I want to know.
---
What's that?
...it's about the Ancients.
In my veins courses the blood of the Ancients. I am one of the rightful heirs to this planet!
Sephiroth...?
Are you all right?
Pull it together, man!
Cloud......wasn't it? It's about Aeris, isn't it?
...Sorry. The Shinra have her.",0
309,"What's that?
...it's about the Ancients.
In my veins courses the blood of the Ancients. I am one of the rightful heirs to this planet!
Sephiroth...?
Are you all right?
Pull it together, man!
Cloud......wasn't it? It's about Aeris, isn't it?
...Sorry. The Shinra have her.",1
310,"What's that?
...it's about the Ancients.
In my veins courses the blood of the Ancients. I am one of the rightful heirs to this planet!
Sephiroth...?
Are you all right?
Pull it together, man!
Cloud......wasn't it? It's about Aeris, isn't it?
...Sorry. The Shinra have her.
---
I know. They took her from here.
They were here?
That's what Aeris wanted...
Why is Shinra after Aeris?
Aeris is an Ancient. The sole survivor.
...What did you say? But, aren't you her mother?
...Not her real mother. Oh...it must have been 15 years ago...
...during the war. My husband was sent to the front. Some far away place called Wutai. One day, I went to the station because I got a letter saying he was coming home on leave. My husband never came back. I wonder if something happened to him? No, I'm sure his leave was just canceled. I went to the station everyday. Then, one day.........",0
311,"I know. They took her from here.
They were here?
That's what Aeris wanted...
Why is Shinra after Aeris?
Aeris is an Ancient. The sole survivor.
...What did you say? But, aren't you her mother?
...Not her real mother. Oh...it must have been 15 years ago...
...during the war. My husband was sent to the front. Some far away place called Wutai. One day, I went to the station because I got a letter saying he was coming home on leave. My husband never came back. I wonder if something happened to him? No, I'm sure his leave was just canceled. I went to the station everyday. Then, one day.........",1
312,"I know. They took her from here.
They were here?
That's what Aeris wanted...
Why is Shinra after Aeris?
Aeris is an Ancient. The sole survivor.
...What did you say? But, aren't you her mother?
...Not her real mother. Oh...it must have been 15 years ago...
...during the war. My husband was sent to the front. Some far away place called Wutai. One day, I went to the station because I got a letter saying he was coming home on leave. My husband never came back. I wonder if something happened to him? No, I'm sure his leave was just canceled. I went to the station everyday. Then, one day.........
---
You used to see this sort of thing a lot during the war. Her last words were, ""Please take Aeris somewhere safe."" My husband never came back. I had no child. I was probably lonely. So I decided to take her home with me.
Aeris and I became close very quickly.That child loved to talk. She used to talk to me about everything. She told me she escaped from some kind of research laboratory somewhere. And that her mother had already returned to the planet, so she wasn't lonely...and many other things.
Returned to the planet?
I didn't know what she meant. I asked if she meant a star in the sky, But she said it was this planet... She was a mysterious child in many ways.
Mom. Please don't cry.
Aeris just blurted that out all of a sudden. When I asked her if something happened...
Someone dear to you has just died. His spirit was coming to see you, but he already returned to the planet.
At that time I didn't believe her. But... Several days later... We received a notice saying my husband died... ...and that's how it was. A lot had happened, but we were happy. Until one day...",0
313,"You used to see this sort of thing a lot during the war. Her last words were, ""Please take Aeris somewhere safe."" My husband never came back. I had no child. I was probably lonely. So I decided to take her home with me.
Aeris and I became close very quickly.That child loved to talk. She used to talk to me about everything. She told me she escaped from some kind of research laboratory somewhere. And that her mother had already returned to the planet, so she wasn't lonely...and many other things.
Returned to the planet?
I didn't know what she meant. I asked if she meant a star in the sky, But she said it was this planet... She was a mysterious child in many ways.
Mom. Please don't cry.
Aeris just blurted that out all of a sudden. When I asked her if something happened...
Someone dear to you has just died. His spirit was coming to see you, but he already returned to the planet.
At that time I didn't believe her. But... Several days later... We received a notice saying my husband died... ...and that's how it was. A lot had happened, but we were happy. Until one day...",1
314,"You used to see this sort of thing a lot during the war. Her last words were, ""Please take Aeris somewhere safe."" My husband never came back. I had no child. I was probably lonely. So I decided to take her home with me.
Aeris and I became close very quickly.That child loved to talk. She used to talk to me about everything. She told me she escaped from some kind of research laboratory somewhere. And that her mother had already returned to the planet, so she wasn't lonely...and many other things.
Returned to the planet?
I didn't know what she meant. I asked if she meant a star in the sky, But she said it was this planet... She was a mysterious child in many ways.
Mom. Please don't cry.
Aeris just blurted that out all of a sudden. When I asked her if something happened...
Someone dear to you has just died. His spirit was coming to see you, but he already returned to the planet.
At that time I didn't believe her. But... Several days later... We received a notice saying my husband died... ...and that's how it was. A lot had happened, but we were happy. Until one day...
---
We want you to return Aeris to us. We've been searching for her for a long time.
No! Never!
Aeris, you're a very special child. You are of special blood. Your real mother was an 'Ancient'.
Of course I heard it. That she was an 'Ancient'.
The Ancients will lead us to a land of supreme happiness. Aeris will be able to bring happiness to all those in the slums. That is why Shinra would like Aeris's cooperation......
He's wrong! I'm not an Ancient! I'm not!
But Aeris, surely you hear voices sometimes when you're all alone?
No, I don't!",0
315,"We want you to return Aeris to us. We've been searching for her for a long time.
No! Never!
Aeris, you're a very special child. You are of special blood. Your real mother was an 'Ancient'.
Of course I heard it. That she was an 'Ancient'.
The Ancients will lead us to a land of supreme happiness. Aeris will be able to bring happiness to all those in the slums. That is why Shinra would like Aeris's cooperation......
He's wrong! I'm not an Ancient! I'm not!
But Aeris, surely you hear voices sometimes when you're all alone?
No, I don't!",1
316,"We want you to return Aeris to us. We've been searching for her for a long time.
No! Never!
Aeris, you're a very special child. You are of special blood. Your real mother was an 'Ancient'.
Of course I heard it. That she was an 'Ancient'.
The Ancients will lead us to a land of supreme happiness. Aeris will be able to bring happiness to all those in the slums. That is why Shinra would like Aeris's cooperation......
He's wrong! I'm not an Ancient! I'm not!
But Aeris, surely you hear voices sometimes when you're all alone?
No, I don't!
---
But I knew. I knew about her mysterious powers... She tried so hard to hide it, so I acted as though I never noticed.
It's amazing how she's avoided the Shinra for all these years...
The Shinra needed her, So I guess they wouldn't harm her.
But why now......
She brought a little girl here with her. On the way here, Tseng found them. She probably couldn't get away fast enough. She decided to go to the Shinra in exchange for the little girl's safety.
Must be Marlene.
Marlene!! Aeris was caught because of Marlene!?
I'm sorry. Marlene's my daughter. I'm ...really...sorry...",0
317,"But I knew. I knew about her mysterious powers... She tried so hard to hide it, so I acted as though I never noticed.
It's amazing how she's avoided the Shinra for all these years...
The Shinra needed her, So I guess they wouldn't harm her.
But why now......
She brought a little girl here with her. On the way here, Tseng found them. She probably couldn't get away fast enough. She decided to go to the Shinra in exchange for the little girl's safety.
Must be Marlene.
Marlene!! Aeris was caught because of Marlene!?
I'm sorry. Marlene's my daughter. I'm ...really...sorry...",1
318,"But I knew. I knew about her mysterious powers... She tried so hard to hide it, so I acted as though I never noticed.
It's amazing how she's avoided the Shinra for all these years...
The Shinra needed her, So I guess they wouldn't harm her.
But why now......
She brought a little girl here with her. On the way here, Tseng found them. She probably couldn't get away fast enough. She decided to go to the Shinra in exchange for the little girl's safety.
Must be Marlene.
Marlene!! Aeris was caught because of Marlene!?
I'm sorry. Marlene's my daughter. I'm ...really...sorry...
---
You're her father!? How in the world could you ever leave a child alone like that!?
...please don't start with that. I think about it all the time. What would happen to Marlene, if I... But you gotta understand somethin'... ...I don't got an answer. I wanna be with Marlene... But I gotta fight. 'Cause if I don't...the planet's gonna die. So I'm gonna keep fightin'! But, I'm worried 'bout Marlene. I really just wanna be with her...always. See? I'm goin' in circles, now.
...I think I understand what you're saying... She's upstairs asleep, Why don't you go and see her.
It's my fault... I was the one who got Aeris involved in this.
Don't say that. Aeris doesn't think that.
I feel so depressed.
...sigh...
I'm so glad...... I'm so glad you're all right...",0
319,"You're her father!? How in the world could you ever leave a child alone like that!?
...please don't start with that. I think about it all the time. What would happen to Marlene, if I... But you gotta understand somethin'... ...I don't got an answer. I wanna be with Marlene... But I gotta fight. 'Cause if I don't...the planet's gonna die. So I'm gonna keep fightin'! But, I'm worried 'bout Marlene. I really just wanna be with her...always. See? I'm goin' in circles, now.
...I think I understand what you're saying... She's upstairs asleep, Why don't you go and see her.
It's my fault... I was the one who got Aeris involved in this.
Don't say that. Aeris doesn't think that.
I feel so depressed.
...sigh...
I'm so glad...... I'm so glad you're all right...",1
320,"You're her father!? How in the world could you ever leave a child alone like that!?
...please don't start with that. I think about it all the time. What would happen to Marlene, if I... But you gotta understand somethin'... ...I don't got an answer. I wanna be with Marlene... But I gotta fight. 'Cause if I don't...the planet's gonna die. So I'm gonna keep fightin'! But, I'm worried 'bout Marlene. I really just wanna be with her...always. See? I'm goin' in circles, now.
...I think I understand what you're saying... She's upstairs asleep, Why don't you go and see her.
It's my fault... I was the one who got Aeris involved in this.
Don't say that. Aeris doesn't think that.
I feel so depressed.
...sigh...
I'm so glad...... I'm so glad you're all right...
---
Daddy, don't cry. Your whiskers hurt!
Cloud!
You gonna go help Aeris, right? She's done so much for me...
If it's the Shinra you're dealin' with, I can't just sit here! I'm comin', too!
Guess what? Guess what? Aeris was asking me lots of questions. Like what kind of person Cloud is. I bet she likes you, Cloud!
Stupid!
I won't tell Tifa.
Looks like I could get some rest here...",0
321,"Daddy, don't cry. Your whiskers hurt!
Cloud!
You gonna go help Aeris, right? She's done so much for me...
If it's the Shinra you're dealin' with, I can't just sit here! I'm comin', too!
Guess what? Guess what? Aeris was asking me lots of questions. Like what kind of person Cloud is. I bet she likes you, Cloud!
Stupid!
I won't tell Tifa.
Looks like I could get some rest here...",1
322,"Daddy, don't cry. Your whiskers hurt!
Cloud!
You gonna go help Aeris, right? She's done so much for me...
If it's the Shinra you're dealin' with, I can't just sit here! I'm comin', too!
Guess what? Guess what? Aeris was asking me lots of questions. Like what kind of person Cloud is. I bet she likes you, Cloud!
Stupid!
I won't tell Tifa.
Looks like I could get some rest here...
---
You're going after Aeris, right?
Yeah.
I'm coming with you.
We're going right into Shinra Headquarters. ...You gotta be prepared for the worst.
I know. Right now, I feel I have to push myself to the limit. If I stayed here...I'll go crazy.
Sorry, but can you take care of Marlene a bit longer?
Yes, I don't mind.
This place is dangerous now. You better go somewhere else.",0
323,"You're going after Aeris, right?
Yeah.
I'm coming with you.
We're going right into Shinra Headquarters. ...You gotta be prepared for the worst.
I know. Right now, I feel I have to push myself to the limit. If I stayed here...I'll go crazy.
Sorry, but can you take care of Marlene a bit longer?
Yes, I don't mind.
This place is dangerous now. You better go somewhere else.",1
324,"You're going after Aeris, right?
Yeah.
I'm coming with you.
We're going right into Shinra Headquarters. ...You gotta be prepared for the worst.
I know. Right now, I feel I have to push myself to the limit. If I stayed here...I'll go crazy.
Sorry, but can you take care of Marlene a bit longer?
Yes, I don't mind.
This place is dangerous now. You better go somewhere else.
---
...You're right. But promise me that you'll come back to her. Don't get yourself killed.
How do we get to the Shinra Building?
There ain't no train that goes up there anymore...
......
Well, let's just go to Wall Market. We might be able to find something there.
I mean it, come back to her. Don't get yourself killed.
Daddy, Tifa, Cloud! Please bring Aeris back!
You goin' up to the plate? You better have a Battery.",0
325,"...You're right. But promise me that you'll come back to her. Don't get yourself killed.
How do we get to the Shinra Building?
There ain't no train that goes up there anymore...
......
Well, let's just go to Wall Market. We might be able to find something there.
I mean it, come back to her. Don't get yourself killed.
Daddy, Tifa, Cloud! Please bring Aeris back!
You goin' up to the plate? You better have a Battery.",1
326,"...You're right. But promise me that you'll come back to her. Don't get yourself killed.
How do we get to the Shinra Building?
There ain't no train that goes up there anymore...
......
Well, let's just go to Wall Market. We might be able to find something there.
I mean it, come back to her. Don't get yourself killed.
Daddy, Tifa, Cloud! Please bring Aeris back!
You goin' up to the plate? You better have a Battery.
---
You're gonna sell me something you just found?
Hey, you knew? But I repaired it, so it's all right.
Why do I need a battery to climb up to the plate?
You'll find out when you get there. How 'bout 100 Gil for each?
......
Received ""Batteries""!
Hmm, looks like you're a little short, son. Come back again.
All right then, go see for yourself. You'll be back again.",0
327,"You're gonna sell me something you just found?
Hey, you knew? But I repaired it, so it's all right.
Why do I need a battery to climb up to the plate?
You'll find out when you get there. How 'bout 100 Gil for each?
......
Received ""Batteries""!
Hmm, looks like you're a little short, son. Come back again.
All right then, go see for yourself. You'll be back again.",1
328,"You're gonna sell me something you just found?
Hey, you knew? But I repaired it, so it's all right.
Why do I need a battery to climb up to the plate?
You'll find out when you get there. How 'bout 100 Gil for each?
......
Received ""Batteries""!
Hmm, looks like you're a little short, son. Come back again.
All right then, go see for yourself. You'll be back again.
---
Wanna see somethin' awesome? Follow me!
Everyone climbed up this wire. Looks scary......Brrr.
Can we climb it?
Yeah. It leads to the Upper World.
Awright! We'll climb this wire!
There's no way we can do this. You know how far it goes up?
There IS a way! Look! What's that look like?
Just a normal wire.",0
329,"Wanna see somethin' awesome? Follow me!
Everyone climbed up this wire. Looks scary......Brrr.
Can we climb it?
Yeah. It leads to the Upper World.
Awright! We'll climb this wire!
There's no way we can do this. You know how far it goes up?
There IS a way! Look! What's that look like?
Just a normal wire.",1
330,"Wanna see somethin' awesome? Follow me!
Everyone climbed up this wire. Looks scary......Brrr.
Can we climb it?
Yeah. It leads to the Upper World.
Awright! We'll climb this wire!
There's no way we can do this. You know how far it goes up?
There IS a way! Look! What's that look like?
Just a normal wire.
---
Oh yeah? Well to me it looks like a golden shiny wire of hope.
You're right. This is the only way to save Aeris...
Ok, that was a bad analogy, but, Barret, I understand how you feel.
Let's go!
Oh man! This is horrible...
Hey, scary, huh? Dad told me that it's the Shinra's doing.
...maybe if I put a battery in... The propeller might work.
It might work if I put a battery in it.",0
331,"Oh yeah? Well to me it looks like a golden shiny wire of hope.
You're right. This is the only way to save Aeris...
Ok, that was a bad analogy, but, Barret, I understand how you feel.
Let's go!
Oh man! This is horrible...
Hey, scary, huh? Dad told me that it's the Shinra's doing.
...maybe if I put a battery in... The propeller might work.
It might work if I put a battery in it.",1
332,"Oh yeah? Well to me it looks like a golden shiny wire of hope.
You're right. This is the only way to save Aeris...
Ok, that was a bad analogy, but, Barret, I understand how you feel.
Let's go!
Oh man! This is horrible...
Hey, scary, huh? Dad told me that it's the Shinra's doing.
...maybe if I put a battery in... The propeller might work.
It might work if I put a battery in it.
---
I guess I'll just have to believe the shopkeeper.
Need a battery here, too.
Looks like the only way is to jump onto that bar. Should make it if I jump before it comes too close.
Jumped too soon...
Jumped too late...
Hey, you oughta know this building well.
...Not really, now that I think about it, This's the first time I've ever been to the Headquarters.
I heard about this place before. Every floor above the 60th is special and not easy to get to even for employees. Must be where they took Aeris. The security's pretty light now. Awright, let's go!!",0
333,"I guess I'll just have to believe the shopkeeper.
Need a battery here, too.
Looks like the only way is to jump onto that bar. Should make it if I jump before it comes too close.
Jumped too soon...
Jumped too late...
Hey, you oughta know this building well.
...Not really, now that I think about it, This's the first time I've ever been to the Headquarters.
I heard about this place before. Every floor above the 60th is special and not easy to get to even for employees. Must be where they took Aeris. The security's pretty light now. Awright, let's go!!",1
334,"I guess I'll just have to believe the shopkeeper.
Need a battery here, too.
Looks like the only way is to jump onto that bar. Should make it if I jump before it comes too close.
Jumped too soon...
Jumped too late...
Hey, you oughta know this building well.
...Not really, now that I think about it, This's the first time I've ever been to the Headquarters.
I heard about this place before. Every floor above the 60th is special and not easy to get to even for employees. Must be where they took Aeris. The security's pretty light now. Awright, let's go!!
---
Wait a second! You're not thinking of just going right through the main entrance, are you?
Well what else does it look like!? I'm gonna kick some Shinra butt and......
That's not going to work! We've got to find another way...
Ain't gonna be no other way! If we keep wastin' time like this, Aeris'll...
I know that! But if we get caught here... Hey, Cloud. ...What should we do?
That's more like it! C'mon, let's go!!
See? Let's be careful and find a different route!
Excuse me! If you don't have an appointment, you'll just have to...",0
335,"Wait a second! You're not thinking of just going right through the main entrance, are you?
Well what else does it look like!? I'm gonna kick some Shinra butt and......
That's not going to work! We've got to find another way...
Ain't gonna be no other way! If we keep wastin' time like this, Aeris'll...
I know that! But if we get caught here... Hey, Cloud. ...What should we do?
That's more like it! C'mon, let's go!!
See? Let's be careful and find a different route!
Excuse me! If you don't have an appointment, you'll just have to...",1
336,"Wait a second! You're not thinking of just going right through the main entrance, are you?
Well what else does it look like!? I'm gonna kick some Shinra butt and......
That's not going to work! We've got to find another way...
Ain't gonna be no other way! If we keep wastin' time like this, Aeris'll...
I know that! But if we get caught here... Hey, Cloud. ...What should we do?
That's more like it! C'mon, let's go!!
See? Let's be careful and find a different route!
Excuse me! If you don't have an appointment, you'll just have to...
---
Don't need no appointment... This is a 'mergency! Anyone who don't wanna get their face bashed in better git outta the way!! Yaagghh!
Let's go to the top!
Nothing. Have to find another way up, I guess...
......What's wrong?
I didn't want to start a ruckus till we saved Aeris. I should have known that was impossible though...
Heh, heh, heh.
What is it? You're givin' me the willies.
So there are times when even you fight for other people. I am impressed.",0
337,"Don't need no appointment... This is a 'mergency! Anyone who don't wanna get their face bashed in better git outta the way!! Yaagghh!
Let's go to the top!
Nothing. Have to find another way up, I guess...
......What's wrong?
I didn't want to start a ruckus till we saved Aeris. I should have known that was impossible though...
Heh, heh, heh.
What is it? You're givin' me the willies.
So there are times when even you fight for other people. I am impressed.",1
338,"Don't need no appointment... This is a 'mergency! Anyone who don't wanna get their face bashed in better git outta the way!! Yaagghh!
Let's go to the top!
Nothing. Have to find another way up, I guess...
......What's wrong?
I didn't want to start a ruckus till we saved Aeris. I should have known that was impossible though...
Heh, heh, heh.
What is it? You're givin' me the willies.
So there are times when even you fight for other people. I am impressed.
---
Who cares if you're impressed...?
Y'know,I ain't so good at sayin' this,but... Sorry...for lotsa things.
Wh, what the!?
Look!
DA-MN...!
I don't care where, Cloud! Just stop it!
What's going on!?
Oh man!!",0
339,"Who cares if you're impressed...?
Y'know,I ain't so good at sayin' this,but... Sorry...for lotsa things.
Wh, what the!?
Look!
DA-MN...!
I don't care where, Cloud! Just stop it!
What's going on!?
Oh man!!",1
340,"Who cares if you're impressed...?
Y'know,I ain't so good at sayin' this,but... Sorry...for lotsa things.
Wh, what the!?
Look!
DA-MN...!
I don't care where, Cloud! Just stop it!
What's going on!?
Oh man!!
---
No, uh, that's all right. My mistake. I'm, uh, not getting on.
You, you're still driving...? Uh, I'll pass again.
Oh man!!
Yo... You really gonna take these stairs all the way up?
Well we've got to get to Aeris to help her somehow.
Talk about out of the way...
I don't have time to argue with you! I'm going!
Y, yo Tifa! Don't go off alone!",0
341,"No, uh, that's all right. My mistake. I'm, uh, not getting on.
You, you're still driving...? Uh, I'll pass again.
Oh man!!
Yo... You really gonna take these stairs all the way up?
Well we've got to get to Aeris to help her somehow.
Talk about out of the way...
I don't have time to argue with you! I'm going!
Y, yo Tifa! Don't go off alone!",1
342,"No, uh, that's all right. My mistake. I'm, uh, not getting on.
You, you're still driving...? Uh, I'll pass again.
Oh man!!
Yo... You really gonna take these stairs all the way up?
Well we've got to get to Aeris to help her somehow.
Talk about out of the way...
I don't have time to argue with you! I'm going!
Y, yo Tifa! Don't go off alone!
---
Wait a minute, Cloud!
Don't know... Why...the hell... We gotta...climb...
...because we don't want to start a commotion until we've saved Aeris.
I doubt that's possible though...
...heh heh heh.
Knock it off. You're giving me the creeps.
So even you will fight for someone else. I had you figured wrong I guess.
Who cares what you figured!",0
343,"Wait a minute, Cloud!
Don't know... Why...the hell... We gotta...climb...
...because we don't want to start a commotion until we've saved Aeris.
I doubt that's possible though...
...heh heh heh.
Knock it off. You're giving me the creeps.
So even you will fight for someone else. I had you figured wrong I guess.
Who cares what you figured!",1
344,"Wait a minute, Cloud!
Don't know... Why...the hell... We gotta...climb...
...because we don't want to start a commotion until we've saved Aeris.
I doubt that's possible though...
...heh heh heh.
Knock it off. You're giving me the creeps.
So even you will fight for someone else. I had you figured wrong I guess.
Who cares what you figured!
---
I'm just sayin' mebbe I was wrong...
heh heh heh......
What's that supposed to mean, Tifa?
...how much farther do these stairs go on?
Why don't you ask them?
It's not one of them endless stairways or somethin', d'ya think?
Of course not!!
Right...couldn't be that...",0
345,"I'm just sayin' mebbe I was wrong...
heh heh heh......
What's that supposed to mean, Tifa?
...how much farther do these stairs go on?
Why don't you ask them?
It's not one of them endless stairways or somethin', d'ya think?
Of course not!!
Right...couldn't be that...",1
346,"I'm just sayin' mebbe I was wrong...
heh heh heh......
What's that supposed to mean, Tifa?
...how much farther do these stairs go on?
Why don't you ask them?
It's not one of them endless stairways or somethin', d'ya think?
Of course not!!
Right...couldn't be that...
---
Are we there yet?
Not yet.
...there yet?
I said not yet!
Yo...
Look, don't even ask! We're way way way way far away from being there, ok!?
Damn, man! I've had it! I'm going back!
And take just as long going down as you did coming up?",0
347,"Are we there yet?
Not yet.
...there yet?
I said not yet!
Yo...
Look, don't even ask! We're way way way way far away from being there, ok!?
Damn, man! I've had it! I'm going back!
And take just as long going down as you did coming up?",1
348,"Are we there yet?
Not yet.
...there yet?
I said not yet!
Yo...
Look, don't even ask! We're way way way way far away from being there, ok!?
Damn, man! I've had it! I'm going back!
And take just as long going down as you did coming up?
---
............
C'mon, Barret. Pull it together!
Yeah, well all I know is I'm just flesh 'n' blood... 'cept for this arm of mine. Don't treat me like I'm some ex-member of SOLDIER or somethin'......
What about me!? I'm human too! Oh, do what you want, I'm going on!
......?
Yaah! Barret! You go first!
What're ya ignorant? I didn't mean that...
All right, all right!",0
